Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 128C, Sample, n/a, Earth_F3	Abundances Count: F8: 128C, Sample, n/a, Earth_F3	Modifications
Q9VQ62	NPC intracellular cholesterol transporter 2 homolog a	47.3	5	18	5	1438897.9627	17	
Q9VQ79	Putative apoptosis-inducing factor 1, mitochondrial	12.04	7	12	0	195514.6545	11	
Q9VQ91	Tudor and KH domain-containing protein homolog	12.33	7	10	7	168258.285	8	
Q9VQ93	Golgi phosphoprotein 3 homolog sauron	18.71	5	6	5	298358.116	4	
Q9VQC4	Glycerate kinase	15.61	8	9	0	130264.9054	9	
Q9VQF7	Bacchus	40.79	6	15	6	1010675.8757000001	14	
Q9VQF9	SNAPIN protein homolog	28.36	3	3	3	85465.64799999999	3	
Q9VQG4	Congested-like trachea protein	27.45	9	22	8	1631187.4	20	
Q9VQQ0	Serine/threonine-protein phosphatase 2A activator	21.86	8	12	8	628540.0779	12	
Q9VQX4	Nicotinate phosphoribosyltransferase	10.45	7	7	0	73054.11660000001	7	
Q9VR35	Eukaryotic translation initiation factor 4E-binding protein Mextli	17.15	11	12	0	474967.7765	12	
Q9VR59	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	0.53	1	1	0	3349.538	1	
Q9VR81	N-acetylglucosamine-6-phosphate deacetylase	9.59	4	5	0	53270.352470000005	5	
Q9VR89	RNA-binding protein pno1	10.42	2	3	2	14239.387	3	
Q9VR94	General odorant-binding protein 19a	10.27	2	4	2	133789.52	4	
Q9VRJ9	Ubiquitin thioesterase Otu1	22.77	6	12	0	225679.97056	12	
Q9VRL2	Probable Golgi SNAP receptor complex member 2	13.43	3	3	3	25119.6746	3	
Q9VRP9	E3 ubiquitin-protein ligase Bre1	2.78	3	4	0	77305.4699	4	
Q9VRQ9	Glutaminyl-peptide cyclotransferase	7.94	3	5	3	32814.946599999996	4	
Q9VRV7	Splicing factor 3B subunit 6	16.53	2	5	2	103954.8595	5	
Q9VRZ7	Ubiquinol-cytochrome c reductase complex assembly factor 1	16.22	4	6	4	627474.6108	6	
Q9VS34	Large ribosomal subunit protein eL18	20.21	3	8	0	363184.967	7	
Q9VS97	Peptidoglycan-recognition protein SD	16.67	2	3	2	68052.717	2	
Q9VSA3	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	49.16	20	98	20	8902787.6346	89	
Q9VSF3	Nedd8-conjugating enzyme UbcE2M	33.7	6	11	0	337510.899	10	
Q9VSH4	Cleavage and polyadenylation specificity factor subunit 6	4.29	3	3	0	45036.0633	3	
Q9VSJ8	Exocyst complex component 7	8.23	6	8	6	114773.6283	8	
Q9VSK9	Pseudouridylate synthase 7 homolog	4.63	3	3	3	21697.6049	2	
Q9VSL3	Pyrimidodiazepine synthase	62.14	14	64	13	15654591.01524	61	
Q9VSR3	Translational regulator orb2	4.26	3	3	0	91878.3191	3	
Q9VSS1	Protein Pixie	1.15	1	1	1	21571.09	1	
Q9VSS2	Signal recognition particle subunit SRP68	13.08	8	10	8	163502.1536	9	
Q9VSU7	Vesicle transport protein USE1	11.2	3	3	3	24148.8574	2	
Q9VSY4	Alpha-tubulin N-acetyltransferase 1	45.99	18	56	7	3023768.10628	52	
Q9VSY6	Phosphoserine phosphatase	16.3	4	5	4	267696.4437	5	
Q9VSZ6	Queuine tRNA-ribosyltransferase accessory subunit 2	1.91	1	1	1	28930.47	1	
Q9VT70	Nuclear distribution protein nudE homolog	11.67	3	3	0	33411.313	2	
Q9VTC4	MIP18 family protein galla-2	13.46	2	3	2	44137.6601	3	
Q9VTE0	Biogenesis of lysosome-related organelles complex 1 subunit 2	15.72	3	3	3	14317.423	2	
Q9VTE5	Probable prefoldin subunit 2	53.15	8	18	0	1235400.885	18	
Q9VTE9	Nedd8-activating enzyme E1 regulatory subunit	10.31	5	6	0	233921.90589999998	6	
Q9VTF9	Ubiquitin fusion degradation protein 1 homolog	17.09	6	8	6	307740.7104	8	
Q9VTH0	Procollagen-lysine,2-oxoglutarate 5-dioxygenase	3.19	3	3	3	88950.2305	3	
Q9VTJ4	Putative alpha-L-fucosidase	3.24	2	3	2	276312.13899999997	3	
Q9VTJ8	Mitochondrial import inner membrane translocase subunit TIM14	27.97	4	6	0	160544.766	6	
Q9VTM6	UPAR/Ly6 domain-containing protein crim	20.25	3	5	3	76877.5046	5	
Q9VTP4	Large ribosomal subunit protein uL1	39.63	8	50	8	4885953.2404	44	
Q9VTU3	Rho GTPase-activating protein 68F	19.54	9	12	0	459439.417	11	
Q9VTZ5	Transferrin 2	24.42	20	23	20	766964.2591	20	
Q9VTZ6	Phosphomannomutase	39.37	10	13	10	422526.84849999996	11	
Q9VU08	Intermembrane lipid transfer protein Vps13D	0.2	1	3	1	35737.977	1	
Q9VU58	Neuropeptide-like 2	67.44	7	116	0	38616822.61398	112	
Q9VU68	Actin-interacting protein 1	29.77	20	40	20	2160110.32605	36	
Q9VU70	Tetratricopeptide repeat protein 36 homolog	28.11	4	5	4	76617.8212	5	
Q9VU84	Drebrin-like protein	33.33	15	28	15	1111365.9797	26	
Q9VU95	Alanine--glyoxylate aminotransferase 2-like	14.57	6	8	6	222001.81960000002	7	
Q9VUJ0	Large ribosomal subunit protein mL39	16.82	5	5	5	134292.5314	5	
Q9VUK8	Glycine--tRNA ligase	27.58	20	47	20	4986552.7584999995	46	
Q9VUR3	Probable aminoacyl tRNA synthase complex-interacting multifunctional protein 2	19.16	8	10	1	317406.1829	10	
Q9VUY9	Phosphoglucomutase 1	38.04	20	45	20	2460264.7709	39	
Q9VUZ1	Probable trafficking protein particle complex subunit 2	21.58	2	2	2	813.0858	1	
Q9VV36	Retinin	29.84	5	103	5	78349531.39742	85	
Q9VV43	Tubulin polymerization-promoting protein homolog	66.15	11	50	0	4525305.90451	44	
Q9VV72	Multiple inositol polyphosphate phosphatase 1	31.05	15	28	15	1992996.6731	27	
Q9VV74	Survival motor neuron protein	14.6	3	5	3	103685.47510000001	4	
Q9VVA0	Cold shock domain-containing protein CG9705	13.29	2	6	0	329583.517	6	
Q9VVA6	Nuclear migration protein nudC	34.64	13	27	13	1324040.518	25	
Q9VVB4	Coiled-coil domain-containing protein 22 homolog	13.15	7	8	7	128446.36989999999	7	
Q9VVE2	Protein rogdi	33.96	9	14	9	996232.02344	14	
Q9VVE5	RNA-binding protein Musashi homolog Rbp6	14.63	5	13	0	904106.316	12	
Q9VVG6	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial	13.43	4	5	0	93007.1979	5	
Q9VVH3	MICOS complex subunit MIC13 homolog QIL1	67.21	7	29	7	2021332.4672	29	
Q9VVI2	Enhancer of mRNA-decapping protein 3	11.76	7	8	7	60368.998530000004	8	
Q9VVI3	E3 ubiquitin-protein ligase Nedd-4	2.88	3	3	0	18983.9958	3	
Q9VVI9	Charged multivesicular body protein 5	69.47	12	41	0	2178716.71434	36	
Q9VVN2	Small ribosomal subunit protein mS26	19.56	4	6	4	52660.29808	5	
Q9VVU5	COP9 signalosome complex subunit 1b	4.0	2	4	2	75626.047	4	
Q9VVW3	Sideroflexin-2	15.6	5	7	5	281039.567	7	
Q9VVW8	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	23.33	5	6	5	160208.25699999998	4	
Q9VVY3	Glycogen-binding subunit 76A	12.48	7	8	0	66221.38286	7	
Q9VW12	UPF0389 protein CG9231	44.0	5	24	0	2503056.89391	21	
Q9VW14	rRNA methyltransferase 3, mitochondrial	7.13	3	3	3	9608.7723	3	
Q9VW26	Ornithine aminotransferase, mitochondrial	19.03	7	12	7	286868.797	10	
Q9VW56	Probable prefoldin subunit 6	60.8	7	20	0	1022587.7989	20	
Q9VWA1	Clathrin light chain	43.84	14	43	0	4488776.33377	38	
Q9VWA8	Protein FRG1 homolog	6.49	2	2	2	64126.168000000005	2	
Q9VWB1	DCN1-like protein 4	15.73	4	4	0	70514.9361	4	
Q9VWE0	Cytokine receptor	3.28	4	4	4	11283.0478	3	
Q9VWF4	Dual specificity protein phosphatase MPK-4	6.46	2	2	2	4800.5884	1	
Q9VWG3	Small ribosomal subunit protein eS10B	30.62	7	15	0	995805.5505	11	
Q9VWH4	Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	70.56	29	221	28	60570349.31585	202	
Q9VWI0	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	39.89	6	39	6	8028011.81475	27	
Q9VWN5	Ubiquitin carboxyl-terminal hydrolase MINDY-3 homolog	22.5	12	16	0	217614.1708	15	
Q9VWP4	Sulfite oxidase, mitochondrial	10.12	6	6	6	72579.7314	6	
Q9VWU1	Serine protease persephone	6.85	2	2	2	29461.400999999998	2	
Q9VWV8	Nitric oxide synthase-interacting protein homolog	6.51	2	4	2	570300.08847	3	
Q9VWW0	Cyclic AMP response element-binding protein B	2.51	1	1	0	2735.7195	1	
Q9VWX8	Frequenin-2	54.01	10	42	4	4304678.5539	41	
Q9VWY6	Transcription initiation factor TFIID subunit 8	9.15	3	3	3	28032.386	2	
Q9VX10	Sulfiredoxin	11.73	2	3	0	66136.17275	3	
Q9VX98	Density-regulated protein homolog	50.26	8	14	8	437309.51225	13	
Q9VXB0	NECAP-like protein CG9132	45.53	10	29	2	3437231.8505	27	
Q9VXB5	Large ribosomal subunit protein uL22m	5.58	1	1	1	11364.328	1	
Q9VXE0	Probable small nuclear ribonucleoprotein G	76.32	6	10	6	394095.1927	10	
Q9VXE5	Serine/threonine-protein kinase PAK mbt	8.61	5	6	5	38680.12845	4	
Q9VXE6	Nuclear pore complex protein Nup153	2.44	3	4	0	30149.1074	4	
Q9VXF1	Serine/threonine-protein phosphatase 2B catalytic subunit 3	38.87	19	55	0	4095454.88835	53	
Q9VXG4	Annexin B11	22.31	13	30	13	2930142.7285	28	
Q9VXJ0	Peroxisomal multifunctional enzyme type 2	25.25	14	19	0	546151.8131	17	
Q9VXK0	Protein NipSnap	15.38	4	6	0	429990.0997	6	
Q9VXK6	Eukaryotic translation initiation factor 5	23.92	10	14	10	544584.49305	14	
Q9VXN2	Protein stunted	55.74	4	15	4	1148118.648	9	
Q9VXN4	Probable arginine--tRNA ligase, cytoplasmic	6.62	4	5	4	66100.7855	5	
Q9VXP4	Platelet-activating factor acetylhydrolase IB subunit beta homolog	38.22	8	21	8	1194705.7879	19	
Q9VXT7	Probable isoaspartyl peptidase/L-asparaginase CG7860	12.95	4	7	0	496808.566	7	
Q9VXY0	Probable cytochrome P450 4s3	4.44	3	3	3	11734.7519	3	
Q9VXY7	Lipid storage droplets surface-binding protein 2	53.41	15	33	1	5293448.6078	32	
Q9VY28	Small ribosomal subunit protein mS25	19.16	3	5	3	64694.38455	5	
Q9VY77	LIM domain-containing protein jub	6.04	4	4	0	7516.2516	2	
Q9VY78	Chloride intracellular channel Clic	23.46	6	14	6	1436135.496	11	
Q9VY93	Probable methylthioribulose-1-phosphate dehydratase	14.1	3	3	0	126221.634	3	
Q9VYB7	Protein-tyrosine sulfotransferase	5.61	3	3	0	15483.8014	2	
Q9VYD7	Mitochondrial import inner membrane translocase subunit Tim9	67.37	6	12	0	1153693.7188	12	
Q9VYF8	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	3.99	1	1	0	2464.7488	1	
Q9VYG1	26S proteasome non-ATPase regulatory subunit 5	3.56	2	2	0	38766.64	2	
Q9VYG2	Brahma-associated protein of 60 kDa	2.33	1	1	1	6055.5356	1	
Q9VYH3	Probable alpha-aspartyl dipeptidase	29.17	6	13	0	1115534.33685	11	
Q9VYI3	Large ribosomal subunit protein mL49	5.59	1	1	0	15885.055	1	
Q9VYQ8	Ubiquitin carboxyl-terminal hydrolase 7	4.25	5	5	0	42936.0011	4	
Q9VYR0	LSM12 homolog A	14.29	3	5	3	179857.15689999997	4	
Q9VYS5	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 homolog	5.09	2	2	2	39905.880999999994	2	
Q9VYV3	Thioredoxin domain-containing protein 5 homolog	59.13	24	58	24	4505023.3978	57	
Q9VYV9	COMM domain-containing protein 10 homolog Vlet	12.18	3	4	0	89087.871	4	
Q9VYX1	Enhancer of yellow 2 transcription factor	40.59	3	4	3	106196.55829999999	2	
Q9VYY2	Signal peptidase complex subunit 2	49.25	11	18	0	1022583.9968	18	
Q9VYY3	Ubiquitin-like modifier-activating enzyme 5	22.77	9	11	9	419058.167	10	
Q9VZ23	GTP-binding nuclear protein Ran	54.63	11	34	0	5285006.20954	33	
Q9VZ35	Protein Vago	20.62	2	2	2	17142.617	2	
Q9VZ40	Uncharacterized protein CG1552	33.7	4	7	0	507448.2321	7	
Q9VZ49	Endoribonuclease Arlr	18.07	10	26	10	908740.11283	24	
Q9VZ64	Probable 6-phosphogluconolactonase	52.26	12	25	12	2082431.6332	23	
Q9VZA4	Band 7 protein CG42540	16.24	7	11	0	173541.80497	10	
Q9VZD5	Small ribosomal subunit protein bS6m	13.61	2	3	0	213695.528	3	
Q9VZD8	THUMP domain-containing protein 1 homolog	13.89	4	4	4	35371.4507	3	
Q9VZE7	Choline transporter-like 1	2.32	1	1	0	20684.67	1	
Q9VZI3	Unc-112-related protein	9.18	6	6	6	54090.056899999996	6	
Q9VZJ9	Mitochondrial E3 ubiquitin protein ligase 1	9.76	3	3	3	14144.8306	2	
Q9VZL5	Vacuolar fusion protein CCZ1 homolog	3.09	1	1	1	13763.459	1	
Q9VZL6	Ragulator complex protein LAMTOR4 homolog	21.67	2	3	0	133848.142	2	
Q9VZS3	Eukaryotic translation initiation factor eIF1	81.82	7	11	7	601822.4108	9	
Q9VZS5	Large ribosomal subunit protein eL28	59.72	12	34	0	3158372.7188999997	32	
Q9VZU4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	64.53	16	83	16	5142994.08089	68	
Q9VZX9	Adenosylhomocysteinase-like 1	24.76	11	18	9	987908.1408	18	
Q9W021	Large ribosomal subunit protein uL23m	11.33	2	2	0	60975.03	1	
Q9W058	Succinyl-CoA:3-ketoacid-coenzyme A transferase, mitochondrial	53.1	19	62	1	4871990.3477	57	
Q9W074	Protein HBS1	4.63	3	3	3	42040.882	3	
Q9W0A0	Protein draper	6.21	5	7	0	34574.126019999996	6	
Q9W0C1	Neuronal synaptobrevin	47.54	7	38	7	5027468.6292	36	
Q9W0C7	Protein OPI10 homolog	11.68	2	2	2	6891.8066	1	
Q9W0G1	Tyrosine-protein phosphatase non-receptor type 61F	9.49	6	7	4	60005.04653	6	
Q9W0H3	Lipid droplet-associated hydrolase	24.1	8	13	8	253820.0676	13	
Q9W0P5	UDP-glucose 4-epimerase	30.29	11	17	0	865255.4940000001	17	
Q9W0S7	Staphylococcal nuclease domain-containing protein 1	18.36	17	22	17	1100999.7974	20	
Q9W0Y1	Troponin C-akin-1 protein	24.55	5	11	2	378976.3973	11	
Q9W0Y2	Putative gamma-glutamylcyclotransferase CG2811	7.64	2	2	0	50095.1924	2	
Q9W0Y6	Transient receptor potential cation channel protein painless	1.1	1	1	1	9339.523	1	
Q9W141	Putative ATP synthase subunit f, mitochondrial	49.53	6	53	6	20231379.8429	41	
Q9W197	7-methylguanosine phosphate-specific 5'-nucleotidase	14.42	5	7	5	370429.6075	7	
Q9W1A4	Protein tamozhennic	6.65	4	5	0	37374.630900000004	5	
Q9W1C9	Ejaculatory bulb-specific protein 3	57.14	13	92	0	116222386.7278	90	
Q9W1G0	Probable transaldolase	56.5	17	62	17	11681472.9702	59	
Q9W1H9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	8.16	1	1	1	11995.001	1	
Q9W1K0	Transmembrane protein 14 homolog	13.39	2	7	0	1208719.042	6	
Q9W1K5	Sestrin homolog	1.41	1	1	0	36775.594	1	
Q9W1L5	Peptidyl-alpha-hydroxyglycine alpha-amidating lyase 2	8.87	2	3	0	151131.51799999998	3	
Q9W1V3	rRNA 2'-O-methyltransferase fibrillarin	21.51	7	8	7	642047.8472	7	
Q9W1X4	Nuclear pore complex protein Nup214	5.26	7	8	7	68872.2261	8	
Q9W1X8	Probable GDP-L-fucose synthase	19.63	5	6	5	67885.131	5	
Q9W1X9	OCIA domain-containing protein 1	27.63	5	8	0	82074.0526	7	
Q9W1Y1	ER membrane protein complex subunit 8/9 homolog	21.67	4	6	4	448443.2733	6	
Q9W237	Small ribosomal subunit protein uS9	70.95	16	57	0	6958159.47115	50	
Q9W265	Probable hydroxyacid-oxoacid transhydrogenase, mitochondrial	18.97	9	10	9	366416.145	10	
Q9W266	Protein windpipe	13.44	10	18	10	1006762.5926	18	
Q9W2D6	Mitochondrial import inner membrane translocase subunit Tim10	72.83	7	23	7	2871674.7406	23	
Q9W2D9	Eukaryotic translation initiation factor 3 subunit K	41.89	7	15	7	961937.2303	13	
Q9W2E7	Protein Rae1	17.63	6	8	6	312409.75399999996	8	
Q9W2M2	Trehalase	40.94	22	40	0	1255068.2244	37	
Q9W2N0	F-actin-capping protein subunit alpha	17.83	5	7	5	313866.997	6	
Q9W2R3	Phosphatidylinositol 4-phosphate 5-kinase type-1 sktl	1.89	2	2	2	53801.4662	2	
Q9W2U4	Serine/threonine-protein phosphatase 4 regulatory subunit 2	12.64	6	6	0	35471.817899999995	4	
Q9W2Y3	NAD(P)H-hydrate epimerase	38.7	7	8	7	263942.9011	7	
Q9W303	Chitinase-like protein Idgf4	54.3	23	92	0	8691622.06926	73	
Q9W334	Small ribosomal subunit protein eS28	69.23	5	18	0	1107937.01487	15	
Q9W358	Chaperone Ric-8	8.55	6	6	0	95587.1767	5	
Q9W369	Beta-alanyl-dopamine/carcinine hydrolase	57.88	22	103	22	17298270.7448	97	
Q9W379	Zinc finger protein ZPR1	22.32	8	9	8	380244.1749	8	
Q9W380	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	19.48	3	8	3	369193.842	6	
Q9W385	Frataxin homolog, mitochondrial	16.84	4	6	4	307934.22969999997	6	
Q9W3C7	Palmitoyl-protein thioesterase 1	5.73	2	4	0	139006.673	4	
Q9W3E2	Protein PIP82	26.03	29	40	29	763676.88663	34	
Q9W3J5	Phenylalanine--tRNA ligase alpha subunit	18.88	10	11	10	203200.033	11	
Q9W3K5	Glutamate--cysteine ligase	3.77	3	3	0	62018.606250000004	3	
Q9W3N6	General vesicular transport factor p115	13.88	9	11	9	122954.86064999999	9	
Q9W3T7	UPAR/Ly6 domain-containing protein bou	12.08	2	4	2	327133.667	4	
Q9W3W8	Large ribosomal subunit protein uL22	29.03	6	9	0	217277.38650000002	8	
Q9W3Y0	Zinc finger protein 593 homolog	27.16	3	3	3	11089.491600000001	3	
Q9W3Z3	Alanine--glyoxylate aminotransferase	5.08	2	4	2	21800.308	2	
Q9W401	Probable citrate synthase, mitochondrial	60.99	28	217	28	84894638.48717	183	
Q9W415	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho	18.16	6	7	6	203484.02603	5	
Q9W436	Neprilysin-1	7.54	6	7	6	56836.5869	6	
Q9W445	Malignant T-cell-amplified sequence 1 homolog	37.36	6	8	6	163584.514	8	
Q9W4D2	RNA-binding protein 4F	2.44	2	2	0	3124.74715	2	
Q9W4K2	Uncharacterized protein CG3556	6.39	4	7	0	216372.4556	5	
Q9W4P5	V-type proton ATPase subunit d 1	31.14	9	18	9	1511167.7999	18	
Q9W4T4	3',5'-cyclic-AMP phosphodiesterase, isoform I	17.12	17	26	0	549648.31404	24	
Q9W4V8	Mitochondrial import inner membrane translocase subunit TIM50-C	20.09	7	11	0	475587.822	11	
Q9W4X7	Eukaryotic translation initiation factor 3 subunit G-1	34.2	10	24	9	2268677.1932	23	
Q9W552	Vacuolar protein sorting-associated protein 26	19.67	6	9	6	124119.37663	7	
Q9W596	Microtubule-associated protein futsch	30.08	101	161	0	5506742.95458	151	
Q9W5E1	RING-box protein 1A	22.22	2	4	0	107814.384	4	
Q9W5N0	Cytochrome c oxidase assembly factor 7 homolog	39.1	11	25	0	2006443.5898	25	
Q9W5N2	Large ribosomal subunit protein eL38	28.57	2	11	0	348676.1803	10	
Q9W5P1	Mediator of RNA polymerase II transcription subunit 21	13.38	2	3	2	47680.5223	3	
Q9W5R8	Large ribosomal subunit protein uL18	21.07	9	16	0	844066.73224	15	
Q9W5Y0	Neprilysin-3	1.02	1	1	1	8301.205	1	
Q9XTL9	Glycogen phosphorylase	43.13	40	74	0	4127746.3169299997	67	
Q9XTM1	Exocyst complex component 5	1.27	1	1	1	2526.1768	1	
Q9XTN2	Insulin receptor substrate 1	1.86	2	2	0	9541.313	1	
Q9XY35	Cytochrome b-c1 complex subunit 9	41.82	2	12	2	1456564.3422	10	
Q9XYM0	Adapter molecule Crk	49.45	13	35	0	2390793.9795	29	
Q9XYZ5	DNA damage-binding protein 1	4.82	6	6	6	107452.936	5	
Q9XZ14	Protein gone early	8.19	5	6	0	42782.8388	5	
Q9XZ58	COP9 signalosome complex subunit 5	25.99	7	13	1	204950.72830000002	12	
Q9XZ63	Mesencephalic astrocyte-derived neurotrophic factor homolog	31.21	7	16	7	1424280.428	16	
Q9XZH6	V-type proton ATPase subunit G	40.17	6	24	0	3978468.1739600003	20	
Q9XZJ4	Proteasome subunit alpha type-6	44.26	12	38	0	4926440.1204	35	
Q9XZL8	Protein sarah	31.16	7	13	0	499551.37615	12	
Q9Y091	Pre-mRNA-splicing regulator female-lethal(2)D	3.73	2	2	0	20528.087300000003	2	
Q9Y0I1	NuA4 complex subunit EAF3 homolog	6.6	2	2	0	63434.0904	2	
Q9Y0V3	Mitochondrial import inner membrane translocase subunit Tim10B	47.01	5	8	5	44093.1359	6	
Q9Y0Y2	Adenylosuccinate synthetase	30.43	12	21	12	1403109.5033	20	
Q9Y105	Probable glutamine--tRNA ligase	4.76	4	5	4	488145.1214	4	
Q9Y1A3	Mitochondrial import inner membrane translocase subunit Tim8	44.32	5	17	0	3109214.0133	16	
X2JAU8	Protein nervous wreck	40.0	41	115	41	11953801.78348	102	
A0A021WW32	Verthandi, isoform B	2.21	2	2	0	32871.945	1	
A0A023GPM5	Diacylglycerol kinase	13.32	12	17	0	468930.1962	16	
A0A0B4JCR9	Uncharacterized protein, isoform D	2.88	1	1	0	37461.86	1	
A0A0B4JCT7	Jabba, isoform F	15.27	8	17	0	520593.5622	15	
A0A0B4JCW4	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	66.08	27	176	0	155096.697	5	
A0A0B4JCX2	RIM-binding protein, isoform G	8.37	12	16	0	381191.1561	14	
A0A0B4JCY5	Myosin heavy chain-like, isoform H	3.38	2	2	0	16747.4344	2	
A0A0B4JCY6	Cheerio, isoform I	37.5	70	122	0	9252442.752460001	117	
A0A0B4JCZ0	Oxysterol-binding protein	2.73	3	3	0	43203.0946	3	
A0A0B4JD18	Related to the N terminus of tre oncogene, isoform E	2.35	1	1	0	2297.9932	1	
A0A0B4JD47	Missing-in-metastasis, isoform E	2.46	1	1	0	563.3358	1	
A0A0B4JD97	Transforming acidic coiled-coil protein, isoform K	16.49	21	30	0	524753.88165	29	
A0A0B4K615	Smallish, isoform O	10.77	14	16	0	333590.9877	14	
A0A0B4K618	Fragile X messenger ribonucleoprotein 1, isoform G	10.29	6	7	0	57967.223	5	
A0A0B4K620	Oxidation resistance protein 1	13.84	17	21	0	948542.5986	21	
A0A0B4K661	Tropomyosin 1, isoform Q	82.4	41	229	0	28431924.35329	170	
A0A0B4K663	Non-specific lethal 1, isoform N	5.54	6	9	0	91067.7717	7	
A0A0B4K6C8	Uncharacterized protein, isoform G	3.9	5	7	0	82764.0628	7	
A0A0B4K6I1	Scribble, isoform N	11.94	25	37	0	1213074.1212	37	
A0A0B4K6K8	Musashi, isoform D	16.69	7	14	0	620097.0267	14	
A0A0B4K6P4	Hephaestus, isoform W	4.51	4	4	0	79658.0983	4	
A0A0B4K6Z2	Dystrobrevin	16.46	11	13	0	238707.23541999998	12	
A0A0B4K709	Uncharacterized protein, isoform E	9.93	6	7	0	96781.2206	6	
A0A0B4K716	Diacylglycerol kinase	4.47	7	8	0	181464.25175999998	8	
A0A0B4K765	Paired amphipathic helix protein Sin3a	1.89	4	5	0	32056.31537	4	
A0A0B4K774	Abelson interacting protein, isoform D	29.77	11	19	0	379332.22105	18	
A0A0B4K775	Golgin 97, isoform B	1.99	1	1	0	4245.038	1	
A0A0B4K7A5	Hu li tai shao, isoform Q	62.38	42	137	1	12247850.16472	127	
A0A0B4K7B0	Smooth, isoform O	20.65	9	17	0	560399.7763	15	
A0A0B4K7C1	Aspartyl beta-hydroxylase, isoform H	8.47	7	9	0	158453.7895	7	
A0A0B4K7D8	Uncharacterized protein, isoform B	5.46	2	2	0	29768.316300000002	2	
A0A0B4K7E3	Phosphatidylinositol 4-phosphate 5-kinase 59B, isoform F	11.71	6	6	0	35883.04664	6	
A0A0B4K7H0	Tetratricopeptide repeat domain 7, isoform B	1.29	1	1	0	2180.8792	1	
A0A0B4K7H3	Eucalyptus, isoform B	81.25	8	45	2	8453017.63655	42	
A0A0B4K7H7	Down syndrome cell adhesion molecule 1, isoform BY (Fragment)	3.51	7	8	0	67911.1395	6	
A0A0B4K7T7	Rho guanine nucleotide exchange factor 2, isoform G	1.13	3	3	0	4448.3926599999995	2	
A0A0B4K7U0	Myosin-7a binding protein, isoform M	12.92	28	69	0	3777131.9326400002	67	
A0A0B4K7V8	Bruchpilot, isoform K	54.13	106	316	1	71878.6642	5	
A0A0B4K7X5	glycogenin glucosyltransferase	19.27	10	31	0	1245485.96205	28	
A0A0B4K885	Kenny, isoform B	20.57	6	6	1	136557.4211	5	
A0A0B4K891	Poly(A) binding protein interacting protein 1, isoform E	21.54	9	10	0	225400.0796	9	
A0A0B4KED6	Defective proboscis extension response 12, isoform D	8.72	3	3	0	77791.6695	3	
A0A0B4KEE1	Aldehyde dehydrogenase	26.16	12	21	0	539503.29102	15	
A0A0B4KEE5	Myosin-7a binding protein, isoform Q	22.09	37	89	0	1338698.9303	19	
A0A0B4KEH7	CAP, isoform Y	15.82	36	48	0	2393612.3972	45	
A0A0B4KEI5	Serrate RNA effector molecule homolog	7.91	7	7	0	116113.5678	6	
A0A0B4KEJ7	Coronin	14.21	7	8	0	122867.0673	7	
A0A0B4KEP1	Reduction in Cnn dots 1, isoform D	4.03	4	4	0	30719.5412	3	
A0A0B4KER0	Relative of woc, isoform C	2.69	3	3	0	25454.0894	3	
A0A0B4KEW6	Amphiphysin, isoform B	43.82	22	66	1	105148.86400000002	4	
A0A0B4KEX6	Jitterbug, isoform M	8.63	24	27	0	473943.5831	26	
A0A0B4KF06	Valine--tRNA ligase	1.99	2	2	0	5800.877	1	
A0A0B4KF22	Juvenile hormone binding protein 2, isoform E	11.42	3	3	0	30057.5282	3	
A0A0B4KF34	Uncharacterized protein, isoform D	5.75	4	4	0	46018.8037	4	
A0A0B4KF46	E1 ubiquitin-activating enzyme	19.64	18	23	0	475717.9385	21	
A0A0B4KF84	Stretchin-Mlck, isoform S	3.13	8	8	0	117433.54860000001	8	
A0A0B4KFA3	Uncharacterized protein, isoform F	1.9	3	4	0	65021.062529999996	3	
A0A0B4KFA6	alpha-glucosidase	35.27	17	46	0	2801937.14835	44	
A0A0B4KFD1	LDL receptor protein 1, isoform F	0.86	4	4	0	64083.1577	4	
A0A0B4KFE2	Like-AP180, isoform I	30.15	24	115	0	12920057.24824	94	
A0A0B4KFE4	long-chain-fatty-acid--CoA ligase	12.64	10	15	0	487915.8659	14	
A0A0B4KFE5	methenyltetrahydrofolate cyclohydrolase	46.53	13	25	1	1114846.5626	24	
A0A0B4KFF6	DNAation factor-related protein 2, isoform D	22.54	10	18	0	1225794.8446399998	16	
A0A0B4KFK4	Uncharacterized protein, isoform E	11.56	5	6	0	463282.794	6	
