Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 128C, Sample, n/a, Earth_F2	Abundances Count: F5: 128C, Sample, n/a, Earth_F2	Modifications
Q9W3Q1	GM14286p	5.68	2	2	2	5786.6042	2	
Q9W3R8	sn-1-specific diacylglycerol lipase ABHD11	21.43	6	10	6	275582.128	10	
Q9W3S3	LP10445p	16.22	2	3	2	4891.822	1	
Q9W3T2	Coiled-coil domain-containing protein 25	23.92	7	8	7	166520.3964	8	
Q9W3T9	GM01152p	31.93	8	17	8	470785.36401	17	
Q9W3U9	CG14434-PA	26.74	5	6	0	163820.45844000002	6	
Q9W3V2	FI19713p1	1.82	2	2	2	1676.7975	1	
Q9W3V3	E3 ubiquitin-protein ligase ZNRF1	10.89	3	4	3	11659.33357	3	
Q9W3W4	5-demethoxyubiquinone hydroxylase, mitochondrial	17.81	4	5	4	106040.871	5	
Q9W3X7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	57.71	11	52	11	4226340.6393	50	
Q9W3X8	RH42690p	11.42	4	5	4	17939.44004	4	
Q9W3Y3	Calcyclin-binding protein	39.13	9	14	9	362237.9226	11	
Q9W402	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	55.19	10	61	10	2181326.43437	50	
Q9W403	LD24968p	14.47	6	7	6	50345.54814	7	
Q9W404	GH10714p	17.98	6	8	5	73956.1913	8	
Q9W411	Uncharacterized protein, isoform A	4.7	1	2	1	24423.252	2	
Q9W414	Regulatory particle triple-A ATPase 4	44.33	18	28	13	872007.1214	26	
Q9W425	Rabconnectin-3A	0.99	3	3	3	31536.2947	2	
Q9W457	Serine hydroxymethyltransferase	33.15	22	60	0	2598494.9131	49	
Q9W461	LD23868p	11.54	6	8	6	129122.345	7	
Q9W483	GH18971p	8.49	3	6	3	39508.9457	3	
Q9W486	LD13361p	3.58	2	2	0	12603.2549	2	
Q9W499	Large ribosomal subunit protein uL29	11.38	2	5	2	210876.5845	4	
Q9W4A0	GH11193p	31.98	6	10	6	255293.9428	9	
Q9W4A6	Otopetrin-like a, isoform A	4.8	4	4	1	20452.87693	4	
Q9W4C2	lysozyme	11.84	2	3	2	77304.075	3	
Q9W4I3	Large ribosomal subunit protein uL30m	35.56	8	8	8	105271.4012	8	
Q9W4J7	Uncharacterized protein	3.66	1	1	1	15162.132	1	
Q9W4K0	CHOp24, isoform A	42.79	8	22	8	703567.75423	21	
Q9W4M7	Twenty-four, isoform B	1.2	2	2	1	5537.5016	2	
Q9W4N8	LD30122p	50.93	10	48	0	3411230.8036	44	
Q9W4U2	RH09070p	45.38	8	22	8	784838.8835	19	
Q9W4W4	RING-type E3 ubiquitin transferase	1.44	1	1	1	6381.891	1	
Q9W4W5	RE47284p	13.77	5	6	5	169027.501	6	
Q9W4W8	Paraplegin, isoform A	15.26	12	16	12	175081.00337	15	
Q9W4Y1	aralkylamine N-acetyltransferase	26.32	6	10	6	224250.3466	10	
Q9W4Z1	EG:BACH48C10.5 protein	3.08	3	3	0	6014.478	2	
Q9W4Z2	Large ribosomal subunit protein uL14m	25.47	5	5	5	51304.6253	5	
Q9W503	RH61816p	35.31	10	15	10	473156.73230000003	13	
Q9W5B4	GH18858p	27.59	8	18	8	232968.06547	14	
Q9W5B5	Gamma-butyrobetaine dioxygenase	2.46	1	1	1	11036.139	1	
Q9W5G7	EG:BACR37P7.8 protein	4.25	1	2	0	45362.657999999996	2	
Q9W5R5	Sarcolemmal membrane-associated protein	4.12	4	4	4	52436.5225	4	
Q9W5W7	GH19483p	5.32	3	3	3	35551.69457	3	
Q9W5W8	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	45.83	13	26	13	1010156.5308	26	
Q9W5X0	LD21953p	19.4	4	21	0	95353.946	2	
Q9XTL2	Jak pathway signal transduction adaptor molecule	13.79	9	11	9	152684.1405	10	
Q9XYW6	E3 ubiquitin-protein ligase CHIP	22.49	6	7	6	120839.0695	7	
Q9XYZ9	Glutathione S transferase E12, isoform A	59.64	11	56	11	6502614.204539999	50	
Q9XZ19	Uncharacterized protein	13.29	4	6	4	114447.646	6	
Q9XZ61	Ubiquitin carboxyl-terminal hydrolase	38.58	12	21	12	491404.9531	20	
Q9Y0Y5	Coatomer subunit epsilon	29.41	9	16	9	412086.4066	15	
Q9Y112	BcDNA.GH10614	74.68	22	78	20	5012680.89044	65	
Q9Y114	UBX domain-containing protein 4	32.77	19	32	19	557114.24006	31	
Q9Y119	BcDNA.GH08860	19.65	16	22	16	388101.02170000004	20	
Q9Y125	BcDNA.GH08312	23.19	22	81	2	6740581.19459	68	
Q9Y128	Ceramide transfer protein	6.16	4	5	2	57236.4923	4	
Q9Y136	Neprilysin-like 21	9.9	6	6	5	41669.6794	6	
Q9Y143	BcDNA.GH05536	50.38	10	42	10	2180237.014	33	
Q9Y156	BcDNA.GH02976	10.39	3	4	3	28343.85496	4	
Q9Y162	vesicle-fusing ATPase	36.88	21	44	21	1874462.9018	40	
Q9Y164	BcDNA.GH02439	56.52	18	85	0	4460568.90144	79	
Q9Y165	E2 ubiquitin-conjugating enzyme	6.31	2	2	2	7352.5137	1	
Q9Y171	BcDNA.GH02220	10.2	4	6	4	46879.8018	6	
R9PY51	Uncharacterized protein	34.95	5	71	5	1745745.7119	28	
X2J4C1	Synaptotagmin 1, isoform I	63.35	27	89	1	4906372.4319	80	
X2J516	Trifunctional purine biosynthetic protein adenosine-3	6.13	8	8	1	104447.5728	6	
X2J979	Synaptotagmin 1, isoform H	64.06	28	90	1	138045.615	7	
X2JAT7	Fasciclin 3, isoform G	15.26	7	20	1	60611.918999999994	2	
X2JAZ3	mitogen-activated protein kinase kinase	5.85	3	5	0	72433.1465	5	
X2JB48	ADP/ATP translocase	67.56	22	106	1	5223830.2484	91	
X2JCY4	Stoned B, isoform H	15.39	15	23	0	360190.82123999996	22	
X2JDJ5	Multiple edematous wings, isoform F	2.09	2	2	0	23122.627399999998	2	
X2JDM7	Guanine nucleotide-binding protein subunit gamma	21.85	11	91	0	6120391.362	68	
X2JEN5	Uncharacterized protein, isoform H	20.36	4	6	2	35044.469	2	
X2JKC1	Lipid storage droplet-2, isoform E	43.58	12	36	0	24040.786	2	
P10674	Fasciclin-1	51.07	33	127	1	3122.587	1	
P32865	G protein-coupled receptor kinase 1	1.0	1	1	0	4359.988	1	
Q08605	Transcription activator GAGA	2.24	1	1	0	21655.197	1	
Q9V3H8	NTF2-related export protein	5.26	1	1	0	7132.998	1	
Q9V770	Probable cytochrome P450 6a17	4.99	3	4	0	13522.921599999998	2	
Q9VE09	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	4.13	2	2	2	8650.221	1	
Q9VES1	ADP-ribosylation factor-like protein 6-interacting protein 1	4.06	1	1	0	22102.277	1	
Q9VK68	PITH domain-containing protein CG6153	3.79	1	1	0	16885.252	1	
Q9VPD2	Cytosolic Fe-S cluster assembly factor Nubp2 homolog	3.46	1	1	1	3322.493	1	
Q9VVW5	Dual specificity protein phosphatase Mpk3	6.57	3	3	0	28357.504500000003	3	
Q9VWS2	Nucleoporin Nup35	2.11	1	1	1	9010.044	1	
Q9W568	Protein halfway	3.11	1	1	0	1669.7517	1	
Q9XZT1	Mediator of RNA polymerase II transcription subunit 18	4.61	1	1	0	2395.2158	1	
Q9Y0Y6	Nuclear receptor-binding protein homolog	1.73	1	1	0	420.15817	1	
A0A0B4JD15	Guanine nucleotide-binding protein subunit alpha	11.38	4	9	0	39126.2209	3	
A0A0B4K7U4	Muscleblind, isoform H	2.0	2	2	0	30062.18	2	
A0A0B4KEZ2	Nervy, isoform D	2.77	2	2	0	5999.334	1	
A0A0B4KFE3	Toutatis, isoform F	0.26	1	1	0	6720.911	1	
A0A0S0WPM5	Uncharacterized protein, isoform D	6.85	2	2	0	8901.4016	2	
A0ACD4DAB9	Bruchpilot, isoform R	53.14	99	280	0	106473.121	2	
A1Z7M0	Space blanket	5.71	1	1	1	6406.226	1	
A1ZA97	Carboxylic ester hydrolase	1.79	1	1	1	971.68304	1	
A8JNQ4	RNA-binding Fox protein 1, isoform I	5.65	4	4	0	48279.992	3	
B5RJS0	IP20241p	0.73	1	1	0	956.67633	1	
E1JHJ9	Cytoplasmic linker protein 190, isoform M	31.18	45	75	1	10349.318599999999	2	
E1JJM0	FI20063p1	16.38	9	12	0	137825.4137	10	
E2QD26	Phosphopantothenoylcysteine synthetase, isoform C	3.22	1	1	1	3437.3188	1	
M9PEX2	Uncharacterized protein, isoform D	24.63	12	25	1	12721.09	1	
M9PHI0	Hyperkinetic, isoform M	7.78	5	5	1	101348.68228000001	4	
Q0E9D9	Uncharacterized protein, isoform A	23.19	13	25	1	16960.193	1	
Q5U0V7	phosphoinositide 5-phosphatase	0.66	1	1	1	4054.3447	1	
Q6NLA3	V-type proton ATPase subunit a	7.39	5	8	0	284546.29250000004	8	
Q7K1Q7	Ribosome assembly factor mrt4	9.77	3	3	3	117738.743	2	
Q7K1W4	Epoxide hydrolase	2.35	1	1	1	536.2182	1	
Q7PLV6	FI02158p	0.85	1	1	1	2230.5608	1	
Q8I937	Ribosome biogenesis regulatory protein	7.45	3	3	3	37358.037	3	
Q8IRB4	Tumor protein p53 inducible nuclear protein, isoform C	6.96	2	2	1	494.868	1	
Q8MPN6	Serpin 4	17.68	6	7	0	3353.738	1	
Q9I7N2	Nucleoporin NUP42	2.01	1	1	0	9778.785	1	
Q9VCS2	Short-chain dehydrogenase/reductase 3	7.17	2	2	2	16428.5	1	
Q9VG79	Xaa-Pro dipeptidase	3.26	2	2	2	12099.188	1	
Q9VHX1	LD44032p	4.04	1	1	1	2171.2769	1	
Q9VKC1	IP16805p	3.89	1	1	1	10654.562	1	
Q9VM94	Homer, isoform B	43.32	14	33	1	8996.372	1	
Q9VRT7	U6 snRNA-associated Sm-like protein LSm5	46.15	2	3	2	13610.887999999999	2	
Q9VSE8	UDP-glucuronic acid decarboxylase 1	3.85	2	2	2	8065.423	1	
Q9VTW6	U6 snRNA-associated Sm-like protein LSm2	14.74	2	3	2	154947.058	3	
Q9VTY1	LD40136p	2.4	1	2	1	23743.203	1	
Q9VYI2	BRMS1 transcriptional repressor	3.09	1	1	1	4899.6855	1	
Q9W2N5	GH10162p	3.47	2	2	2	877.71454	1	
Q9W362	La-related protein 7	1.85	1	1	1	4096.2593	1	
Q9W525	LD08195p	2.32	1	1	0	10731.987	1	
Q9XYN7	Proteasome subunit beta type-3	4.88	1	1	1	20861.637	1	
A0A6M3Q6Z1	Stambha A, isoform F	1.56	1	1	0	25597.19	1	
B7YZX9	Uncharacterized protein, isoform B	17.62	3	5	0	85812.0062	5	
E1JJ83	Os-C, isoform B	7.19	1	1	0	4764.632	1	
M9PCB7	Trailer hitch, isoform G	21.93	10	18	0	222943.55806	14	
Q7JVH0	Splicing factor YJU2	4.8	1	1	1	11725.65	1	
Q7JVK1	Large ribosomal subunit protein uL18m	11.83	2	2	2	10517.518	1	
Q86BB4	Transforming acidic coiled-coil protein, isoform E	39.18	10	10	1	6743.92	1	
Q8IQ80	GH06117p	3.39	2	2	0	8913.2212	2	
Q9VHW5	LD38634p	4.76	1	1	1	1871.9136	1	
Q9VIZ1	Dynactin subunit 6	8.11	1	2	1	22144.389	2	
Q9VJG2	RRM domain-containing protein	1.84	1	1	1	10737.495	1	
Q9W5C1	RE02292p	1.55	1	1	1	758.1736	1	
Q7K4H4	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	1.53	1	1	0	7999.634	1	
Q9VMV6	Thioredoxin reductase-like selenoprotein T homolog CG3887	10.1	1	2	0	5090.9295	2	
A0A0B4K838	Guanine nucleotide-binding protein subunit gamma	10.61	1	1	1	17556.613	1	
B7Z0L1	Fasciclin 1, isoform E	51.92	32	126	0	5966566.77534	113	
E1JH70	Kank, isoform E	1.28	1	1	0	4065.7605	1	
M9NFP1	Jim, isoform E	0.85	1	1	0	7883.0776	1	
Q7K231	RING-type E3 ubiquitin transferase	3.87	2	2	2	6454.2143	2	
Q7KN85	ATP-citrate synthase	10.79	9	11	1	3241.6077	1	
Q8IQH6	Nebulosa, isoform A	4.88	2	2	0	7671.5197	2	
Q9VBS0	CHK domain ov2	2.2	1	1	1	1715.1904	1	
Q9VCH9	LD07883p	4.72	1	1	1	3954.1614	1	
Q9VDJ8	Cuticular protein 92F	2.89	1	3	1	18529.9512	3	
Q9VFB5	DNA-directed RNA polymerase II subunit RPB7	11.56	2	2	2	12843.2361	2	
Q9VID7	Lethal (2) k14505, isoform A	2.51	1	1	1	15949.103	1	
Q9VL69	Translocon-associated protein subunit gamma	10.0	2	3	2	81344.697	3	
Q9VLX9	Uncharacterized protein, isoform B	20.93	1	1	1	13639.64	1	
Q9VMY3	FI19613p1	1.5	1	1	1	11529.737	1	
Q9VS80	FI17864p1	2.6	1	2	1	5068.435	1	
Q9VZF0	LD44732p	3.61	1	1	1	7133.919	1	
Q9VZX7	Autophagy-related protein 2	1.05	2	4	2	62580.20936	4	
Q9W249	IP21806p	2.24	1	1	1	1769.0321	1	
A0A0B4K6A2	Glial cell line-derived neurotrophic family receptor-like, isoform I	0.6	1	1	0	9257.618	1	
A0A0B4K6E6	Uncharacterized protein, isoform C	13.21	1	3	0	63971.95	3	
A0A0B4KFS3	Thiamine pyrophosphokinase 1	3.64	1	1	0	40157.594	1	
D1YSG8	calcium/calmodulin-dependent protein kinase	33.15	19	42	1	130657.16320000001	7	
M9PCQ3	Protein phosphatase 1 regulatory subunit 12B	6.66	7	7	0	12405.229	1	
Q0KHQ1	GEO13361p1	11.11	1	1	1	1611.3468	1	
Q4QPR8	GEO10187p1	19.51	2	2	2	26289.388	2	
Q7KV89	Mitogen-activated protein kinase kinase kinase kinase	0.64	1	3	0	138968.185	3	
Q9V415	HMG-coA reductase degradation 3, isoform A	1.1	1	1	1	2535.9475	1	
Q9VEV5	Small ribosomal subunit protein mS33	6.19	1	1	1	12556.288	1	
Q9VLL5	Alpha-N-acetylglucosaminidase	0.9	1	1	1	3792.7847	1	
Q9VV37	GEO13385p1	10.1	1	5	1	17067.426	2	
Q9VVX6	BET1 homolog	16.24	2	2	2	78758.25	2	
Q9VWH1	Uncharacterized protein, isoform D	4.94	1	1	0	12916.0205	1	
Q9W152	RH33060p	16.9	1	1	1	16805.559	1	
A0A0B4K7H1	Hulk, isoform M	7.71	7	9	0	11968.9339	2	
E1JGW3	Ion transport peptide, isoform E	8.33	1	2	0	46742.615000000005	2	
M9PDY5	Girdin, isoform C	0.94	1	1	0	8787.931	1	
Q9VAI3	FI06539p	10.08	1	2	1	22928.064	2	
Q9VB09	IP04131p	5.73	1	1	1	30039.512	1	
Q9VV18	Cuticle protein 16.5	8.24	1	3	1	77947.8313	3	
Q9VZN6	Lipase domain-containing protein	4.36	1	1	1	290.61038	1	
Q9W5E7	LP07417p	11.4	1	1	1	3267.991	1	
P17917	DNA sliding clamp PCNA	2.69	1	1	1	9867.436	1	
Q9VMP9	Glucosamine-6-phosphate deaminase	15.02	5	7	0	196616.5607	6	
A0A0B4KGZ0	Methyl-CpG binding domain protein-like, isoform C	2.65	1	1	0	5416.795	1	
A0A0B4KHA7	Julius seizure, isoform D	18.01	5	8	0	12414.7528	2	
A0A0C4DHE7	Glutamate dehydrogenase	47.83	18	60	1	21061.584	1	
A1Z872	CAP, isoform D	25.05	11	20	1	5214.0557	1	
A4UZU8	Sterile20-like kinase, isoform G	5.13	6	7	1	12977.655	1	
Q0KI97	Protein FMC1 homolog	6.93	1	1	1	15846.37	1	
Q7K3Z8	GH01208p	13.24	2	2	2	1795.1373	1	
Q9VAN8	FI15955p1	6.46	1	1	1	7550.0454	1	
Q9VLL4	FI23523p1	1.81	1	1	1	2977.0925	1	
Q9VT55	Uncharacterized protein, isoform N	3.73	5	8	0	42079.859	2	
P08841	Tubulin beta-3 chain	23.13	10	131	0	8553.727	1	
Q7JZM8	Large ribosomal subunit protein mL41	9.64	1	1	1	27398.164	1	
Q8IRU4	3',5'-cyclic-AMP phosphodiesterase, isoform F	16.77	9	12	1	3052.7766	1	
Q9VTT0	Semaphorin 5c	0.91	1	1	1	10162.755	1	
Q9XZT7	Transcription initiation factor TFIID subunit 10b	8.9	1	1	1	2139.853	1	
A0A0B4LF27	Uncharacterized protein, isoform C	6.31	3	3	0	18418.072	2	
Q9W3S4	LD46272p	3.11	1	1	1	4468.073	1	
A8JQX3	Nocturnin	1.71	1	1	1	4674.3135	1	
Q9VCI5	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	5.49	1	2	1	61005.380000000005	2	
A8JNM1	Formin 3, isoform B	0.58	1	1	0	615.14984	1	
A8JNN5	GTPase activating protein and centrosome-associated, isoform B	1.09	1	1	0	820.1889	1	
B7Z0Z7	Venom dipeptidyl peptidase 4	6.9	6	7	0	70162.3495	7	
Q7JY89	RE35124p	15.0	1	1	1	4279.271	1	
Q9VAN1	Reelin domain-containing protein	12.5	2	3	2	50062.581000000006	3	
A8JUP7	Serine protease Hayan	1.1	1	1	1	10085.959	1	
P07664	Serendipity locus protein delta	2.54	1	1	1	35444.668	1	
M9MS21	Uncharacterized protein, isoform A	2.77	1	4	0	329519.793	4	
Q9VGM4	LD28119p	2.94	1	1	1	4578.7036	1	
M9MRD1	Muscle-specific protein 300 kDa	1.44	17	17	0	34146.1131	5	
Q9VS38	Mediator of RNA polymerase II transcription subunit 4	7.36	2	2	2	31335.252	2	
E1JJ37	Complexin, isoform W	65.47	9	67	1	8291.82	1	
Q7K0D3	CG12909 protein	3.2	1	1	1	10989.474	1	
Q962I2	small monomeric GTPase	50.76	8	21	1	7246.5176	1	
Q9VF73	FI17904p1	0.98	1	1	0	5195.054	1	
Q9VSK1	GH09510p	2.72	2	2	2	2033.6255	1	
P18930	NADH-ubiquinone oxidoreductase chain 3	9.4	1	2	1	69284.657	2	
A4V134	calcium/calmodulin-dependent protein kinase	33.99	19	42	1	17837.574	1	
M9NDS8	Protein phosphatase 1 regulatory subunit 12B	6.1	7	7	0	98633.13990000001	7	
Q29R09	LD28546p	3.02	1	1	1	2038.6704	1	
Q6AWJ5	LP12324p	23.56	8	11	1	3128.8662	1	
Q8I0P8	Cuticular protein 65Av	10.81	1	2	1	3697.6857	2	
Q9VQT5	FI01556p	13.92	1	3	1	94572.4835	3	
Q9W0A9	GM02612p	3.06	1	1	1	5782.5693	1	
Q9VTU4	Eukaryotic translation initiation factor 3 subunit L	1.67	1	1	1	5863.4727	1	
Q9I7C6	Cuticular protein 65Ax1	28.43	2	2	2	23039.65	1	
Q9VKW3	Activator 1 subunit 5	8.13	3	3	3	11394.103	1	
Q9VT02	Chitin-binding type-2 domain-containing protein	6.36	1	1	1	8809.126	1	
Q9VV29	GEO12576p1	9.68	1	2	0	27008.412	2	
P45884	Attacin-A	5.36	1	1	0	12018.703	1	
A8JNC7	Dpr-interacting protein delta, isoform D	1.92	1	1	0	1850.3251	1	
O61348	Bobby sox	3.51	2	2	2	2587.66286	2	
Q8INE8	type I protein arginine methyltransferase	1.69	1	1	0	2619.1567	1	
Q9VI70	GPN-loop GTPase 3	3.18	1	1	1	19008.85	1	
Q9VV27	MIP11526p	7.63	1	1	1	25629.877	1	
A1ZAX7	Uncharacterized protein	6.35	1	2	1	32661.372	2	
Q9VEQ0	Xylulose kinase	3.62	2	2	2	10425.2771	2	
A0A6M3Q6V5	poly(A)-specific ribonuclease	6.16	2	2	0	51838.342000000004	2	
M9PE05	Encore, isoform H	0.6	1	1	0	3202.0007	1	
Q2PDU0	GEO11169p1	9.84	1	2	1	22437.449999999997	2	
Q9VF46	GH25158p	4.13	1	2	1	21676.465	2	
Q9VV95	Uncharacterized protein, isoform B	25.42	2	2	2	18610.362540000002	2	
Q9W4I1	Uncharacterized protein	1.26	1	1	1	13043.098	1	
Q9VC49	DNA-directed RNA polymerases I, II, and III subunit RPABC5	29.85	2	2	2	39996.72	2	
A8JNU1	adenylate cyclase	1.78	2	3	0	10054.9503	3	
Q7KVR7	AP-1 complex subunit gamma	1.13	1	1	0	2150.3303	1	
Q9W2E3	Negative cofactor 2alpha	3.23	1	1	1	2092.528	1	
Q7K010	Tetraspanin	3.64	1	1	1	5496.5933	1	
Q9VUR4	FI11905p	18.81	5	8	1	7885.6045	1	
Q9VIU7	Dolichol-phosphate mannosyltransferase subunit 1	5.81	1	1	1	565.84564	1	
Q9VLR2	Cytidine deaminase	5.29	1	1	1	32563.604	1	
P52656	Transcription initiation factor IIA subunit 2	6.6	1	2	1	5480.291300000001	2	
A8JNV2	Uncharacterized protein	10.71	1	2	1	9208.6234	2	
Q9VDD0	Protein-lysine N-trimethyltransferase SMYD5	3.31	1	2	1	11656.605599999999	2	
Q9VMH7	Protein-lysine N-methyltransferase CG9154	4.93	1	1	0	17322.762	1	
Q8SWU4	RE25571p	17.3	6	13	1	18881.874499999998	2	
Q9VRA0	Migration and invasion enhancer 1	7.37	1	1	1	84632.125	1	
P91943	Protein pangolin, isoforms A/H/I/S	1.46	1	1	0	2942.5317	1	
Q8T4E1	Putative GPI-anchor transamidase	3.1	1	1	1	1708.3087	1	
Q9VEP0	Regulatory protein zeste	5.59	2	2	2	11683.3464	2	
Q8SXW3	GV1, isoform B	4.44	1	1	0	22297.553	1	
A1Z9M6	Vesicular inhibitory amino acid transporter	1.46	1	1	1	7257.0947	1	
Q8IRN0	FI06485p	3.21	1	1	1	2965.0105	1	
Q9VHS6	Copper transport protein	5.75	1	1	1	5162.768	1	
Q9V5Q4	Pre-mRNA-splicing factor Syf2	12.83	2	2	2	8008.7915	1	
Q9VAD6	Conserved oligomeric Golgi complex subunit 7	1.75	1	1	1	933.15186	1	
A0A0B4LIG1	Pre-mod(Mdg4)-C, isoform B	9.16	1	1	1	3595.873	1	
Q8ML92	Protein aveugle	7.55	1	1	1	7937.932	1	
Q9VT15	GH14734p	8.33	2	2	2	21025.52	2	
Q9W2M8	Large ribosomal subunit protein mL54	7.58	1	1	1	5963.751	1	
A1A750	GEO11067p1	6.93	1	1	1	13172.972	1	
Q9VF83	LD33178p	2.73	1	1	1	6080.6455	1	
X2JCX4	Uncharacterized protein, isoform A	33.33	2	2	2	43038.12	2	
Q9V8I2	Ragulator complex protein LAMTOR2 homolog	7.2	1	1	1	29419.654	1	
M9PCK0	Decima, isoform D	9.87	2	2	0	34676.701	2	
Q9VUQ8	DCN1-like protein 1	7.29	1	1	0	569.6754	1	
Q9VPA9	LD24894p	1.45	1	1	1	11243.56	1	
Q9VTG8	Ig-like domain-containing protein	8.98	1	1	1	6561.236	1	
Q8IN81	Sex determination protein fruitless	1.36	1	1	0	488.63275	1	
Q9VT51	Insulin-like peptide 2	5.11	1	1	1	6340.361	1	
Q9VLJ0	Probable cGMP 3',5'-cyclic phosphodiesterase subunit delta	7.95	1	1	1	7280.8926	1	
Q02427	RNA-binding protein 1	14.58	2	4	1	47234.18	1	
M9PBB3	Uncharacterized protein, isoform D	3.92	2	2	0	20890.9437	2	
Q7K4Y8	GH22690p	1.65	1	1	1	3138.223	1	
Q9VCQ7	LD40758p	1.61	1	1	1	887.312	1	
Q9VD48	Bomanin bicipital 3, isoform A	15.31	1	1	1	6155.4604	1	
Q9VDL4	LP04613p	2.72	1	1	1	4337.61	1	
B7Z0S9	Glutathione S transferase D11, isoform B	7.0	2	4	0	28769.910000000003	3	
Q7K4X4	GH24095p	2.0	1	1	1	6135.6636	1	
Q9VJ06	LD05576p	7.07	2	2	2	8326.763299999999	2	
Q9VGE8	Tachykinins	6.57	2	2	0	20941.636	2	
A0A0B4KFH9	Uncharacterized protein, isoform B	6.13	1	1	0	10214.118	1	
Q9W4K1	AP-3 complex subunit beta	0.86	1	1	1	564.33307	1	
P42282	Protein tramtrack, alpha isoform	1.11	1	1	0	13201.566	1	
Q8T9L5	Serine/threonine-protein kinase STK11	3.7	2	2	2	6224.8335	2	
Q9VN42	Dorsal interacting protein 2	3.1	1	1	1	15682.41	1	
Q9GYV9	Mediator of RNA polymerase II transcription subunit 7	7.73	2	2	2	6982.828799999999	2	
Q9V3A6	Ero1-like protein	1.45	1	1	1	13723.237	1	
Q7KSP6	SET domain binding factor, isoform B	0.86	1	1	0	25110.906	1	
Q0E8K5	AT10158p	4.1	1	1	0	610.1418	1	
Q7K8Y3	IP16419p	14.29	5	6	0	119709.22600000001	5	
Q8STG9	DSec61alpha	1.89	1	1	1	14234.409	1	
Q9V439	Mediator of RNA polymerase II transcription subunit 22	9.79	1	2	1	11610.291000000001	2	
P22812	Protein Tube	3.9	2	3	2	3909.5858	3	
Q9VYX8	LD04844p	9.38	2	2	2	8229.149	1	
Q7JV39	GH01142p	5.05	1	2	1	10248.7137	2	
Q9VZX8	AT02196p	2.37	1	1	1	3288.5674	1	
Q8IN02	diphthine methyl ester synthase	8.9	2	2	2	55109.740999999995	2	
M9PF57	Uncharacterized protein, isoform M	4.69	6	9	0	11034.753	1	
Q0KI28	Biogenesis of lysosome-related organelles complex 1 subunit 5	6.25	1	2	0	2393.86	1	
Q9W3F7	Mitoguardin	4.19	2	2	2	4418.3364	2	
Q9W4F9	IP01388p	1.92	1	1	0	11106.357	1	
A0A0B4LHE6	Orcokinin, isoform B	12.6	2	2	2	4765.006	1	
F0JAQ9	MIP27169p	5.85	2	4	0	1779.82931	3	
P18289	Transcription factor Jra	3.11	1	1	0	10776.336	1	
Q9VJ77	FI24106p1	3.28	2	2	0	10123.701	1	
Q9VDN4	Uncharacterized protein, isoform A	4.68	2	2	1	13450.46196	2	
Q9VR55	LD29159p	8.71	1	1	1	22856.373	1	
M9MRP5	Ecdysone-induced protein 63F 1, isoform C	22.65	2	2	0	7413.806	1	
P54194	General odorant-binding protein 84a	11.43	2	2	2	2540.7324	1	
Q95RQ8	Zinc finger protein pita	2.34	2	2	2	14899.9283	2	
Q8IR92	Uncharacterized protein, isoform A	7.51	7	8	0	720.352	1	
Q9W3U1	Actin-histidine N-methyltransferase	4.28	2	3	2	8231.1557	3	
A0A126GUV0	Juvenile hormone binding protein 5, isoform C	3.42	1	1	0	1682.8036	1	
Q9VV26	GEO12049p1	6.84	1	1	1	36426.785	1	
A0A0B4JD13	Snustorr, isoform D	1.18	1	1	0	5090.6035	1	
A0A0B4KEG0	NAD kinase 2, mitochondrial	4.84	2	2	0	2791.16864	2	
Q9VPU0	RCC1-like domain-containing protein	2.2	1	1	1	1915.6703	1	
Q24192	Ras-like GTP-binding protein RhoL	4.21	1	1	0	12344.747	1	
Q9W3C8	Carbonic anhydrase 3, isoform A	2.8	1	1	1	13058.558	1	
Q9VH09	Glycine cleavage system P protein	1.73	2	2	2	6737.133	2	
Q9VW71	Fat-like cadherin-related tumor suppressor homolog	0.19	1	1	0	17195.256	1	
A1Z8Q0	Tweedlebeta	6.06	1	1	1	23551.34	1	
Q9Y166	BcDNA.GH02431	2.86	1	1	1	3685.685	1	
A0A0B4JCQ5	phosphatidate phosphatase	5.15	4	4	0	25104.0787	3	
Q6IJE8	HDC15077	17.04	2	3	2	77903.8067	3	
A1Z782	PX domain-containing protein kinase-like protein	2.32	1	1	0	2298.4382	1	
A0A0B4KH70	Trivet, isoform F	8.63	3	3	0	51035.4785	3	
E1JIN2	Beaten path IIb, isoform C	4.95	2	2	0	3132.9543	1	
Q9VYI6	Coenzyme Q8	1.82	1	1	1	8534.148	1	
Q9VYX5	Transmembrane protein 242	9.59	1	1	1	10202.702	1	
Q9W494	Crossveinless	3.5	1	1	1	3276.9895	1	
Q9VXX8	Large ribosomal subunit protein eL37A	20.43	2	2	0	22919.942	2	
Q7KN04	Spondin-1	2.1	1	1	1	6249.215	1	
Q9VEI2	Uncharacterized protein	2.33	1	1	1	6544.4766	1	
