Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 128C, Sample, n/a, Earth_F2	Abundances Count: F5: 128C, Sample, n/a, Earth_F2	Modifications
Q7K0A0	Large ribosomal subunit protein mL42	7.26	1	1	1	30368.766	1	
Q7K0B6	Glutathione S transferase T1	57.46	14	37	14	1426428.4736300001	37	
Q7K0E6	Aspartate--tRNA ligase, cytoplasmic	13.37	5	7	5	68199.22006	5	
Q7K0P0	Juvenile hormone-inducible protein 26	4.1	2	3	2	71293.659	3	
Q7K0S1	LD39211p	1.83	1	1	1	2860.9866	1	
Q7K0S5	UBX domain-containing protein 6	34.47	18	25	18	367951.9203	23	
Q7K0S6	LD36817p	19.03	8	9	8	192690.5295	9	
Q7K0W4	LD27203p	46.95	14	45	14	2800477.3355	43	
Q7K0X9	LD23667p	23.4	5	12	5	130928.4607	11	
Q7K127	Alpha-galactosidase	15.83	7	17	7	293518.93551	16	
Q7K148	Proteasome subunit beta	22.34	6	8	6	114183.05405	8	
Q7K159	LD06557p	22.47	5	6	5	78228.5126	6	
Q7K180	LD02709p	22.5	11	14	11	145555.62161	12	
Q7K188	GEO05126p1	30.97	6	40	6	3158868.70667	37	
Q7K1C0	GH23780p	50.5	6	11	1	136131.9147	9	
Q7K1C3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	17.89	5	5	5	137390.354	5	
Q7K1C5	GH21176p	9.19	6	7	6	301528.91699999996	6	
Q7K1H0	GH09096p	20.06	7	8	6	87709.2095	7	
Q7K1M4	SD04017p	16.99	5	12	5	132628.6436	12	
Q7K1S1	Arginine-hydroxylase NDUFAF5, mitochondrial	9.91	4	6	4	129444.24100000001	5	
Q7K1W5	LD35843p	30.05	12	20	12	783966.0199	20	
Q7K204	17S U2 SnRNP complex component HTATSF1	5.58	2	2	2	44502.728299999995	2	
Q7K221	Aspartate aminotransferase, cytoplasmic	31.01	12	32	1	837309.4437	26	
Q7K2E1	LD05247p	18.9	10	15	10	265382.24935	12	
Q7K2L7	GH27120p	28.14	4	11	4	841966.8608	11	
Q7K2N0	Endoplasmic reticulum junction formation protein lunapark	7.49	3	3	3	40319.350999999995	3	
Q7K2P1	Cuticular protein 50Cb	11.24	2	3	2	24463.097	2	
Q7K2P3	GH20817p	58.7	13	31	1	586913.4025	23	
Q7K2Q8	Trafficking protein particle complex subunit 5	35.57	7	8	7	165186.36952	7	
Q7K2W6	tyrosinase	22.32	13	21	13	137824.61326	16	
Q7K332	GH17623p	23.43	6	10	5	228491.85564999998	9	
Q7K3D4	peptidylprolyl isomerase	34.76	12	14	12	267960.5317	12	
Q7K3E2	LD34147p	59.21	30	59	30	1767060.1506999999	55	
Q7K3H0	LD28067p	1.44	3	3	0	61380.807	3	
Q7K3J0	T-complex protein 1 subunit theta	41.21	21	39	21	1405113.75	35	
Q7K3N4	GH26015p	14.95	6	7	6	140287.96147	7	
Q7K3V6	Elongation factor Tu, mitochondrial	10.31	5	7	5	88383.5854	6	
Q7K3W2	Mitochondrial-processing peptidase subunit alpha	18.35	9	12	9	192439.233	11	
Q7K3W4	GH08941p	25.85	8	20	8	793279.33685	20	
Q7K3Y9	Spondin-1	1.26	1	1	1	429.7472	1	
Q7K3Z3	GH01724p	51.6	16	44	16	1053456.55103	40	
Q7K485	Cathepsin D	35.71	9	36	9	1091963.30294	30	
Q7K4C7	choline-phosphate cytidylyltransferase	4.18	2	4	0	67610.5955	4	
Q7K4J7	LD36653p	7.38	2	2	2	12464.7518	2	
Q7K4Q9	Hydroxymethylglutaryl-CoA synthase	1.94	1	1	1	4109.8	1	
Q7K4T8	LD23856p	6.55	3	4	3	16619.7782	2	
Q7K4Y0	Desaturase 1, isoform A	5.48	2	2	1	32713.5867	2	
Q7K511	D-2-hydroxyglutarate dehydrogenase, mitochondrial	17.45	7	10	7	72443.9195	9	
Q7K519	GH16429p	17.66	5	8	5	65971.36515	7	
Q7K533	GH14572p	6.14	2	2	2	31491.513899999998	2	
Q7K549	GH13040p	18.08	8	8	8	62329.2201	8	
Q7K561	GH11294p	6.82	2	2	2	3084.9126	1	
Q7K568	GH10642p	8.33	3	3	3	33142.2334	3	
Q7K569	Glycerol-3-phosphate dehydrogenase	35.36	26	53	26	1259356.20238	47	
Q7K5J8	Cuticular protein 57A, isoform A	45.11	7	14	7	390282.7068	11	
Q7K5M6	GH04176p	20.95	6	11	6	227700.4189	10	
Q7K7G0	Coatomer subunit delta	28.44	13	24	0	412404.22594000003	23	
Q7K860	FI07231p	39.22	7	12	7	872285.562	11	
Q7K8X7	Glutathione S transferase E9	33.03	7	15	7	318521.6899	13	
Q7K9H6	Zinc finger FYVE domain-containing protein	4.77	4	5	4	2648.8930499999997	2	
Q7KJ08	receptor protein-tyrosine kinase	2.12	3	4	3	36571.208999999995	4	
Q7KK90	GH14654p	55.8	9	28	9	2168020.6418	24	
Q7KKI0	T-complex protein 1 subunit epsilon	26.94	14	19	0	368781.4924	17	
Q7KLE5	Amphiphysin	49.67	26	71	3	2985398.3884	62	
Q7KLW9	Pre-mRNA-processing factor 19	16.04	7	10	7	97113.704	10	
Q7KLX3	Translocon-associated protein subunit delta	24.7	4	23	4	759206.6096999999	11	
Q7KM15	Transcription factor BTF3	32.54	4	7	4	227126.727	7	
Q7KMM4	Glucosidase II subunit alpha	3.9	4	4	4	48233.2434	3	
Q7KMP8	26S proteasome non-ATPase regulatory subunit 13	28.53	10	21	10	564579.01	21	
Q7KMQ0	26S proteasome regulatory subunit 7	51.73	22	57	20	1754634.9435	53	
Q7KMS3	Dynein light chain roadblock	43.3	3	5	3	86642.243	5	
Q7KN75	Dodeca-satellite-binding protein 1, isoform A	19.75	24	36	24	801992.5783	35	
Q7KN94	Electron transfer flavoprotein subunit alpha	71.52	18	114	18	5296004.44301	102	
Q7KND8	FI09619p	3.7	3	3	3	72796.251	3	
Q7KNM2	Dorsal interacting protein 4	26.42	6	14	6	666438.2956000001	13	
Q7KRT4	GH07253p	4.94	2	2	0	7976.155000000001	2	
Q7KRZ3	Exocyst complex component 8	5.36	4	4	0	28354.20522	4	
Q7KS11	Uracil-DNA degrading factor, isoform B	12.66	4	6	4	50697.3783	6	
Q7KSD3	non-specific serine/threonine protein kinase	13.77	6	10	1	357742.038	10	
Q7KSE4	GH05443p	2.78	2	2	2	19039.055	2	
Q7KSM5	SUMO-activating enzyme subunit 1	29.08	9	15	9	953923.7096	15	
Q7KSQ0	Citrate transport protein	28.71	10	26	10	1801331.2618	23	
Q7KSQ2	Tyrosine-protein kinase	2.21	2	3	0	30290.077	2	
Q7KSV7	Uncharacterized protein, isoform D	12.54	3	3	0	11534.5084	2	
Q7KSW3	pyridoxal 5'-phosphate synthase	45.99	12	24	1	661275.7253	21	
Q7KT11	Glyoxylate reductase/hydroxypyruvate reductase	76.07	16	43	0	1707826.7999	43	
Q7KT58	GH08155p	3.52	2	3	2	34291.665	3	
Q7KT70	FI18641p1	2.93	3	3	3	18945.42	3	
Q7KTA1	HL01444p	17.1	7	10	7	187109.819	9	
Q7KTG2	Apolipoprotein lipid transfer particle	5.72	25	28	25	350246.2408	24	
Q7KTJ7	Basigin, isoform G	22.69	14	67	3	4179466.0176	62	
Q7KTN9	FI01009p	3.11	2	2	0	13171.0266	2	
Q7KTP7	LP22840p	31.49	5	7	5	245983.8795	7	
Q7KTW5	Inositol-1-monophosphatase	52.88	17	62	17	2428731.71815	58	
Q7KUA4	SUMO-activating enzyme subunit	18.71	11	17	11	564252.951	16	
Q7KUC2	Pyridoxal kinase	38.49	11	26	10	764156.4961999999	24	
Q7KUD4	phospholipase A2	2.93	3	3	0	7425.642599999999	2	
Q7KUK9	Uncharacterized protein, isoform B	7.73	13	14	8	1945568.96074	14	
Q7KUL1	Dally-like, isoform C	4.58	3	3	0	56234.7995	3	
Q7KUT5	Protein MIX23	26.89	4	6	0	88917.30425	6	
Q7KUU5	Sulfhydryl oxidase	19.16	5	7	0	180916.069	6	
Q7KUW2	5' nucleotidase B, isoform B	7.68	5	6	0	44817.455	2	
Q7KUX7	Eukaryotic translation initiation factor 4H	46.09	14	24	0	453180.1252	18	
Q7KV27	alanine transaminase	51.76	27	130	0	9212376.0831	121	
Q7KV34	Pinkman	38.9	26	40	26	1681051.8000999999	39	
Q7KV94	Purine nucleoside phosphorylase	7.08	2	2	0	14998.377	2	
Q7KVB1	Iron-sulfur clusters transporter ABCB7, mitochondrial	1.27	1	1	0	9761.012	1	
Q7KVI9	Uncharacterized protein, isoform B	22.04	4	19	1	121424.149	15	
Q7KVL7	Vacuolar protein sorting-associated protein 35	0.87	1	1	0	37278.117	1	
Q7KVX1	Pyruvate dehydrogenase E1 component subunit alpha	46.05	19	92	0	7902930.0229	83	
Q7KY04	small monomeric GTPase	21.13	4	7	3	14626.9015	2	
Q7PL91	GEO11417p1	19.15	3	8	3	742773.2788999999	7	
Q7PLE9	Ras-related protein Rab-21	12.16	3	3	0	13893.7525	2	
Q7PLI0	P120 catenin	15.62	12	15	12	249723.874	13	
Q7PLL3	Eukaryotic initiation factor 4B	28.1	12	14	1	445560.931	14	
Q7PLS1	LD01937p	15.76	6	8	0	119739.1275	8	
Q7PLT4	Translocase of the inner mitochondrial membrane 17b, isoform A	19.65	3	6	3	136093.8125	6	
Q7YU88	SD08871p	2.84	3	3	0	6252.298940000001	3	
Q86B44	Glutathione synthetase	13.17	8	13	0	214203.3684	10	
Q86B74	WASp, isoform C	12.55	5	5	0	55684.99393	5	
Q86B93	Uncharacterized protein, isoform D	24.39	3	4	0	65233.021100000005	4	
Q86BG8	Terminal ADP-ribose protein glycohydrolase 2, isoform C	4.06	1	1	0	16254.883	1	
Q86BI3	Zinc-finger protein at 72D, isoform B	24.66	17	22	5	299894.0736	21	
Q86BM0	Uncharacterized protein, isoform A	45.45	8	11	8	214627.556	9	
Q86BM5	A kinase anchor protein 200, isoform D	12.78	10	19	1	341928.57279999997	16	
Q86BP1	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	32.12	10	16	0	680496.8151	15	
Q86BQ4	Histidine triad nucleotide binding protein 1, isoform B	54.76	6	15	0	1818216.9267	15	
Q86BR8	Mitochondrial transcription factor A, isoform B	39.08	13	28	0	785248.6005000001	25	
Q86BS3	Chromator, isoform A	28.19	21	40	21	709609.72448	33	
Q86BS7	Glycogen debranching enzyme	3.75	6	6	0	76047.70270000001	6	
Q86PD3	Persulfide dioxygenase ETHE1, mitochondrial	42.29	11	23	11	610778.58286	21	
Q86PF5	PRKCA-binding protein	5.34	3	3	0	28949.109	3	
Q8I099	Uncharacterized protein, isoform A	16.56	5	5	5	114921.155	4	
Q8I0D4	RE20510p	28.36	21	42	0	1361035.4	39	
Q8I0J3	Mitochondrial ribosomal protein S21, isoform A	19.54	2	3	2	38766.1616	3	
Q8I0P9	acid phosphatase	1.76	1	1	0	33329.816	1	
Q8I725	Glyoxylate reductase/hydroxypyruvate reductase	32.56	12	18	12	556523.3375	18	
Q8I930	GH14147p	2.22	1	1	0	12981.132	1	
Q8I941	GH16843p	35.59	10	23	10	795830.8044	23	
Q8IGY1	RE08101p	30.52	35	241	0	24323801.4793	116	
Q8IH23	GEO02102p1	20.74	4	12	4	449911.98199999996	11	
Q8IM93	FI18814p1	37.97	17	28	17	543941.8595	25	
Q8IMF4	RE24176p	5.23	3	5	0	53261.3782	5	
Q8IMJ0	VhaAC45-related protein, isoform A	27.86	11	29	0	552084.2831	27	
Q8IMK7	Alphabet, isoform B	9.97	4	4	0	59813.120800000004	4	
Q8IMQ8	RH29536p	42.94	12	32	0	1112180.36024	31	
Q8IMT3	IP12392p	6.19	3	3	2	47013.556000000004	3	
Q8IMT6	FI01822p	8.29	4	5	4	63504.741	4	
Q8IMU2	RE10237p	6.53	2	2	0	38984.8431	2	
Q8IMV6	Scaffold attachment factor B, isoform B	3.88	2	2	1	20160.7488	2	
Q8IMX4	FI04408p	6.6	2	4	0	17021.3839	4	
Q8IMX8	U6 snRNA-associated Sm-like protein LSm3	26.21	2	7	2	103104.879	5	
Q8IN49	MIP05539p	9.17	8	10	8	100166.3805	9	
Q8IN51	FI17609p1	37.59	7	17	7	214887.73004	17	
Q8INA9	Fasciclin 1, isoform C	51.3	33	128	1	105155.539	3	
Q8ING0	Peptidase S1 domain-containing protein	3.65	2	3	2	27355.917699999998	2	
Q8INH5	Aminopeptidase	7.53	7	8	0	68286.4111	8	
Q8INQ9	LIM domain-containing protein	8.62	3	4	0	23355.6008	3	
Q8INU6	Glyoxylate reductase/hydroxypyruvate reductase	9.79	3	7	1	6593.0166	1	
Q8IP52	RE16941p	2.66	3	3	3	17471.3873	3	
Q8IP62	Small ribosomal subunit protein mS23	46.03	7	8	7	110157.5527	8	
Q8IP80	ethanolamine-phosphate cytidylyltransferase	32.55	14	25	1	452441.50126	21	
Q8IP94	threonine--tRNA ligase	2.46	2	2	0	66566.76969999999	2	
Q8IP97	Peroxin-19	52.05	11	27	11	620819.8403	23	
Q8IPA5	RE15581p	5.36	1	2	0	27959.928999999996	2	
Q8IPB1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	9.77	2	2	0	154321.959	2	
Q8IPD8	Cuticular protein 30F	29.45	4	10	4	261327.6577	10	
Q8IPE8	Trifunctional enzyme subunit alpha, mitochondrial	56.85	33	79	1	2068874.3477100001	72	
Q8IPG8	Uncharacterized protein	14.21	4	4	4	58701.1244	4	
Q8IPH0	protein-glutamine gamma-glutamyltransferase	3.52	3	3	0	37751.409	3	
Q8IPP8	Ketoreductase domain-containing protein	57.03	12	23	11	653432.7965	17	
Q8IPQ6	Polymerase (DNA-directed), delta interacting protein 2, isoform B	3.71	1	1	0	14771.202	1	
Q8IPT0	ER membrane protein complex subunit 10	24.67	5	6	0	139397.6736	6	
Q8IPT6	small monomeric GTPase	11.95	5	9	1	24692.245	2	
Q8IPT9	SD05439p1	43.49	11	21	0	674108.9077000001	15	
Q8IPU3	hydroxyacylglutathione hydrolase	35.92	10	34	0	1234224.6536	32	
Q8IPW1	Arouser, isoform A	8.2	6	7	0	37976.5467	6	
Q8IPZ5	Uncharacterized protein, isoform B	4.51	3	3	0	18120.900999999998	2	
Q8IQ99	PAR-domain protein 1, isoform J	2.69	2	2	0	12621.691900000002	2	
Q8IQB7	MIP21654p	9.44	3	4	3	54419.741599999994	3	
Q8IQB8	Tequila, isoform D	2.9	4	4	0	32251.2136	4	
Q8IQC6	Small VCP interacting protein, isoform A	23.17	3	3	3	62677.064	3	
Q8IQD3	Uncharacterized protein, isoform C	1.57	1	1	1	33364.746	1	
Q8IQE6	Insulin receptor substrate 53 kDa, isoform A	7.06	8	9	2	88190.29535	7	
Q8IQH0	FI12817p	5.37	8	8	1	52038.394199999995	7	
Q8IQM5	Uncharacterized protein, isoform A	19.87	5	8	1	111996.94700000001	7	
Q8IQM9	folate gamma-glutamyl hydrolase	2.14	1	2	1	5222.2056	2	
Q8IQQ0	2-oxoglutarate dehydrogenase, mitochondrial	14.45	14	23	0	390937.0756	23	
Q8IQT0	Gamma-glutamylcyclotransferase	8.72	2	2	1	70563.81	2	
Q8IQW5	RE23625p	73.96	13	69	3	3389066.05054	57	
Q8IQX3	Uncharacterized protein, isoform A	32.26	4	4	4	55873.0652	4	
Q8IR41	Uncharacterized protein, isoform C	2.56	2	3	0	9260.3933	3	
Q8IR76	FAD synthase	17.35	5	5	0	45945.970499999996	4	
Q8IRD0	RH17559p	40.82	2	7	2	109520.054	6	
Q8IRD3	Glutathione peroxidase	47.06	9	62	0	6017876.4751	61	
Q8IRH0	Puromycin-sensitive aminopeptidase	11.59	13	18	0	171461.5866	16	
Q8IRI5	Trio, isoform D	10.7	8	10	0	148307.0127	10	
Q8IRQ5	fumarate hydratase	73.45	29	159	0	11258230.33701	140	
Q8MKJ5	GEO08105p1	13.27	1	1	1	3048.5815	1	
Q8MKK1	AaRS-interacting multifunctional protein 3	6.15	1	2	1	21310.702	2	
Q8MLP9	GEO08457p1	33.93	4	5	4	52610.9107	5	
Q8MLQ0	FI14118p	21.05	2	4	2	106107.3146	3	
Q8MLS1	5-formyltetrahydrofolate cyclo-ligase	33.33	7	15	7	575862.1725	14	
Q8MLS2	ribose-5-phosphate isomerase	34.02	6	13	6	213315.53282	13	
Q8MLW4	Uncharacterized protein, isoform A	32.29	8	15	8	557420.7864	14	
Q8MMD2	Epidermal growth factor receptor pathway substrate clone 15, isoform B	32.47	33	84	0	3318322.20369	76	
Q8MQP2	MIP16184p	7.0	2	2	0	18410.053	2	
Q8MRI4	Diphthine--ammonia ligase	1.11	1	2	1	9725.58	2	
Q8MRM0	GH16740p	35.44	8	18	8	625852.46853	18	
Q8MRT7	SD26038p	9.2	2	2	2	30211.623	2	
Q8MRW1	SD19278p	5.83	1	1	1	4651.218	1	
Q8MSB1	E3 ubiquitin-protein transferase MAEA	4.31	2	3	2	14431.013299999999	3	
Q8MSI2	GH15296p	82.01	19	124	19	24416598.9799	109	
Q8MSS7	Small ribosomal subunit protein uS2m	13.26	3	5	3	19617.801	3	
Q8MST5	Tubulin beta chain	45.08	17	105	0	467078.3318	29	
Q8MT58	Carnosine dipeptidase 2, isoform A	61.3	28	65	6	3020723.09976	62	
Q8MZ07	GEO07581p1	17.81	3	5	3	83908.106	5	
Q8MZI3	RNA helicase	18.34	13	16	3	127308.2445	12	
Q8SWS2	RE29468p	60.95	6	30	0	755039.9081	25	
Q8SWS3	RE26528p	20.44	2	4	2	54456.3025	4	
Q8SWZ6	RH51312p	8.33	2	2	2	33353.8967	2	
Q8SX06	GEO08318p1	16.67	2	3	2	54604.334	3	
Q8SX32	type I protein arginine methyltransferase	8.21	2	3	2	31572.43	3	
Q8SX35	GEO07743p1	26.53	3	4	0	44548.9531	4	
Q8SX50	RE04530p	17.3	6	7	0	99920.2158	6	
Q8SX54	CLIP domain-containing serine protease	8.33	3	3	3	59370.168	3	
Q8SX57	LD44221p	47.08	8	17	8	312344.00393	15	
Q8SX78	LD05679p	17.93	7	7	7	57686.9661	7	
Q8SX89	Kugelkern, isoform A	7.37	3	4	3	53666.7595	4	
Q8SXC2	FI04487p	9.11	5	5	5	67432.9483	5	
Q8SXD5	GH02216p	55.13	11	33	2	2450417.291	33	
Q8SXE1	RH69521p	2.6	1	2	1	6635.5338	2	
Q8SXF0	Small ribosomal subunit protein uS9m	13.42	6	6	5	75934.438	4	
Q8SXF2	RH40246p	7.01	3	4	3	74234.622	4	
Q8SXG7	tRNA selenocysteine-associated protein 1	7.44	3	3	3	15328.4519	2	
Q8SXK0	RE18748p	2.91	1	1	1	7574.1875	1	
Q8SXM8	Lysine--tRNA ligase	22.82	14	23	0	342045.81263	21	
Q8SXP8	TAR DNA-binding protein 43	7.91	3	3	0	4936.9795	1	
Q8SXQ1	aldehyde dehydrogenase (NAD(+))	27.22	14	21	14	394680.80037	19	
Q8SXQ5	Glutaredoxin-related protein 5, mitochondrial	10.06	2	5	2	12812.575840000001	4	
Q8SXS0	RE40914p	12.25	5	5	5	30308.15	3	
Q8SXX1	Phosphatidylinositol 5-phosphate 4-kinase, isoform A	28.71	11	22	11	1040564.79314	19	
Q8SY13	Beaten path IIIc, isoform A	5.74	2	2	0	3292.5799399999996	2	
Q8SY19	Microsomal glutathione S-transferase 1	15.13	2	2	1	76559.53	1	
Q8SY58	Ketimine reductase mu-crystallin	5.63	2	3	2	8862.78766	3	
Q8SY67	lysozyme	14.47	2	3	2	17508.3615	2	
Q8SY69	MICOS complex subunit MIC10	25.0	2	7	2	381905.187	6	
Q8SYC4	RE68566p	1.72	1	1	1	36702.168	1	
Q8SYD9	Endophilin B, isoform A	42.56	16	65	0	2398665.5640000002	52	
Q8SYG3	E2 ubiquitin-conjugating enzyme	41.67	7	19	0	805846.874	18	
Q8SYH8	RE57644p	18.68	5	10	1	80708.7141	9	
Q8SYJ2	GEO09626p1	67.47	9	59	9	6629646.39322	57	
Q8SYN0	RE52086p	9.3	4	5	4	32283.07003	4	
Q8SYQ4	RE42475p	70.27	11	44	11	1955441.67847	39	
Q8SYQ8	RE40412p	19.85	3	3	3	63727.683	3	
Q8SZK5	RH26533p	10.29	3	3	3	49152.6985	3	
Q8SZK9	HL04814p	48.48	12	60	12	4127360.6574	55	
Q8SZM2	RH04334p	25.19	7	27	7	1858345.615	26	
Q8SZN1	GEO08217p1	51.61	7	29	3	1041258.7153	28	
Q8T0I9	GH27479p	16.47	7	12	1	385936.60585	10	
Q8T0J5	GH26851p	41.11	12	33	0	1568660.901	30	
Q8T0N5	GH17516p	19.21	6	9	6	396800.067	8	
Q8T0U6	Serine/threonine-protein phosphatase	16.92	8	14	0	98608.9352	9	
Q8T0V2	GH02495p	19.91	8	13	0	160123.4975	10	
Q8T389	Endophilin B	40.74	15	54	0	5567.355	1	
Q8T3V6	Large ribosomal subunit protein uL29m	11.07	3	3	3	24394.2074	3	
Q8T3W8	Venom allergen-1	9.54	3	3	0	45822.949	3	
Q8T4C4	ATP synthase subunit beta	11.25	5	66	1	5557.5527	1	
Q8T4G5	AFG3 like matrix AAA peptidase subunit 2, isoform A	31.84	25	39	2	910134.9039	34	
Q8T6I0	Achaete scute target 1, isoform B	58.99	29	65	0	2800521.4313	57	
Q8WR19	AFGF intracellular binding protein	8.94	3	3	1	34896.746	3	
Q94513	Boundary element associated factor	18.79	5	10	1	168317.8907	9	
Q94533	Ribosomal protein S6 kinase	9.8	5	7	5	85353.73697	7	
Q94883	DNA replication-related element factor, isoform A	3.1	2	2	2	18116.5703	2	
Q95NU8	GH16255p	13.57	8	12	8	170952.77498	11	
Q95NV8	Allatostatin C, isoform B	9.92	1	1	0	4731.685	1	
Q95PE4	GEO07784p1	6.17	1	1	1	14994.935	1	
Q95R34	GH16463p	9.71	3	3	3	54012.136	3	
Q95R98	Protein phosphatase methylesterase 1	7.82	3	4	3	83806.5365	3	
Q95RB1	Pre-mRNA-splicing factor RBM22	12.2	5	6	5	81505.64850000001	5	
Q95RB2	Cuticular protein 49Ae	81.34	7	149	7	20766882.24635	140	
Q95RC5	LD44506p	5.31	3	3	3	29167.288999999997	3	
Q95RE4	LD37574p	41.48	11	18	0	65747.11829	12	
Q95RF6	LD34461p	34.5	4	13	4	253135.07533	11	
Q95RI2	LD28549p	27.78	8	12	8	228276.9314	10	
Q95RI7	Survival of motor neuron-related-splicing factor 30	17.28	4	4	0	42249.7021	4	
Q95RQ1	LD16414p	3.32	2	2	2	11287.114	1	
Q95RR6	LD15002p	64.6	17	61	0	138233.43	2	
Q95RS6	Phenoloxidase-activating factor 2	21.62	7	8	7	107274.2138	7	
Q95RV5	Ribulose-phosphate 3-epimerase	3.62	1	2	1	565040.6	2	
Q95RY2	LD01461p	48.09	10	18	2	509530.0174	13	
Q95SH0	GH26463p	1.52	2	2	2	14688.0625	1	
Q95SH2	Charged multivesicular body protein 1, isoform A	30.54	8	14	8	443624.0721	12	
Q95SH7	GH26007p	8.57	2	3	2	41185.542	3	
Q95SI7	GH23390p	65.87	15	59	15	2522760.96555	55	
Q95SN8	GH12395p	21.83	5	8	5	214777.70690000002	8	
Q95TK5	LD44914p	22.77	9	11	8	120528.1125	11	
Q95TL8	Endoplasmic reticulum protein 44, isoform A	36.17	17	31	0	1113845.9607	31	
Q95TP0	LD34582p	3.1	1	1	1	9912.545	1	
Q95TZ7	GH19182p	78.36	26	115	0	5107653.2473	87	
Q95U15	GH14252p	75.64	27	227	0	5358785.98146	33	
Q95U34	GH11113p	22.45	11	21	11	665414.02374	19	
Q95WY3	Nucleolar protein 56	13.1	6	8	6	231708.234	8	
Q960D4	SD06560p	25.8	16	21	1	390876.86907	20	
Q960M4	Peroxiredoxin-5	52.63	9	87	9	8345051.23214	79	
Q960Y8	Aluminum tubes, isoform G	21.97	19	26	1	408855.5818	24	
Q961A8	LD25351p	1.59	1	1	0	1872.1348	1	
Q961B3	5'-nucleotidase domain-containing protein 1	6.93	4	4	0	96625.18	4	
Q961B9	LD24073p	6.28	3	4	3	43485.8471	4	
Q961C8	LD22649p	10.93	4	5	0	22901.43794	4	
Q961E7	phosphorylase kinase	7.16	4	5	1	29552.3327	3	
Q961Q8	GH10454p	6.42	3	3	3	44336.3924	2	
Q961T9	GH07914p	29.41	6	10	6	342241.008	10	
Q961X4	Combover, isoform B	11.74	9	14	0	142029.81235	14	
Q966T5	Paxillin, isoform D	28.93	7	18	3	156978.65279999998	4	
Q967S0	Amidophosphoribosyltransferase	9.69	5	5	0	91447.43296	5	
Q9I7I3	GH12831p	9.56	3	3	3	39115.7604	3	
Q9I7J0	GH21596p	69.23	11	41	11	2014823.9113	33	
Q9I7K3	N-acyl-aliphatic-L-amino acid amidohydrolase	2.0	1	1	1	10719.771	1	
Q9I7L9	Uncharacterized protein, isoform A	4.28	1	1	0	1008.0956	1	
Q9I7M3	Uncharacterized protein, isoform A	32.89	10	21	0	873263.6193	19	
Q9I7Q5	Cuticular protein 65Au, isoform A	65.09	5	29	5	1496538.83709	26	
Q9NCC3	Sorting nexin	9.03	5	7	5	116939.93000000001	7	
Q9NF31	EG:BACN25G24.3 protein (Fbgn0004860;ph-d protein)	3.02	4	4	0	141282.5209	4	
Q9NG60	Eukaryotic translation initiation factor 2D	3.37	1	1	1	1671.3258	1	
Q9U1K7	Thioredoxin domain-containing protein 17	26.67	4	6	4	310576.196	6	
Q9U1L2	EG:BACR7A4.14 protein	47.01	11	15	11	134276.84467	14	
Q9U6P7	FI18813p1	11.39	5	8	5	163585.21443	7	
Q9U6R9	Gamma-soluble NSF attachment protein	49.01	19	59	16	2369235.20313	57	
Q9U9Q2	Neosin, isoform A	11.59	5	5	5	45550.801999999996	4	
Q9V393	Kurtz arrestin	9.57	4	5	4	49363.0913	5	
Q9V396	Carbonic anhydrase	64.44	15	34	15	2006992.12307	33	
Q9V3A8	Ergic53, isoform A	4.69	3	3	3	55035.012	3	
Q9V3C8	DShc protein	1.71	1	1	1	13718.341	1	
Q9V3D9	Signal recognition particle 54 kDa protein	14.37	8	11	8	115129.6367	10	
Q9V3E3	Large ribosomal subunit protein mL50	14.29	3	3	3	55376.01	3	
Q9V3E7	LD24793p	39.85	12	24	12	478837.80699	23	
Q9V3E9	RNA polymerase II-associated protein 3	1.87	1	1	1	3334.994	1	
Q9V3F8	Pyrroline-5-carboxylate reductase	25.71	5	13	5	502133.5199	13	
Q9V3H0	DNAation factor-related protein 4	2.67	1	1	1	3106.358	1	
Q9V3I0	EG:BACR42I17.2 protein	12.18	3	3	3	52853.352	2	
Q9V3L7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	52.0	6	14	6	265178.9695	13	
Q9V3N7	dihydropyrimidinase	45.16	25	46	6	1276551.13907	45	
Q9V3N9	B6	1.79	1	1	1	23954.25	1	
Q9V3P3	LD45860p	35.1	9	21	9	635194.8375	19	
Q9V3Q4	thioredoxin-dependent peroxiredoxin	17.36	4	4	4	84772.7722	4	
Q9V3R3	GPN-loop GTPase	5.5	2	2	2	10182.969700000001	2	
Q9V3T8	LD32469p	14.36	3	3	3	36452.2057	3	
Q9V3U6	26-29kD-proteinase	24.41	11	33	11	1781478.8359	32	
Q9V3V2	peptidylprolyl isomerase	56.48	12	33	2	1070330.1624	30	
Q9V3V6	26S proteasome regulatory complex subunit p50	61.21	22	52	21	2934443.29524	47	
Q9V3V9	Endonuclease G inhibitor, isoform A	50.97	17	25	17	678859.15375	25	
Q9V3W2	GM23292p	61.68	14	52	14	2364671.31935	48	
Q9V3W7	LD40489p	47.45	11	20	11	151623.98268	14	
Q9V3W9	UV excision repair protein RAD23	33.57	10	25	3	424132.4966	24	
Q9V3Y4	LD43650p	8.23	2	3	2	9076.317	1	
Q9V3Y7	Uncharacterized protein, isoform A	62.76	17	33	17	1346608.94642	32	
