Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 129N, Sample, n/a, Earth_M1	Abundances Count: F5: 129N, Sample, n/a, Earth_M1	Modifications
Q9VKD3	Cysteine desulfurase, mitochondrial	21.86	9	30	9	169390.59832999998	23	
Q9VKH0	Conserved oligomeric Golgi complex subunit 8	7.02	4	4	4	1706.1443	1	
Q9VKJ8	Alpha-L-iduronidase	3.62	3	3	3	634.1985	1	
Q9VKJ9	Coiled-coil and C2 domain-containing protein 1-like	8.33	8	16	0	59263.00833	14	
Q9VKK1	Enhancer of mRNA-decapping protein 4 homolog	5.47	8	12	8	9199.88736	7	
Q9VKV5	CD2 antigen cytoplasmic tail-binding protein 2 homolog	9.4	4	4	4	13301.633699999998	3	
Q9VKX4	Small ribosomal subunit protein uS7m	16.97	4	6	0	7991.90905	3	
Q9VKY2	Cullin-associated NEDD8-dissociated protein 1	2.56	4	5	0	7700.2516	2	
Q9VL00	Ubiquitin thioesterase otubain-like	11.45	3	5	3	23137.6524	3	
Q9VL13	MOB kinase activator-like 3	5.0	1	2	1	2553.61674	2	
Q9VL18	Probable elongation factor 1-delta	58.59	17	35	17	796607.8833	32	
Q9VL78	FK506-binding protein 59	55.81	26	79	0	955860.01931	71	
Q9VLF6	UPF0585 protein CG18661	11.71	3	3	0	21048.281000000003	2	
Q9VLJ6	Angiotensin-converting enzyme-related protein	10.63	8	10	0	29906.00175	6	
Q9VLM8	Alanine--tRNA ligase, cytoplasmic	10.14	10	13	10	65091.66588	11	
Q9VLP3	Guanine nucleotide exchange factor MSS4 homolog	46.72	5	18	5	151577.87874000001	15	
Q9VLR5	RNA polymerase II transcriptional coactivator	25.45	3	6	3	117239.4955	5	
Q9VLS9	Beta-lactamase-like protein 2 homolog	21.58	5	12	5	196084.6507	6	
Q9VLT8	WASH complex subunit 3	10.23	2	3	2	7230.92165	3	
Q9VLU0	Barrier-to-autointegration factor	74.44	5	26	0	573286.1947700001	24	
Q9VLU4	Serine protease inhibitor 28Dc	4.29	3	3	3	27341.74608	3	
Q9VLV5	Probable small nuclear ribonucleoprotein E	27.66	3	7	3	97567.178	5	
Q9VLV7	Protein spaetzle 3	6.06	3	3	3	2050.4128	1	
Q9VM33	Elongation factor G, mitochondrial	4.7	4	4	4	4304.35817	3	
Q9VM65	FGFR1 oncogene partner 2 homolog	16.51	6	7	0	15081.58172	5	
Q9VM71	5'-3' exoribonuclease 2 homolog	0.88	1	1	1	557.64166	1	
Q9VMA2	Probable galactose-1-phosphate uridylyltransferase	11.14	5	9	0	11277.50443	8	
Q9VMA7	Transport and Golgi organization protein 1	7.41	12	14	0	16173.23755	7	
Q9VMC8	PHD finger-like domain-containing protein 5A	33.33	5	10	5	129519.71085	9	
Q9VMD9	Tiggrin	12.16	31	55	0	127588.89703	37	
Q9VMG0	Arylalkylamine N-acetyltransferase-like 2	10.65	3	3	3	680.7639	1	
Q9VMM6	Protein obstructor-E	35.34	7	17	7	157693.19797	16	
Q9VMQ5	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	5.87	3	3	3	3266.49067	2	
Q9VMQ7	Elongator complex protein 4	3.43	2	3	2	35636.8934	3	
Q9VMR8	Protein Turandot M	30.53	3	5	0	126956.9822	5	
Q9VMT5	Probable cytochrome P450 28d1	15.54	9	20	9	58395.50635	17	
Q9VMU4	Large ribosomal subunit protein eL43	27.17	3	9	0	32616.25203	9	
Q9VMU5	Protein quick-to-court	9.57	8	10	0	10851.847600000001	8	
Q9VMW7	Inosine triphosphate pyrophosphatase	49.74	11	23	11	322690.7367	21	
Q9VMW9	GDP-mannose 4,6 dehydratase	4.05	2	2	2	2042.3462	1	
Q9VMX0	Large ribosomal subunit protein bL28m	9.93	3	4	0	2386.078	2	
Q9VMY1	Large ribosomal subunit protein uL24m	21.46	7	7	7	9210.07735	6	
Q9VMY9	Guanine deaminase	8.93	4	6	4	15243.804160000002	4	
Q9VN12	Probable sodium/potassium/calcium exchanger CG1090	3.0	1	3	0	3402.8747	2	
Q9VN13	Sideroflexin-1-3	16.51	5	12	5	62298.5609	10	
Q9VN14	Contactin	17.77	24	48	24	249955.33687	31	
Q9VN19	Golgi to ER traffic protein 4 homolog	13.57	4	6	0	5726.06299	4	
Q9VN25	Eukaryotic translation initiation factor 3 subunit A	5.61	8	12	8	22361.39668	9	
Q9VN50	Eukaryotic translation initiation factor 3 subunit F-1	29.29	7	13	7	76456.75502	8	
Q9VN91	MORN repeat-containing protein 4 homolog	47.98	9	46	9	331343.42442	34	
Q9VN93	Cathepsin F	23.62	16	36	13	680170.51098	29	
Q9VN95	Enolase-phosphatase E1	17.97	4	13	4	104487.47978000001	12	
Q9VNA4	Uncharacterized protein CG1161	9.25	2	4	0	413.85468	1	
Q9VNA5	Proteasome subunit beta type-4	27.99	5	5	5	191725.872	4	
Q9VND8	GTP-binding protein Rheb homolog	26.37	6	15	6	179593.40013000002	13	
Q9VNE2	Protein krasavietz	22.04	12	30	12	203013.46526	22	
Q9VNE9	Large ribosomal subunit protein uL13	24.39	7	12	3	100104.5215	9	
Q9VNI3	Histone PARylation factor 1	9.8	4	4	4	8736.01086	3	
Q9VP48	Ras-related protein Rab-26	12.89	5	12	0	15000.20542	5	
Q9VP61	Acetyl-coenzyme A synthetase	13.58	10	14	0	34813.34139	13	
Q9VPC1	Distal membrane arm assembly component 2	6.34	2	2	2	44094.265	2	
Q9VPH7	Eukaryotic peptide chain release factor subunit 1	3.65	2	3	0	11993.965800000002	3	
Q9VPL3	Large ribosomal subunit protein uL10m	12.5	4	7	4	28244.2776	5	
Q9VPQ2	DnaJ homolog shv	8.76	4	6	4	14908.679800000002	3	
Q9VQ29	Cytochrome b-c1 complex subunit Rieske, mitochondrial	42.17	8	52	8	2402465.57339	40	
Q9VQ62	NPC intracellular cholesterol transporter 2 homolog a	47.3	5	25	5	559746.8092	20	
Q9VQ79	Putative apoptosis-inducing factor 1, mitochondrial	11.91	8	11	0	35987.757659999996	9	
Q9VQ91	Tudor and KH domain-containing protein homolog	11.46	6	9	6	13728.43394	6	
Q9VQ93	Golgi phosphoprotein 3 homolog sauron	9.86	4	6	4	39484.37826	5	
Q9VQC4	Glycerate kinase	13.14	9	14	0	83792.1051	13	
Q9VQF7	Bacchus	38.16	4	21	4	368253.3838	18	
Q9VQG4	Congested-like trachea protein	24.84	9	25	8	230153.70777	22	
Q9VQQ0	Serine/threonine-protein phosphatase 2A activator	17.59	7	17	7	242516.40497	15	
Q9VQX4	Nicotinate phosphoribosyltransferase	6.85	4	7	0	20750.4872	5	
Q9VR35	Eukaryotic translation initiation factor 4E-binding protein Mextli	12.56	9	22	0	136221.00566	19	
Q9VR59	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	2.0	3	3	0	668.3336	1	
Q9VR81	N-acetylglucosamine-6-phosphate deacetylase	3.84	2	4	0	1399.4822	2	
Q9VR89	RNA-binding protein pno1	6.25	2	3	2	11294.5075	2	
Q9VR94	General odorant-binding protein 19a	10.27	2	3	2	15070.39816	3	
Q9VRJ9	Ubiquitin thioesterase Otu1	14.41	5	17	0	63268.33459	11	
Q9VRL2	Probable Golgi SNAP receptor complex member 2	13.43	3	6	3	589.6276	1	
Q9VRL3	Probable prefoldin subunit 4	14.49	3	6	3	80126.095	4	
Q9VRP9	E3 ubiquitin-protein ligase Bre1	5.56	7	8	0	9841.54182	6	
Q9VRQ9	Glutaminyl-peptide cyclotransferase	5.88	3	8	3	6630.86807	5	
Q9VRV7	Splicing factor 3B subunit 6	30.58	4	7	4	33635.15545	4	
Q9VRZ7	Ubiquinol-cytochrome c reductase complex assembly factor 1	24.32	6	12	6	40765.1555	5	
Q9VS34	Large ribosomal subunit protein eL18	26.06	4	16	0	211914.54612	13	
Q9VS97	Peptidoglycan-recognition protein SD	12.9	3	4	3	25064.714200000002	3	
Q9VSA3	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	47.02	20	86	20	1271983.48699	72	
Q9VSF3	Nedd8-conjugating enzyme UbcE2M	25.97	6	11	0	61300.9678	9	
Q9VSH4	Cleavage and polyadenylation specificity factor subunit 6	3.37	2	2	1	1013.7644	1	
Q9VSJ8	Exocyst complex component 7	10.53	8	12	8	20938.33371	7	
Q9VSK9	Pseudouridylate synthase 7 homolog	7.77	6	6	6	16973.74559	6	
Q9VSL3	Pyrimidodiazepine synthase	55.97	11	73	10	1968917.08364	51	
Q9VSR3	Translational regulator orb2	7.39	4	5	0	4765.855	1	
Q9VSS1	Protein Pixie	5.56	4	4	4	19185.745799999997	3	
Q9VSS2	Signal recognition particle subunit SRP68	12.42	8	13	8	32488.73002	10	
Q9VSU7	Vesicle transport protein USE1	22.8	6	9	6	23678.9142	7	
Q9VSY4	Alpha-tubulin N-acetyltransferase 1	33.84	18	61	8	635562.29275	46	
Q9VSY6	Phosphoserine phosphatase	30.0	7	20	7	104128.0736	18	
Q9VSZ6	Queuine tRNA-ribosyltransferase accessory subunit 2	1.91	1	1	1	934.81085	1	
Q9VT70	Nuclear distribution protein nudE homolog	7.26	2	2	0	12343.426	2	
Q9VTE0	Biogenesis of lysosome-related organelles complex 1 subunit 2	4.4	1	2	1	17170.078999999998	2	
Q9VTE5	Probable prefoldin subunit 2	35.66	5	16	0	143708.7358	14	
Q9VTE9	Nedd8-activating enzyme E1 regulatory subunit	13.93	7	9	0	34561.92952	5	
Q9VTF9	Ubiquitin fusion degradation protein 1 homolog	8.23	4	9	4	105064.02405	7	
Q9VTJ4	Putative alpha-L-fucosidase	4.45	3	4	3	8381.0081	2	
Q9VTJ8	Mitochondrial import inner membrane translocase subunit TIM14	15.25	2	3	0	17726.150999999998	3	
Q9VTM6	UPAR/Ly6 domain-containing protein crim	31.65	4	11	4	78546.16799999999	9	
Q9VTP4	Large ribosomal subunit protein uL1	40.55	9	32	9	628102.43264	30	
Q9VTU3	Rho GTPase-activating protein 68F	15.76	8	12	0	47090.8707	10	
Q9VTZ5	Transferrin 2	17.95	16	27	16	104393.57046	18	
Q9VTZ6	Phosphomannomutase	21.26	5	11	5	64540.3088	7	
Q9VU08	Intermembrane lipid transfer protein Vps13D	0.38	2	10	2	119682.80924	2	
Q9VU58	Neuropeptide-like 2	66.28	6	133	0	5215241.06541	82	
Q9VU68	Actin-interacting protein 1	21.38	13	35	13	172785.74738000002	29	
Q9VU70	Tetratricopeptide repeat protein 36 homolog	17.84	4	6	4	21538.161939999998	5	
Q9VU84	Drebrin-like protein	12.99	8	24	8	186539.05518	18	
Q9VU95	Alanine--glyoxylate aminotransferase 2-like	14.17	6	12	6	39153.55851	9	
Q9VUJ0	Large ribosomal subunit protein mL39	16.82	5	7	5	16290.567850000001	4	
Q9VUK8	Glycine--tRNA ligase	17.12	14	37	14	722734.80619	28	
Q9VUR3	Probable aminoacyl tRNA synthase complex-interacting multifunctional protein 2	16.47	7	12	0	39789.685450000004	10	
Q9VUY9	Phosphoglucomutase 1	30.36	18	47	18	241615.93897000002	32	
Q9VUZ1	Probable trafficking protein particle complex subunit 2	5.76	1	1	1	4193.7197	1	
Q9VV36	Retinin	31.94	8	155	8	2923629.75264	92	
Q9VV43	Tubulin polymerization-promoting protein homolog	53.12	9	54	0	621295.60304	45	
Q9VV72	Multiple inositol polyphosphate phosphatase 1	22.91	12	33	12	261670.34079	29	
Q9VV74	Survival motor neuron protein	11.95	3	4	3	9066.989300000001	4	
Q9VVA0	Cold shock domain-containing protein CG9705	13.29	2	5	0	8974.865	4	
Q9VVA6	Nuclear migration protein nudC	27.41	10	34	10	387522.20142	31	
Q9VVB4	Coiled-coil domain-containing protein 22 homolog	10.99	6	10	6	32738.065820000003	6	
Q9VVE2	Protein rogdi	26.49	7	15	7	183818.75950000001	10	
Q9VVE5	RNA-binding protein Musashi homolog Rbp6	12.2	4	7	0	30875.14934	6	
Q9VVG6	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial	12.69	4	6	0	7783.39962	5	
Q9VVH3	MICOS complex subunit MIC13 homolog QIL1	49.18	5	14	5	584510.77572	11	
Q9VVI2	Enhancer of mRNA-decapping protein 3	8.24	6	7	6	12495.88753	5	
Q9VVI9	Charged multivesicular body protein 5	52.65	10	29	0	326362.69175	19	
Q9VVN2	Small ribosomal subunit protein mS26	17.78	4	6	4	12701.04634	3	
Q9VVU5	COP9 signalosome complex subunit 1b	5.71	3	5	3	26238.14754	4	
Q9VVW3	Sideroflexin-2	10.7	4	10	4	14028.7019	5	
Q9VVW8	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	16.0	4	8	4	32454.40717	7	
Q9VVY3	Glycogen-binding subunit 76A	6.17	4	8	0	5903.40903	5	
Q9VW12	UPF0389 protein CG9231	41.6	5	24	0	263975.77355	15	
Q9VW14	rRNA methyltransferase 3, mitochondrial	18.18	7	11	7	17089.63396	7	
Q9VW26	Ornithine aminotransferase, mitochondrial	18.1	8	17	8	108711.77274	12	
Q9VW56	Probable prefoldin subunit 6	44.8	6	30	0	171120.6036	22	
Q9VWA1	Clathrin light chain	41.55	12	58	0	1464143.2249999999	50	
Q9VWA8	Protein FRG1 homolog	11.07	4	7	4	19357.26565	7	
Q9VWB1	DCN1-like protein 4	8.87	2	3	1	16415.8188	3	
Q9VWG3	Small ribosomal subunit protein eS10B	28.12	7	15	0	123056.4614	14	
Q9VWH4	Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	69.23	29	196	28	12568462.87343	159	
Q9VWI0	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	57.38	7	25	7	593444.82323	19	
Q9VWN5	Ubiquitin carboxyl-terminal hydrolase MINDY-3 homolog	17.32	9	22	0	46248.16564	16	
Q9VWP4	Sulfite oxidase, mitochondrial	8.55	5	7	5	9285.66416	4	
Q9VWU1	Serine protease persephone	8.88	4	6	4	36042.334800000004	5	
Q9VWV8	Nitric oxide synthase-interacting protein homolog	10.75	3	3	3	6307.0232	2	
Q9VWW0	Cyclic AMP response element-binding protein B	6.41	3	4	0	15960.657200000001	3	
Q9VWX8	Frequenin-2	37.43	8	52	3	843152.52196	38	
Q9VWY6	Transcription initiation factor TFIID subunit 8	6.1	2	4	2	9747.4157	2	
Q9VX10	Sulfiredoxin	11.73	2	4	0	9601.5163	3	
Q9VX98	Density-regulated protein homolog	29.63	4	17	4	259794.38559999998	15	
Q9VXB0	NECAP-like protein CG9132	44.72	9	39	3	467580.64596000005	34	
Q9VXB5	Large ribosomal subunit protein uL22m	12.88	3	3	3	14757.3603	2	
Q9VXE0	Probable small nuclear ribonucleoprotein G	59.21	4	9	4	102735.06225	9	
Q9VXE5	Serine/threonine-protein kinase PAK mbt	8.76	4	9	4	14799.07297	6	
Q9VXE6	Nuclear pore complex protein Nup153	1.91	3	4	0	8527.482	4	
Q9VXF1	Serine/threonine-protein phosphatase 2B catalytic subunit 3	39.9	18	82	0	669575.39595	61	
Q9VXG4	Annexin B11	23.68	14	41	14	391914.36661	37	
Q9VXJ0	Peroxisomal multifunctional enzyme type 2	21.07	11	19	0	93851.49423	16	
Q9VXK0	Protein NipSnap	9.89	3	16	0	104475.78566000001	13	
Q9VXK6	Eukaryotic translation initiation factor 5	18.32	10	21	9	78195.77467	13	
Q9VXN2	Protein stunted	81.97	6	16	6	353238.90280000004	10	
Q9VXN4	Probable arginine--tRNA ligase, cytoplasmic	12.63	9	10	9	28416.1635	8	
Q9VXP4	Platelet-activating factor acetylhydrolase IB subunit beta homolog	18.22	3	5	3	51837.72896	5	
Q9VXT7	Probable isoaspartyl peptidase/L-asparaginase CG7860	12.95	4	9	0	57491.39768	7	
Q9VXY7	Lipid storage droplets surface-binding protein 2	35.8	10	28	0	530661.90635	19	
Q9VY28	Small ribosomal subunit protein mS25	23.95	4	7	4	19308.0956	6	
Q9VY77	LIM domain-containing protein jub	4.67	3	6	0	4238.19532	4	
Q9VY78	Chloride intracellular channel Clic	38.46	8	8	8	118907.971	6	
Q9VY93	Probable methylthioribulose-1-phosphate dehydratase	7.05	2	3	0	18416.3317	3	
Q9VYB7	Protein-tyrosine sulfotransferase	1.6	1	2	0	5980.0809	2	
Q9VYD7	Mitochondrial import inner membrane translocase subunit Tim9	55.79	4	9	0	314142.9158	8	
Q9VYF8	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	9.97	3	4	0	6411.0134	2	
Q9VYG1	26S proteasome non-ATPase regulatory subunit 5	1.78	1	2	0	4189.358	2	
Q9VYG2	Brahma-associated protein of 60 kDa	11.26	6	7	6	14223.313	5	
Q9VYH3	Probable alpha-aspartyl dipeptidase	29.17	6	13	0	69830.75761	12	
Q9VYI3	Large ribosomal subunit protein mL49	5.59	1	2	0	13374.744499999999	2	
Q9VYQ8	Ubiquitin carboxyl-terminal hydrolase 7	3.99	5	7	0	3990.0161799999996	3	
Q9VYR0	LSM12 homolog A	14.29	3	8	3	34054.797099999996	6	
Q9VYS5	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 homolog	9.88	4	5	4	21612.857200000002	5	
Q9VYV3	Thioredoxin domain-containing protein 5 homolog	47.84	17	42	17	521335.71314	32	
Q9VYV9	COMM domain-containing protein 10 homolog Vlet	12.61	3	3	0	13739.9743	3	
Q9VYX1	Enhancer of yellow 2 transcription factor	23.76	2	2	2	30400.064	1	
Q9VYY2	Signal peptidase complex subunit 2	33.67	8	20	0	160224.711	16	
Q9VYY3	Ubiquitin-like modifier-activating enzyme 5	22.52	9	15	9	65717.74263000001	10	
Q9VZ23	GTP-binding nuclear protein Ran	51.85	11	32	0	602240.52465	28	
Q9VZ40	Uncharacterized protein CG1552	3.8	1	5	0	28826.1888	4	
Q9VZ49	Endoribonuclease Arlr	16.72	10	23	10	320398.62690000003	22	
Q9VZ64	Probable 6-phosphogluconolactonase	32.1	7	18	7	278316.0515	16	
Q9VZA4	Band 7 protein CG42540	12.08	6	14	0	37478.673259999996	8	
Q9VZD5	Small ribosomal subunit protein bS6m	10.2	2	4	0	12999.04255	4	
Q9VZD8	THUMP domain-containing protein 1 homolog	8.64	4	6	4	5474.95033	3	
Q9VZE7	Choline transporter-like 1	3.76	2	3	0	928.02826	1	
Q9VZI3	Unc-112-related protein	3.39	3	3	2	14702.42514	3	
Q9VZJ9	Mitochondrial E3 ubiquitin protein ligase 1	6.21	2	4	2	4645.01968	3	
Q9VZL5	Vacuolar fusion protein CCZ1 homolog	5.77	2	3	2	8880.9578	3	
Q9VZL6	Ragulator complex protein LAMTOR4 homolog	10.83	1	3	0	56362.3321	3	
Q9VZS3	Eukaryotic translation initiation factor eIF1	59.09	5	12	5	118193.29797	10	
Q9VZS5	Large ribosomal subunit protein eL28	45.14	8	37	0	254493.86525	28	
Q9VZU4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	47.55	12	78	12	2498370.03576	64	
Q9VZX9	Adenosylhomocysteinase-like 1	21.69	11	18	10	173264.80730000001	16	
Q9W021	Large ribosomal subunit protein uL23m	9.33	2	4	0	12512.6958	2	
Q9W032	Protein ecdysoneless	5.12	4	4	4	982.7069700000001	2	
Q9W058	Succinyl-CoA:3-ketoacid-coenzyme A transferase, mitochondrial	40.89	16	58	1	752335.17833	46	
Q9W074	Protein HBS1	4.33	3	4	3	4360.14117	3	
Q9W0A0	Protein draper	9.6	8	20	0	29207.97345	9	
Q9W0C1	Neuronal synaptobrevin	43.17	4	30	4	878372.38207	28	
Q9W0C7	Protein OPI10 homolog	6.6	1	2	1	6436.9974999999995	2	
Q9W0G1	Tyrosine-protein phosphatase non-receptor type 61F	11.13	7	10	3	13263.210640000001	9	
Q9W0H3	Lipid droplet-associated hydrolase	11.4	4	10	4	36049.85003	9	
Q9W0K4	Protein bric-a-brac 2	2.53	2	2	0	1988.7687	1	
Q9W0P5	UDP-glucose 4-epimerase	19.43	8	15	0	167833.07176999998	11	
Q9W0S7	Staphylococcal nuclease domain-containing protein 1	14.25	13	21	13	48190.51766	16	
Q9W0Y1	Troponin C-akin-1 protein	26.95	5	16	3	114625.03532	11	
Q9W0Y6	Transient receptor potential cation channel protein painless	2.85	3	4	2	1591.1096	3	
Q9W141	Putative ATP synthase subunit f, mitochondrial	49.53	6	63	6	1677233.79587	50	
Q9W197	7-methylguanosine phosphate-specific 5'-nucleotidase	14.42	5	9	5	56075.71817	7	
Q9W1A4	Protein tamozhennic	5.52	2	2	0	640.189	1	
Q9W1C9	Ejaculatory bulb-specific protein 3	58.73	13	119	0	16012668.41247	92	
Q9W1G0	Probable transaldolase	48.04	12	51	12	1584077.10784	45	
Q9W1H9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	15.31	3	3	3	24576.648	3	
Q9W1K0	Transmembrane protein 14 homolog	28.57	3	8	0	43819.254400000005	5	
Q9W1K5	Sestrin homolog	6.84	4	7	0	18373.187400000003	6	
Q9W1V3	rRNA 2'-O-methyltransferase fibrillarin	12.79	6	9	6	42142.6886	8	
Q9W1X4	Nuclear pore complex protein Nup214	2.75	5	6	5	6978.39345	2	
Q9W1X8	Probable GDP-L-fucose synthase	12.77	5	11	5	56109.30484	11	
Q9W1X9	OCIA domain-containing protein 1	33.07	7	9	0	49801.1228	9	
Q9W1Y1	ER membrane protein complex subunit 8/9 homolog	24.63	4	12	4	103774.14356	11	
Q9W237	Small ribosomal subunit protein uS9	66.89	13	65	0	1502688.8792700002	54	
Q9W265	Probable hydroxyacid-oxoacid transhydrogenase, mitochondrial	10.34	6	9	6	58206.616429999995	8	
Q9W266	Protein windpipe	20.68	10	31	10	178685.57251	24	
Q9W2D6	Mitochondrial import inner membrane translocase subunit Tim10	57.61	5	22	5	389755.82256	17	
Q9W2D9	Eukaryotic translation initiation factor 3 subunit K	28.38	5	8	5	33743.956269999995	6	
Q9W2E7	Protein Rae1	11.56	4	11	4	245371.38178999998	10	
Q9W2M2	Trehalase	29.36	16	47	0	297176.52835	36	
Q9W2N0	F-actin-capping protein subunit alpha	9.44	3	3	3	12902.4535	2	
Q9W2R3	Phosphatidylinositol 4-phosphate 5-kinase type-1 sktl	3.03	3	3	3	2018.6482	1	
Q9W2U4	Serine/threonine-protein phosphatase 4 regulatory subunit 2	15.6	9	17	1	38960.68676	9	
Q9W2Y3	NAD(P)H-hydrate epimerase	7.83	2	6	2	12755.075350000001	6	
Q9W303	Chitinase-like protein Idgf4	64.25	25	96	0	2251759.3906	69	
Q9W334	Small ribosomal subunit protein eS28	63.08	4	26	0	378438.76262	20	
Q9W358	Chaperone Ric-8	10.65	7	8	0	8619.2975	5	
Q9W369	Beta-alanyl-dopamine/carcinine hydrolase	50.65	20	79	20	1895333.4422	65	
Q9W379	Zinc finger protein ZPR1	12.91	6	9	6	19919.98444	7	
Q9W380	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	18.18	2	12	2	287377.181	9	
Q9W385	Frataxin homolog, mitochondrial	10.0	2	6	2	43127.2322	6	
Q9W3C7	Palmitoyl-protein thioesterase 1	12.42	4	7	0	12902.46163	6	
Q9W3E2	Protein PIP82	19.83	23	56	23	122544.61304	35	
Q9W3J5	Phenylalanine--tRNA ligase alpha subunit	14.86	8	17	8	21399.33607	11	
Q9W3K5	Glutamate--cysteine ligase	4.88	4	7	0	18459.108539999997	6	
Q9W3N6	General vesicular transport factor p115	8.37	7	9	7	32872.7766	6	
Q9W3T7	UPAR/Ly6 domain-containing protein bou	12.08	2	6	2	87619.5997	5	
Q9W3W8	Large ribosomal subunit protein uL22	14.52	3	5	0	77258.3227	5	
Q9W3Y0	Zinc finger protein 593 homolog	11.11	1	1	1	1787.5378	1	
Q9W3Y4	GAS2-like protein pickled eggs	2.35	3	3	3	7437.204030000001	2	
Q9W3Z3	Alanine--glyoxylate aminotransferase	5.84	2	2	2	294.9593	1	
Q9W401	Probable citrate synthase, mitochondrial	55.39	30	238	30	11672205.66746	171	
Q9W415	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho	14.86	4	5	4	22588.039299999997	4	
Q9W436	Neprilysin-1	4.24	4	4	4	14047.815700000001	4	
Q9W445	Malignant T-cell-amplified sequence 1 homolog	15.38	3	9	3	35569.00993	7	
Q9W4K2	Uncharacterized protein CG3556	6.72	4	17	0	78801.7878	12	
Q9W4P5	V-type proton ATPase subunit d 1	36.86	10	24	10	749995.5434	23	
Q9W4T4	3',5'-cyclic-AMP phosphodiesterase, isoform I	10.34	12	23	0	95242.90235	17	
Q9W4V8	Mitochondrial import inner membrane translocase subunit TIM50-C	12.38	5	7	0	27698.37524	7	
Q9W4X7	Eukaryotic translation initiation factor 3 subunit G-1	18.59	7	21	7	150775.59984	16	
Q9W552	Vacuolar protein sorting-associated protein 26	5.44	3	5	3	41806.8085	4	
Q9W596	Microtubule-associated protein futsch	26.66	89	189	0	928333.80113	153	
Q9W5E1	RING-box protein 1A	7.41	1	2	0	18073.396	2	
Q9W5N0	Cytochrome c oxidase assembly factor 7 homolog	32.71	9	25	0	104375.59156	21	
Q9W5N2	Large ribosomal subunit protein eL38	28.57	2	12	0	129843.12950000001	9	
Q9W5P1	Mediator of RNA polymerase II transcription subunit 21	13.38	3	4	3	3476.50602	3	
Q9W5R8	Large ribosomal subunit protein uL18	33.78	8	14	0	89050.1331	13	
Q9W5Y0	Neprilysin-3	2.04	2	3	2	511.71915	1	
Q9XTL9	Glycogen phosphorylase	31.87	30	75	0	508778.91713	53	
Q9XTM1	Exocyst complex component 5	2.96	3	3	3	31640.057050000003	3	
Q9XTN2	Insulin receptor substrate 1	1.96	2	4	0	580.82935	1	
Q9XY35	Cytochrome b-c1 complex subunit 9	41.82	2	4	2	353181.998	3	
Q9XYM0	Adapter molecule Crk	49.45	11	28	0	403457.83794	27	
Q9XYZ5	DNA damage-binding protein 1	3.95	5	8	5	30845.271099999998	7	
Q9XZ14	Protein gone early	4.44	4	4	1	3372.4793600000003	2	
Q9XZ58	COP9 signalosome complex subunit 5	10.4	4	7	1	48936.7872	5	
Q9XZ63	Mesencephalic astrocyte-derived neurotrophic factor homolog	34.68	7	22	7	258128.0684	21	
Q9XZH6	V-type proton ATPase subunit G	31.62	5	27	0	250314.29147	19	
Q9XZJ4	Proteasome subunit alpha type-6	44.26	13	36	0	261334.50024999998	27	
Q9XZL8	Protein sarah	34.25	7	12	0	98518.88435000001	9	
Q9Y091	Pre-mRNA-splicing regulator female-lethal(2)D	3.73	2	2	0	1715.7698	1	
Q9Y0I1	NuA4 complex subunit EAF3 homolog	11.79	3	6	0	3864.91037	5	
Q9Y0V3	Mitochondrial import inner membrane translocase subunit Tim10B	32.48	4	6	4	23312.31946	5	
Q9Y0Y2	Adenylosuccinate synthetase	32.44	11	27	11	558071.97935	22	
Q9Y105	Probable glutamine--tRNA ligase	3.6	3	3	3	175481.43673999998	3	
Q9Y1A3	Mitochondrial import inner membrane translocase subunit Tim8	63.64	6	18	0	1133532.6932	16	
X2JAU8	Protein nervous wreck	29.3	30	114	30	1878340.69098	101	
A0A023GPM5	Diacylglycerol kinase	7.87	8	12	0	10897.33382	8	
A0A0B4JCQ7	Suppressor of variegation 2-10, isoform K	5.03	3	3	0	17059.89775	3	
A0A0B4JCR9	Uncharacterized protein, isoform D	5.04	2	2	0	523.84875	1	
A0A0B4JCT7	Jabba, isoform F	19.37	11	28	0	93259.16791	21	
A0A0B4JCW4	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	63.86	25	140	0	220467.67859999998	6	
A0A0B4JCX2	RIM-binding protein, isoform G	5.01	9	16	0	30680.150039999997	11	
A0A0B4JCY5	Myosin heavy chain-like, isoform H	8.07	5	5	0	2664.7144	2	
A0A0B4JCY6	Cheerio, isoform I	31.43	63	129	0	1664796.05704	112	
A0A0B4JCZ0	Oxysterol-binding protein	4.44	5	8	0	6714.83717	5	
