Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 129N, Sample, n/a, Earth_M1	Abundances Count: F5: 129N, Sample, n/a, Earth_M1	Modifications
Q9VH25	Gamma-soluble NSF attachment protein	19.79	6	13	4	35868.48883	8	
Q9VH26	Carbonic anhydrase	17.11	6	21	6	231426.65117	19	
Q9VH37	IP06524p	14.29	3	4	3	24234.351499999997	3	
Q9VH63	Uncharacterized protein	3.0	2	2	2	2161.0557	2	
Q9VH64	LD29322p	10.03	4	5	4	57152.960100000004	4	
Q9VH66	FI18258p1	29.61	6	13	6	35387.71257	8	
Q9VH72	TA01656p1	52.94	7	23	7	900073.9927999999	16	
Q9VH76	Synaptosomal-associated protein	68.87	15	67	13	450242.51376	40	
Q9VH77	mannose-6-phosphate isomerase	7.58	4	10	4	19075.3308	8	
Q9VH81	protein-serine/threonine phosphatase	8.85	5	7	5	37511.8046	7	
Q9VH85	GH14967p	3.41	3	3	3	3351.2695	1	
Q9VH98	Diuretic hormone 44, isoform A	21.91	6	8	6	116519.7365	6	
Q9VHA1	Spermidine synthase, isoform A	10.45	3	12	0	91627.42749999999	8	
Q9VHA8	LD25575p	12.25	8	20	8	159360.19665	15	
Q9VHB1	Mitochondrial pyruvate carrier	35.06	5	19	1	109693.98573	14	
Q9VHB8	2-oxoisovalerate dehydrogenase subunit alpha	7.74	4	7	4	38552.315310000005	6	
Q9VHC3	Blistery, isoform A	13.19	10	18	10	62644.64059	13	
Q9VHC7	FI21236p1	30.54	19	54	9	972006.13042	38	
