Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 128N, Sample, n/a, SF1g_M1	Abundances Count: F5: 128N, Sample, n/a, SF1g_M1	Modifications
Q0KHU0	Myosin 10A, isoform D	1.59	3	3	0	2889.95295	2	
Q8SYL1	Glutamate-rich WD repeat-containing protein 1	1.75	1	2	1	17735.222999999998	2	
Q9VB09	IP04131p	12.1	2	3	2	9898.9015	2	
Q9VHN8	LD37279p	1.54	1	1	1	13918.853	1	
Q9VIT5	ascorbate ferrireductase (transmembrane)	3.72	1	3	0	10892.6859	2	
Q9W1X6	GH06673p	2.78	1	1	1	639.65686	1	
Q9W5E7	LP07417p	11.4	1	1	1	1711.7805	1	
P17917	DNA sliding clamp PCNA	3.08	1	1	1	2506.8452	1	
Q9VMP9	Glucosamine-6-phosphate deaminase	16.12	5	11	0	74074.1195	7	
A0A0B4KGZ0	Methyl-CpG binding domain protein-like, isoform C	15.59	4	5	0	3585.0438000000004	2	
A1ZAU6	FI05912p	3.24	2	2	1	857.84015	1	
Q0KI97	Protein FMC1 homolog	6.93	1	2	1	12188.280999999999	2	
Q7K3Z8	GH01208p	2.35	1	2	1	5154.036230000001	2	
Q9VAN8	FI15955p1	6.08	2	2	2	5528.4243	1	
Q9VP66	Uncharacterized protein, isoform L	16.18	8	10	1	5972.3234	2	
Q9VT55	Uncharacterized protein, isoform N	5.45	7	13	0	14638.2265	2	
Q9VV55	GH08429p	3.98	2	3	2	5748.90237	3	
Q9W542	LD07342p	1.12	1	1	1	375.64578	1	
Q9W543	Rabconnectin-3B, isoform A	1.18	2	2	2	2092.664	1	
Q7JZM8	Large ribosomal subunit protein mL41	6.63	1	1	1	23447.557	1	
Q8IRU4	3',5'-cyclic-AMP phosphodiesterase, isoform F	12.08	7	16	1	288.30496	1	
Q9VTT0	Semaphorin 5c	0.91	1	2	1	8649.7544	2	
Q9XZT7	Transcription initiation factor TFIID subunit 10b	5.48	1	3	1	12734.4383	3	
A0A0B4LF27	Uncharacterized protein, isoform C	9.34	5	9	0	25938.89129	5	
Q9VXD7	GH04692p	5.61	2	3	2	748.9941	1	
Q9W3S4	LD46272p	5.26	2	3	2	3123.2492899999997	3	
A8JQX3	Nocturnin	3.58	2	2	2	795.71356	1	
A8JNM1	Formin 3, isoform B	1.69	3	3	0	1227.94571	2	
A8JNN5	GTPase activating protein and centrosome-associated, isoform B	1.09	1	2	0	1173.2334700000001	2	
B7Z0Z7	Venom dipeptidyl peptidase 4	6.6	7	9	0	8375.62995	5	
M9MRH8	CCR4-NOT transcription complex subunit 4	0.85	1	1	0	13661.526	1	
O76857	BCL7-like	13.64	2	3	2	2811.5829	2	
Q7JY89	RE35124p	25.0	2	5	2	6211.44961	4	
Q8IML5	V-type proton ATPase subunit a	8.28	8	17	0	861.0627	1	
Q9VAN1	Reelin domain-containing protein	12.5	2	4	2	6476.2396	3	
A8JUP7	Serine protease Hayan	2.67	2	3	2	13762.0913	3	
P07664	Serendipity locus protein delta	4.16	2	3	2	17277.6279	3	
Q9VGP0	D-aminoacyl-tRNA deacylase	8.86	2	4	2	5841.7993	2	
L0MPR2	Unc-13, isoform F	0.85	2	2	0	1505.0952	1	
M9MS21	Uncharacterized protein, isoform A	2.77	1	8	0	26793.71143	7	
Q8IQU7	825-Oak	17.05	2	3	0	13652.9316	2	
M9MRD1	Muscle-specific protein 300 kDa	3.4	44	55	0	98542.76693	25	
P11996	Larval serum protein 1 beta chain	1.77	2	2	0	4425.68407	2	
Q9V3J8	Protein will die slowly	3.88	1	2	0	5906.151	1	
Q9VS38	Mediator of RNA polymerase II transcription subunit 4	3.49	1	1	1	745.14044	1	
Q7K0D3	CG12909 protein	6.76	2	3	2	9678.74493	3	
Q9VSK1	GH09510p	1.06	1	1	1	6153.936	1	
P18930	NADH-ubiquinone oxidoreductase chain 3	9.4	1	1	1	20341.785	1	
Q9V6Q2	Histone H3-like centromeric protein cid	8.89	2	3	2	863.9736	1	
A0A0B4KGQ7	Uncharacterized protein, isoform D	6.51	2	5	0	7576.409900000001	2	
A4V134	calcium/calmodulin-dependent protein kinase	31.24	15	34	1	4127.8384	1	
M9NDS8	Protein phosphatase 1 regulatory subunit 12B	12.53	14	20	0	63827.49577	15	
Q29R09	LD28546p	3.02	1	1	1	554.524	1	
Q8I0P8	Cuticular protein 65Av	10.81	1	4	1	5039.3369	2	
Q8SXC0	GH10306p	2.86	1	2	1	6475.0156	2	
Q9VQT5	FI01556p	13.92	1	4	1	3062.20145	2	
Q9VTU4	Eukaryotic translation initiation factor 3 subunit L	3.53	2	3	2	7411.48626	3	
Q9I7C6	Cuticular protein 65Ax1	28.43	2	3	2	55533.425	3	
Q9VT02	Chitin-binding type-2 domain-containing protein	6.36	1	1	1	23169.418	1	
P45884	Attacin-A	5.36	1	1	0	6454.7217	1	
A8JNC7	Dpr-interacting protein delta, isoform D	4.26	2	3	0	2138.42	1	
Q9VI70	GPN-loop GTPase 3	7.77	2	3	2	10519.8864	3	
Q9VV27	MIP11526p	7.63	1	1	1	13437.106	1	
O76324	Discs overgrown protein kinase	7.95	2	3	0	4842.2255000000005	2	
Q8MUJ1	Tumor necrosis factor family member eiger	1.93	1	1	1	5033.739	1	
O18680	5-aminolevulinate synthase	3.34	2	2	2	1855.5176	1	
Q29QE1	GH15984p	0.57	1	2	0	6082.677299999999	2	
A0A0B4LGV1	ER membrane protein complex subunit 1	0.77	1	1	0	2244.1995	1	
A1ZAX7	Uncharacterized protein	6.35	1	2	1	4776.9974	2	
Q9VAW3	glutamine--fructose-6-phosphate transaminase (isomerizing)	1.32	1	1	1	1961.3544	1	
Q9VEQ0	Xylulose kinase	1.99	1	2	1	381.9648	1	
Q9W2Y4	RNA-binding protein NOB1	5.08	2	2	2	166929.3157	2	
Q94900	Glutamate-gated chloride channel	1.97	1	2	0	15893.511999999999	2	
A0A0B4KER2	Starry night, isoform F	0.38	1	1	0	297.03586	1	
A0A0B4KI11	Uncharacterized protein, isoform E	2.85	2	3	0	7647.2458	3	
A0A6M3Q6V5	poly(A)-specific ribonuclease	2.64	1	2	0	15954.6459	2	
E1JGY7	Hulk, isoform G	10.66	12	17	1	603.38873	1	
Q2PDU0	GEO11169p1	9.84	1	2	1	11638.702000000001	2	
Q9VF46	GH25158p	7.34	2	7	2	42572.53377	7	
Q9VV95	Uncharacterized protein, isoform B	11.02	1	2	1	17525.670000000002	2	
Q9VDT6	rRNA methyltransferase 2, mitochondrial	6.4	2	2	2	11042.0072	2	
Q9W4I1	Uncharacterized protein	1.68	1	2	1	327.18008	1	
Q9VYX7	Peptidoglycan-recognition protein SA	9.85	2	2	0	3844.0458	2	
A8JNU1	adenylate cyclase	1.02	1	3	0	3625.9628000000002	2	
Q7KVR7	AP-1 complex subunit gamma	1.02	1	1	0	1750.2122	1	
Q9W2E3	Negative cofactor 2alpha	5.57	2	4	2	11482.513799999999	2	
Q7JW46	RE25483p	9.0	1	1	0	18214.572	1	
Q7K010	Tetraspanin	8.64	2	4	2	8452.35636	4	
Q9VUR4	FI11905p	19.75	6	14	1	3683.407	1	
Q9VIU7	Dolichol-phosphate mannosyltransferase subunit 1	5.81	1	1	1	1846.7573	1	
A0A0B4LGA2	RRM domain-containing protein	4.67	2	3	2	2325.8491999999997	2	
A8DYU1	GRAM domain containing 1B, isoform D	1.32	2	3	0	3539.39152	2	
Q9VLR2	Cytidine deaminase	9.41	2	3	2	11605.998599999999	3	
P52656	Transcription initiation factor IIA subunit 2	8.49	1	2	1	2918.8885	2	
Q9VX25	Ubiquitin-conjugating enzyme E2 S	4.78	1	1	0	3222.7634	1	
A8JNV2	Uncharacterized protein	10.71	1	3	1	7632.9282	2	
Q9VDD0	Protein-lysine N-trimethyltransferase SMYD5	3.31	1	1	1	922.5834	1	
Q9VRX7	LD29573p	1.32	1	1	1	989.8	1	
Q9VMH7	Protein-lysine N-methyltransferase CG9154	5.38	2	2	0	14071.203399999999	2	
A1Z7M8	Angiotensin-converting enzyme	2.79	2	2	1	5695.385899999999	2	
O46099	EG:8D8.2 protein	0.63	1	1	1	2011.3647	1	
Q7JZZ3	RE03883p	6.99	2	3	2	46960.87759999999	3	
Q8SWU4	RE25571p	17.08	5	12	1	17383.799	1	
Q8SWX4	Aminopeptidase	2.39	2	2	2	711.86206	1	
Q9VRA0	Migration and invasion enhancer 1	23.16	2	3	2	27388.001000000004	2	
O16043	Anon1A4	9.84	2	3	2	6092.8949	3	
Q9VEP0	Regulatory protein zeste	2.17	1	1	1	4047.7607	1	
Q8SXW3	GV1, isoform B	13.33	2	5	0	26908.252399999998	4	
Q8IRN0	FI06485p	3.21	1	2	1	8136.9743	2	
Q9VHS6	Copper transport protein	6.32	2	3	2	1534.10012	3	
D8FT19	MIP22288p	4.05	2	3	0	9787.583999999999	3	
Q9V5Q4	Pre-mRNA-splicing factor Syf2	5.75	1	2	1	6396.7988000000005	2	
Q9VAD6	Conserved oligomeric Golgi complex subunit 7	3.23	2	2	2	3711.604	1	
Q8SYJ9	Threonylcarbamoyl-AMP synthase	3.23	1	2	1	964.1478	1	
Q9VEK6	Leucine-rich repeat protein soc-2 homolog	4.99	2	2	0	3466.7378	1	
Q8MLR7	phosphatidylinositol-3,5-bisphosphate 3-phosphatase	1.18	1	1	0	433.6133	1	
Q9VT15	GH14734p	8.33	2	4	2	5055.4539	2	
Q9W2M8	Large ribosomal subunit protein mL54	7.58	1	1	1	421.52783	1	
A1A750	GEO11067p1	6.93	1	1	1	9813.453	1	
Q9VF83	LD33178p	4.33	2	4	2	10304.221249999999	4	
X2JCX4	Uncharacterized protein, isoform A	33.33	2	4	2	42880.9198	3	
Q9W590	Large subunit GTPase 1 homolog	1.49	1	1	0	2084.6257	1	
A0A0B4KEC3	D4, isoform D	4.23	2	2	0	3647.85603	2	
Q9VWA7	Golden goal	0.79	1	3	1	18935.34	1	
M9PCK0	Decima, isoform D	9.87	2	3	0	10112.5589	3	
Q9VUQ8	DCN1-like protein 1	10.42	2	2	0	27213.2784	2	
Q9VPA9	LD24894p	1.45	1	2	1	5253.4108	2	
Q9VTG8	Ig-like domain-containing protein	14.37	2	2	2	8369.614160000001	2	
Q8IN81	Sex determination protein fruitless	1.47	1	1	0	950.34094	1	
Q8SZ16	Succinate dehydrogenase assembly factor 3, mitochondrial	6.67	1	2	1	12275.075700000001	2	
Q9VT51	Insulin-like peptide 2	19.71	2	3	2	10027.929339999999	3	
A0A0B4JDB9	Eukaryotic translation initiation factor 4E homologous protein, isoform D	4.13	1	2	0	2805.567	2	
Q7KV26	Kinase	1.45	1	1	0	2410.1042	1	
Q9VLJ0	Probable cGMP 3',5'-cyclic phosphodiesterase subunit delta	7.95	1	1	1	5803.9834	1	
A0A0B4JCY1	Anoctamin	0.82	1	1	0	22036.627	1	
M9PBB3	Uncharacterized protein, isoform D	2.35	1	1	0	1708.5135	1	
Q7K4Y8	GH22690p	3.14	2	2	2	662.62714	1	
Q9VCQ7	LD40758p	2.61	2	3	2	3340.5843	2	
Q9VD48	Bomanin bicipital 3, isoform A	24.49	2	2	2	2899.6455	1	
Q9VDL4	LP04613p	2.72	1	3	1	7782.3796	3	
Q9VS55	CTCF	2.2	2	3	2	2217.7649	2	
B7Z0S9	Glutathione S transferase D11, isoform B	7.0	2	4	0	7731.6399	4	
Q7K4X4	GH24095p	2.0	1	1	1	533.75397	1	
Q9VJ06	LD05576p	4.55	1	1	1	757.153	1	
Q9VGE8	Tachykinins	2.42	1	2	0	10573.841	1	
A0A0B4KFH9	Uncharacterized protein, isoform B	6.13	1	1	0	691.8078	1	
Q29QQ9	Ribosomal RNA-processing protein 42	3.38	1	1	1	797.15186	1	
Q9W4K1	AP-3 complex subunit beta	0.86	1	2	1	1333.1055299999998	2	
P42282	Protein tramtrack, alpha isoform	2.21	2	3	0	13800.140500000001	2	
Q7YU81	Protein charlatan	0.66	1	2	0	4589.846	1	
Q9VHV3	FI02011p	1.5	1	1	1	4451.563	1	
Q9GYV9	Mediator of RNA polymerase II transcription subunit 7	3.64	1	1	1	1822.3429	1	
Q9VE11	UPF0488 protein CG14286	10.0	2	3	2	2671.77387	3	
Q7K8Y3	IP16419p	17.86	7	17	0	35036.29127	12	
Q8STG9	DSec61alpha	4.2	2	3	2	2378.2281000000003	2	
Q8IGV3	RE23632p	6.34	2	2	2	657.41048	2	
P22812	Protein Tube	3.9	2	2	2	3600.7925	2	
Q9VJ45	UDP-glucuronosyltransferase	3.48	2	2	2	608.7496	1	
Q9VZI2	Activated Cdc42 kinase Ack	1.03	1	1	1	1898.4851	1	
Q9XYQ2	Protein unc-119 homolog	9.06	2	2	0	13416.095	1	
Q9VZX8	AT02196p	2.89	1	1	1	652.0292	1	
Q9W0M0	Dodecenoyl-CoA delta-isomerase	6.49	2	2	2	6713.446599999999	2	
Q8T088	WD repeat-containing protein 55 homolog	1.81	1	1	1	6840.6865	1	
Q7K2Y9	Protein N-terminal glutamine amidohydrolase	3.9	1	2	0	14752.357	2	
Q9VTC2	Biogenesis of lysosome-related organelles complex 1 subunit 4	5.33	1	1	0	5927.3833	1	
Q0KI28	Biogenesis of lysosome-related organelles complex 1 subunit 5	6.25	1	2	0	2770.6945	2	
Q9W3F7	Mitoguardin	4.19	2	3	2	1186.50535	2	
A1Z814	Oxysterol-binding protein	1.02	1	1	0	3245.703	1	
Q9W4F9	IP01388p	3.65	2	3	0	2787.8955	2	
E1JJR2	Nicotinic acetylcholine receptor alpha7, isoform E	1.77	1	1	0	3050.872	1	
Q7KMJ6	RNA-binding protein spenito	1.13	1	1	1	424.3428	1	
A0A0B4LHE6	Orcokinin, isoform B	12.6	2	2	2	2282.0837	1	
F0JAQ9	MIP27169p	5.85	2	3	0	2332.6536	2	
P18289	Transcription factor Jra	3.11	1	1	0	7413.3105	1	
Q9VMX1	KIF-binding protein	2.83	2	2	2	10422.95	1	
Q7K0F7	Carbonyl reductase, isoform A	4.51	2	3	2	7129.5167	2	
O18405	Surfeit locus protein 4 homolog	7.04	2	2	2	549.2401	1	
Q9VR55	LD29159p	8.71	1	3	1	4771.91604	2	
Q9VHH7	Adenosine deaminase-like protein	2.37	1	1	1	715.3984	1	
M9MRP5	Ecdysone-induced protein 63F 1, isoform C	4.42	1	1	0	2993.2383	1	
Q9BLX1	PDGF- and VEGF-related factor 1, isoform B	7.64	2	2	0	392.26633	1	
P54194	General odorant-binding protein 84a	4.57	1	1	1	2137.6648	1	
Q24468	Receptor protein serine/threonine kinase put	1.74	1	1	1	704.0388	1	
Q95RQ8	Zinc finger protein pita	2.34	2	6	2	8603.926300000001	5	
Q7KVT8	Orion, isoform B	3.1	2	2	0	2061.4758	1	
Q9VV26	GEO12049p1	6.84	1	4	1	46149.7112	4	
A0A0B4KEG0	NAD kinase 2, mitochondrial	2.18	1	1	0	752.81116	1	
Q9VPU0	RCC1-like domain-containing protein	2.2	1	1	1	951.74884	1	
A1Z971	Uncharacterized protein, isoform A	1.0	1	1	1	2290.4456	1	
Q24192	Ras-like GTP-binding protein RhoL	7.89	2	4	0	29005.3103	4	
Q8MKL1	UPF0598 protein CG30010	4.79	1	1	0	4766.773	1	
Q9W3C8	Carbonic anhydrase 3, isoform A	4.4	1	2	1	2184.90937	2	
M9PGK3	Uncharacterized protein, isoform I	1.54	2	3	0	2201.20138	3	
Q9VH09	Glycine cleavage system P protein	0.91	1	2	1	378.7041	1	
A1Z8Q0	Tweedlebeta	6.06	1	1	1	6153.095	1	
A1ZAG3	Protein G12	8.33	1	2	1	3314.658	2	
Q9W452	Peptidase S1 domain-containing protein	2.61	1	1	1	9949.62	1	
Q9Y166	BcDNA.GH02431	5.71	2	2	2	7480.6934	1	
Q7K1R6	LD46221p	7.98	2	3	2	1634.8212	1	
A0A0B4JCQ5	phosphatidate phosphatase	5.24	6	8	0	33293.8134	5	
Q6IJE8	HDC15077	17.04	2	5	2	33037.9138	4	
A1Z782	PX domain-containing protein kinase-like protein	2.32	1	3	0	690.5255	1	
Q9VVI0	SD09427p	1.81	1	1	1	4740.342	1	
A0A0B4KH70	Trivet, isoform F	4.22	2	2	0	9754.49665	2	
E1JIN2	Beaten path IIb, isoform C	1.98	1	2	0	14491.6046	2	
Q9VYI6	Coenzyme Q8	1.21	1	1	1	4758.1685	1	
Q9VYX5	Transmembrane protein 242	5.48	1	1	1	710.37225	1	
Q9W494	Crossveinless	8.17	2	4	2	15653.885	2	
Q7KN04	Spondin-1	0.92	1	1	1	475.9984	1	
Q9VEI2	Uncharacterized protein	2.33	1	1	1	3313.3108	1	
A0A0B4KHB7	AP complex subunit sigma	10.53	2	3	0	7718.32365	3	
A0A0B4K6Y7	Polychaetoid, isoform O	2.59	6	7	0	28504.5798	5	
Q8IQB4	Z band alternatively spliced PDZ-motif protein 66, isoform E	65.12	25	150	0	440.46677	1	
Q9V437	Pre-mRNA-splicing factor 18	3.53	1	2	1	4062.9256	2	
Q95NH6	Attacin-C	6.64	2	2	2	5902.5103	1	
Q9VZR2	Drosomycin-like 5	34.78	2	2	1	26921.639	1	
Q8MRQ1	GH06222p	1.49	1	1	0	1829.8224	1	
Q9VKQ3	Ribosome biogenesis protein WDR12 homolog	2.14	1	1	0	715.2699	1	
Q9VPR6	Kinase	2.59	1	1	1	848.3165	1	
Q7KRY6	Nucleosomal histone kinase 1	1.34	1	1	0	1774.9012	1	
M9PEL6	Geranylgeranyl transferase type-1 subunit beta	3.99	2	3	0	4815.9592	2	
Q9W0F9	Mitochondrial assembly of ribosomal large subunit protein 1	7.88	2	3	2	12820.5318	3	
Q9VMQ6	Cytochrome c oxidase assembly protein COX11, mitochondrial	4.15	1	2	1	1509.7727	2	
Q9W547	Large ribosomal subunit protein uL16m	3.29	1	1	1	338.19968	1	
E1JJS1	glutathione transferase	2.61	1	1	0	683.79553	1	
O18399	EG:152A3.5 protein (Fbgn0003116;pn protein)	3.95	2	2	2	2932.53645	2	
X2JAW9	Inwardly rectifying potassium channel 3, isoform C	3.9	1	1	1	443.22427	1	
Q9VAM2	Aminopeptidase	2.71	2	2	2	827.0114	1	
M9PEU6	Uncharacterized protein, isoform F	2.38	2	2	0	297.3569	1	
Q9VC27	Nicastrin	1.15	1	1	0	7245.7515	1	
Q9VR56	tRNA (guanine(9)-N(1))-methyltransferase Trmt10A	3.13	1	1	1	839.16595	1	
Q9VSP9	Acyl-CoA binding protein 5	9.76	1	1	1	7046.132	1	
Q9TVQ5	Transcription elongation factor SPT4	13.79	2	4	2	5765.88815	3	
E1JIS4	Uncharacterized protein	13.33	2	2	2	1864.24192	2	
Q7K2B0	Ribosomal RNA-processing protein 8	6.15	2	2	2	13721.5625	1	
A0A0B4KGW6	Sequence-specific single-stranded DNA-binding protein, isoform D	8.84	2	3	0	2090.08172	2	
A1ZAI5	Putative fatty acyl-CoA reductase CG5065	4.16	2	2	0	502.42883	1	
A0A0S0WIE7	Glutamate receptor IB, isoform D	0.81	1	2	0	6410.036	2	
A8MPH9	Transcription factor kayak, isoforms D/sro	2.49	1	1	0	746.14276	1	
Q7K490	SD03973p	4.07	2	2	2	5378.8433	1	
Q7KE33	Odorant binding protein c	9.4	1	1	1	552.5752	1	
A0A0B4LG67	Uncharacterized protein, isoform E	4.2	2	3	0	935.2753	1	
Q9VVT5	Dysbindin protein homolog	2.78	1	1	0	385.414	1	
O76876	Protein sex-lethal	3.71	2	3	0	12347.602200000001	3	
Q7KSC4	Mitochondrial pyruvate carrier 1	8.41	1	1	0	78121.24	1	
M9PGK1	Glycosyltransferase family 92 protein	3.52	2	2	0	501.6743	1	
B5A5T4	UPAR/Ly6 domain-containing protein qvr	4.43	1	3	0	3962.2450500000004	2	
Q8IMK6	Uncharacterized protein	5.72	1	1	1	13062.599	1	
Q02936	Protein hedgehog	2.34	1	1	1	3912.825	1	
Q6NN09	ATPase protein 9	5.07	1	11	1	342493.6723	10	
O76874	SD17974p	1.93	2	3	2	799.3055	1	
Q9VEB2	LD28404p	8.58	2	2	2	22279.291	1	
A0A9F2H0X3	Sidestep II, isoform C	0.75	1	1	0	486.31274	1	
Q9VGL2	GM08392p	2.65	1	1	1	4769.068	1	
Q9W541	Translation initiation factor eIF2B subunit epsilon	1.2	1	1	1	428.84744	1	
Q9VB59	Filamin-A	8.86	2	2	2	450.0705	1	
P41964	Drosomycin	31.43	2	2	0	13752.2	1	
Q9VAX9	MIP05919p	7.94	2	2	2	17319.787	1	
Q9VGH7	Chloride channel protein 2	1.26	2	6	2	816.04192	2	
Q9VL21	LD11652p	4.15	1	1	1	425.41003	1	
A0A0B4K7P8	Short stop, isoform Z	7.29	41	50	0	418.70502	1	
A0A0C4DHB8	WD repeat-containing protein 44	1.01	1	1	0	1876.3044	1	
Q58CJ5	GH01093p	2.34	2	2	0	14492.05	1	
P10735	Small ribosomal subunit protein uS12m	5.71	1	3	0	40605.077000000005	3	
Q8IRE4	tRNA (guanine(37)-N(1))-methyltransferase	3.94	2	3	2	6950.5064999999995	3	
Q9VK20	LD18447p	4.59	2	3	2	4553.9926000000005	2	
Q7KQM8	Uncharacterized protein, isoform D	6.92	2	2	0	24389.1816	2	
Q9VU87	Vacuolar protein-sorting-associated protein 36	4.51	2	2	2	3227.5725	1	
Q9VX38	CG8326-PA	6.33	2	2	2	18900.5238	2	
Q24574	Ubiquitin carboxyl-terminal hydrolase 47	0.64	1	1	1	2009.2689	1	
Q9VDY6	RNA polymerase II subunit M	2.45	1	2	1	380.74094	1	
Q0E985	RH74701p	13.33	1	1	1	5186.361	1	
Q9VCC2	RE50040p	4.86	2	2	2	12278.598	2	
M9PEX7	Leucine-rich repeat-containing protein 59	2.14	1	1	0	605.0254	1	
Q9VI83	G patch domain-containing protein 11	4.89	1	2	1	652.74725	1	
P04657	Cytochrome c-1	17.14	2	11	0	13922.772	2	
Q9VZE6	Ribosome biogenesis protein BRX1 homolog	1.95	1	1	1	1775.6708	1	
Q02926	Ribonucleoprotein RB97D	2.97	2	4	0	6943.745199999999	3	
Q8MKK3	Phosphopantothenoylcysteine decarboxylase	7.85	2	2	2	11590.122	2	
Q7JYV7	Adenylate kinase isoenzyme 6 homolog	4.57	1	1	1	1752.0923	1	
Q9VWF5	N-alpha-acetyltransferase 20	5.71	1	2	1	4066.6072000000004	2	
B7Z153	Dpr-interacting protein beta, isoform C	1.98	1	1	0	2792.9497	1	
Q4U2G8	FXNA-like protease	1.8	2	3	0	607.91846	1	
Q9W2C9	Lysyl oxidase-like 2	3.33	2	2	2	3865.8587	2	
Q9VGZ2	FI06805p	3.86	1	2	1	11932.5764	2	
Q9V785	SH3 domain-binding protein 5 homolog	1.47	1	2	1	4218.8935	2	
E1JHX0	MIP29328p	3.76	1	1	1	4021.8152	1	
Q9V451	Mst85C, isoform A	4.96	1	2	1	3572.4706	2	
Q9VUX2	E3 ubiquitin-protein ligase mind-bomb	0.98	1	1	1	423.9782	1	
D6W4V3	MIP19557p	4.74	1	2	0	2468.41306	2	
Q9W062	Microfibrillar-associated protein 1	2.3	1	1	1	2382.267	1	
Q9W391	Probable phosphorylase b kinase regulatory subunit alpha	1.28	2	2	0	5077.932000000001	2	
Q9V9R3	adenylate cyclase	0.6	1	1	1	3383.202	1	
Q9VX35	LD36501p	5.06	2	2	0	4673.1268	2	
P39205	Molybdenum cofactor synthesis protein cinnamon	1.33	1	1	1	462.08313	1	
Q9VUE5	LD17962p	1.45	2	3	1	8241.45756	3	
B8BPV3	Uncharacterized protein, isoform C	0.95	1	1	0	570.3122	1	
Q9VH14	Tissue inhibitor of metalloproteinase	7.14	2	3	2	12025.821100000001	3	
Q7KJ73	Tetraspanin	3.95	1	1	1	958.77295	1	
Q9VCZ7	Uncharacterized protein	3.49	1	2	1	16388.73593	2	
Q86PD7	Glutaminyl-peptide cyclotransferase	2.54	1	1	1	2845.9639	1	
Q8IRK0	GH04558p	1.52	1	1	1	17891.102	1	
D5SHR0	BTB/POZ domain-containing protein Tiwaz	1.91	1	1	1	3789.4417	1	
Q9VD04	Uncharacterized protein, isoform B	2.85	2	4	1	3816.996	1	
Q9W1B0	Serine/threonine-protein kinase Genghis Khan	0.55	1	1	1	564.38275	1	
A0A6M3Q6L8	Bruno 3, isoform Q	2.36	1	1	0	13388.989	1	
M9PDX4	Uncharacterized protein, isoform B	3.88	2	2	0	15697.521999999999	2	
M9PHU0	Uncharacterized protein, isoform C	1.37	1	1	0	508.3092	1	
Q6IIA4	Adenosine 5'-monophosphoramidase HINT3	15.11	2	2	2	3416.7659	1	
P29349	Tyrosine-protein phosphatase corkscrew	1.07	1	1	0	1650.1558	1	
Q9Y110	BcDNA.GH10711	1.48	1	1	1	1976.7487	1	
Q9W1H3	FI21285p1	3.25	1	1	1	1954.4114	1	
Q9VV21	GEO07736p1	16.26	1	1	1	40090.996	1	
A1Z9J6	Large ribosomal subunit protein mL53	6.45	1	1	1	3166.7212	1	
Q6II41	HDC19846	30.3	1	1	1	3690.0537	1	
Q9VDS3	Exit protein of rhodopsin and TRP A	10.34	1	1	1	922.19696	1	
Q9W2F6	RE36793p	7.09	1	1	1	7198.5186	1	
Q9VPW8	Protein pinocchio	4.42	1	1	1	356.8813	1	
A0A4D6K2J4	Aftiphilin, isoform E	1.38	2	2	0	2595.38884	2	
Q9VDM7	Trimethyllysine dioxygenase, mitochondrial	2.2	1	1	1	1804.4797	1	
A0A1Z1CN86	Uncharacterized protein, isoform D	11.9	1	2	0	349.87878	1	
M9PC30	Uncharacterized protein, isoform Q	23.41	7	12	0	62123.9371	10	
Q9VU02	Probable small nuclear ribonucleoprotein Sm D1	16.13	1	1	1	9884.412	1	
O46040	SET domain-containing protein SmydA-8, isoform A	3.9	2	3	0	1704.02873	3	
E1JIQ5	Exit protein of rhodopsin and TRP B, isoform A	8.85	1	2	1	10569.8479	2	
A8DYV9	GEO02589p1	10.53	1	2	1	9810.459	2	
Q9VY47	phosphatidylinositol-3,4-bisphosphate 4-phosphatase	1.48	2	2	1	749.5563	1	
Q7KSB7	Apoptotic signal-regulating kinase 1, isoform B	0.59	1	1	0	15917.01	1	
A1ZAX2	TP53-regulated inhibitor of apoptosis 1	20.45	2	3	1	4600.6668	2	
Q7K1H9	GH07575p	3.69	1	3	1	19639.052300000003	3	
A0A0B4KFZ1	Entomoglyceroporin 4, isoform F	5.72	2	2	0	11361.2262	2	
Q7JQN4	RNA helicase	1.66	1	1	1	789.97455	1	
Q9W0U6	Sulfatase-modifying factor enzyme-like domain-containing protein	4.46	1	1	1	459.55902	1	
Q7KPG8	CDK-activating kinase assembly factor MAT1	3.44	1	1	1	1844.8698	1	
B7Z0J4	COX assembly mitochondrial protein	13.75	1	1	1	455.69864	1	
Q4V4I9	Neuropeptide CCHamide-1	5.49	1	2	1	589.33124	1	
Q9VEA6	Protein AAR2 homolog	3.17	1	1	1	592.45886	1	
Q9VL14	REPTOR-binding partner	7.63	1	2	1	9526.66656	2	
Q9VGJ7	FI23918p1	1.01	1	1	1	520.05414	1	
Q8IPS9	Small integral membrane protein 8	10.59	1	3	1	6167.55454	3	
Q9VDR1	Mediator of RNA polymerase II transcription subunit 25	1.16	1	1	1	409.917	1	
Q24306	Death-associated inhibitor of apoptosis 1	3.2	1	2	0	555.2045	1	
Q9VG38	Suppressor of fused homolog	1.71	1	1	1	17614.717	1	
M9PCM2	Uncharacterized protein, isoform B	11.11	2	3	2	83089.163	2	
Q9VMM3	RE17389p	2.61	1	1	1	605.3606	1	
Q9W551	GEO02601p1	7.55	1	1	1	2698.3704	1	
A1A753	IP17594p	10.11	1	1	1	5478.901	1	
Q9V492	Mitochondrial inner membrane protein Mpv17	5.36	1	1	1	4140.725	1	
Q9VAG4	Vacuolar protein sorting-associated protein 16B	2.01	1	2	1	12490.9082	2	
