Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 128N, Sample, n/a, SF1g_M1	Abundances Count: F5: 128N, Sample, n/a, SF1g_M1	Modifications
Q7KLW9	Pre-mRNA-processing factor 19	16.04	8	15	8	135338.63794	14	
Q7KLX3	Translocon-associated protein subunit delta	24.7	4	18	4	209255.07708999998	13	
Q7KM15	Transcription factor BTF3	39.05	5	6	5	70173.2926	4	
Q7KMM4	Glucosidase II subunit alpha	4.0	4	5	4	5476.450199999999	2	
Q7KMP8	26S proteasome non-ATPase regulatory subunit 13	16.23	7	17	7	239663.6311	13	
Q7KMQ0	26S proteasome regulatory subunit 7	57.51	25	63	23	1200445.4206	52	
Q7KMQ6	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	3.5	2	2	0	531.2219	1	
Q7KMS3	Dynein light chain roadblock	22.68	3	4	3	12608.1611	4	
Q7KN61	Farnesyl pyrophosphate synthase	3.82	2	2	2	10550.9831	2	
Q7KN75	Dodeca-satellite-binding protein 1, isoform A	14.83	22	43	22	231437.93019	38	
Q7KN94	Electron transfer flavoprotein subunit alpha	78.48	21	113	21	4338627.67899	95	
Q7KND8	FI09619p	9.18	8	10	8	27225.157460000002	9	
Q7KNM2	Dorsal interacting protein 4	23.27	4	20	4	451025.95956	19	
Q7KRT4	GH07253p	2.47	1	1	0	2316.5098	1	
Q7KRZ3	Exocyst complex component 8	6.25	5	7	0	16149.6992	6	
Q7KS11	Uracil-DNA degrading factor, isoform B	9.49	3	6	3	16177.16284	6	
Q7KSD3	non-specific serine/threonine protein kinase	8.7	2	3	0	38354.526099999995	3	
Q7KSE4	GH05443p	5.39	4	5	4	16040.7669	5	
Q7KSM5	SUMO-activating enzyme subunit 1	30.56	9	17	9	220693.168	14	
Q7KSQ0	Citrate transport protein	26.81	10	28	10	989010.07955	25	
Q7KSQ2	Tyrosine-protein kinase	5.95	5	6	0	13111.8032	5	
Q7KSV7	Uncharacterized protein, isoform D	9.49	3	3	0	1154.12554	2	
Q7KSW3	pyridoxal 5'-phosphate synthase	42.19	11	42	1	259000.57271	30	
Q7KT11	Glyoxylate reductase/hydroxypyruvate reductase	59.2	13	35	0	724044.5514400001	28	
Q7KT58	GH08155p	7.03	4	6	4	18986.5858	5	
Q7KT70	FI18641p1	4.18	4	4	4	11551.57993	4	
Q7KTA1	HL01444p	20.43	10	22	10	138350.2524	18	
Q7KTG2	Apolipoprotein lipid transfer particle	3.85	19	26	19	135191.91862	24	
Q7KTJ7	Basigin, isoform G	28.55	19	87	5	3223756.30625	79	
Q7KTN9	FI01009p	4.26	3	3	0	6768.0736	2	
Q7KTP7	LP22840p	61.88	10	18	10	162844.03473	17	
Q7KTW5	Inositol-1-monophosphatase	56.12	16	54	16	2015540.7171000002	46	
Q7KUA4	SUMO-activating enzyme subunit	18.14	12	21	12	193292.34272000002	19	
Q7KUB3	Ecdysone-inducible gene E1, isoform A	3.03	4	5	4	18251.6008	3	
Q7KUC2	Pyridoxal kinase	36.18	11	37	10	460961.56409	33	
Q7KUD4	phospholipase A2	3.95	4	6	0	14748.479500000001	5	
Q7KUK9	Uncharacterized protein, isoform B	9.36	17	32	8	128360.89455	25	
Q7KUT5	Protein MIX23	21.01	3	4	0	14924.151539999999	4	
Q7KUU5	Sulfhydryl oxidase	13.41	4	7	0	34580.64652	5	
Q7KUW2	5' nucleotidase B, isoform B	5.56	4	6	0	18752.49664	5	
Q7KUX7	Eukaryotic translation initiation factor 4H	56.42	15	46	0	225824.27771	25	
Q7KV27	alanine transaminase	47.01	23	110	0	5760390.99854	100	
Q7KV34	Pinkman	39.06	24	47	24	1073735.68332	43	
Q7KV94	Purine nucleoside phosphorylase	6.52	2	2	1	10142.6081	2	
Q7KVB1	Iron-sulfur clusters transporter ABCB7, mitochondrial	3.67	3	3	0	638.1784	1	
Q7KVI9	Uncharacterized protein, isoform B	22.04	4	23	1	125675.22941	17	
Q7KVL7	Vacuolar protein sorting-associated protein 35	2.24	2	2	0	2087.0538	2	
Q7KVX1	Pyruvate dehydrogenase E1 component subunit alpha	48.76	18	101	0	2958987.09532	81	
Q7KY04	small monomeric GTPase	15.96	3	10	2	20734.506	2	
Q7PL91	GEO11417p1	26.6	3	13	3	164572.55584000002	10	
Q7PLE9	Ras-related protein Rab-21	8.56	2	3	1	4538.9844	1	
Q7PLI0	P120 catenin	10.5	10	17	10	114950.847	13	
Q7PLL3	Eukaryotic initiation factor 4B	33.12	15	31	2	227419.50142	28	
Q7PLS1	LD01937p	11.46	5	8	0	25608.14605	7	
Q7PLT4	Translocase of the inner mitochondrial membrane 17b, isoform A	24.28	4	7	4	29010.2377	4	
Q7YU88	SD08871p	5.67	6	8	0	6493.49856	5	
Q86B44	Glutathione synthetase	11.03	6	11	0	55763.71665	8	
Q86B74	WASp, isoform C	16.19	7	10	0	14739.15653	6	
Q86B93	Uncharacterized protein, isoform D	8.54	1	1	0	7210.469	1	
Q86BG8	Terminal ADP-ribose protein glycohydrolase 2, isoform C	5.62	2	2	0	7642.4030999999995	2	
Q86BI3	Zinc-finger protein at 72D, isoform B	17.31	15	26	3	132433.80361	21	
Q86BM0	Uncharacterized protein, isoform A	30.62	8	23	8	129373.00199	16	
Q86BM5	A kinase anchor protein 200, isoform D	20.07	15	41	3	482481.02441	37	
Q86BP1	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	29.79	10	25	0	346024.34735	24	
Q86BQ4	Histidine triad nucleotide binding protein 1, isoform B	65.08	6	28	0	726940.4578699999	26	
Q86BR8	Mitochondrial transcription factor A, isoform B	37.68	13	45	0	352620.88979	43	
Q86BS3	Chromator, isoform A	27.65	20	50	20	197269.39312	40	
Q86BS7	Glycogen debranching enzyme	3.17	6	9	0	24519.57186	7	
Q86PD3	Persulfide dioxygenase ETHE1, mitochondrial	21.51	7	17	7	189935.17344	16	
Q86PF5	PRKCA-binding protein	8.62	5	7	0	23548.9286	5	
Q8I099	Uncharacterized protein, isoform A	16.56	5	8	5	75955.3015	7	
Q8I0D4	RE20510p	20.9	17	39	0	938427.65734	30	
Q8I0J3	Mitochondrial ribosomal protein S21, isoform A	35.63	3	6	3	23046.857799999998	5	
Q8I0P9	acid phosphatase	1.76	1	2	0	8772.2833	2	
Q8I725	Glyoxylate reductase/hydroxypyruvate reductase	23.63	10	20	10	128763.21047	19	
Q8I930	GH14147p	4.68	3	4	0	8088.3305	3	
Q8I941	GH16843p	28.83	7	29	7	211016.83933	25	
Q8IGI1	Misexpression suppressor of KSR 2, isoform J	18.8	8	19	1	13215.7331	4	
Q8IGY1	RE08101p	33.61	41	326	0	7763810.35864	145	
Q8IH23	GEO02102p1	43.7	5	11	5	48973.9458	9	
Q8IM93	FI18814p1	36.72	17	40	17	197687.65423	27	
Q8IMF4	RE24176p	10.11	5	7	0	15879.563570000002	5	
Q8IMJ0	VhaAC45-related protein, isoform A	16.41	7	31	0	469272.11503	24	
Q8IMK7	Alphabet, isoform B	7.28	3	4	0	20071.6723	3	
Q8IMQ8	RH29536p	33.72	10	31	0	475508.64045	28	
Q8IMT3	IP12392p	5.95	3	4	3	5873.6296	2	
Q8IMT6	FI01822p	6.64	3	6	3	39869.50987	5	
Q8IMU2	RE10237p	13.88	3	5	0	19766.4285	4	
Q8IMV6	Scaffold attachment factor B, isoform B	4.42	3	3	3	801.1159	1	
Q8IMX4	FI04408p	6.6	2	7	0	22527.228000000003	6	
Q8IMX8	U6 snRNA-associated Sm-like protein LSm3	40.78	4	13	4	88473.40973	11	
Q8IN49	MIP05539p	7.19	7	14	7	79774.1851	11	
Q8IN51	FI17609p1	21.17	3	9	3	35676.896179999996	6	
Q8IN95	Nuclear migration protein nudC	5.56	2	2	2	2131.52287	2	
Q8INA9	Fasciclin 1, isoform C	43.97	29	147	1	31190.5298	4	
Q8ING0	Peptidase S1 domain-containing protein	6.92	4	8	4	20009.87858	5	
Q8INH5	Aminopeptidase	5.65	6	9	0	19851.34386	9	
Q8INQ9	LIM domain-containing protein	10.63	4	5	0	20058.782	5	
Q8INU6	Glyoxylate reductase/hydroxypyruvate reductase	16.21	6	16	4	31655.829999999998	7	
Q8IP52	RE16941p	3.69	4	4	4	578.542	1	
Q8IP62	Small ribosomal subunit protein mS23	23.28	4	4	4	8292.145779999999	4	
Q8IP80	ethanolamine-phosphate cytidylyltransferase	24.93	10	32	1	349884.7411	26	
Q8IP94	threonine--tRNA ligase	5.36	4	6	0	26193.358	5	
Q8IP97	Peroxin-19	54.11	10	30	10	692623.30575	26	
Q8IPA5	RE15581p	6.07	2	2	0	15089.6	1	
Q8IPB1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	37.93	6	9	0	25912.5159	8	
Q8IPD8	Cuticular protein 30F	40.41	6	12	6	140695.70996	11	
Q8IPE8	Trifunctional enzyme subunit alpha, mitochondrial	62.77	38	117	1	2138033.87785	101	
Q8IPG8	Uncharacterized protein	17.77	4	12	4	54341.2589	11	
Q8IPK0	Stathmin, isoform B	5.3	2	2	0	1941.121	1	
Q8IPP8	Ketoreductase domain-containing protein	45.31	9	24	8	302803.25305	17	
Q8IPQ6	Polymerase (DNA-directed), delta interacting protein 2, isoform B	6.5	2	2	0	761.3466	1	
Q8IPT0	ER membrane protein complex subunit 10	18.94	4	4	0	41356.034739999996	3	
Q8IPT9	SD05439p1	36.84	12	19	0	409668.6547	15	
Q8IPU3	hydroxyacylglutathione hydrolase	29.31	9	60	0	824543.26858	47	
Q8IPU7	BNIP3, isoform C	10.17	2	3	0	10260.84194	3	
Q8IPW1	Arouser, isoform A	10.81	8	14	0	25969.51795	11	
Q8IPZ5	Uncharacterized protein, isoform B	15.12	8	14	0	27719.09753	13	
Q8IQ99	PAR-domain protein 1, isoform J	4.11	3	4	0	18714.6526	4	
Q8IQB7	MIP21654p	9.44	3	5	3	1667.0046	1	
Q8IQB8	Tequila, isoform D	5.66	7	7	1	18419.5614	5	
Q8IQC6	Small VCP interacting protein, isoform A	42.68	6	10	6	37176.447629999995	9	
Q8IQD3	Uncharacterized protein, isoform C	5.3	3	6	3	50024.59661	5	
Q8IQD7	Phospholipid scramblase	5.15	1	3	0	13712.482899999999	3	
Q8IQE6	Insulin receptor substrate 53 kDa, isoform A	7.34	9	17	2	61621.88572	12	
Q8IQH0	FI12817p	5.22	8	11	0	32495.258	8	
Q8IQM5	Uncharacterized protein, isoform A	20.82	6	14	1	84608.08411	12	
Q8IQM9	folate gamma-glutamyl hydrolase	6.43	3	5	3	6306.43112	3	
Q8IQQ0	2-oxoglutarate dehydrogenase, mitochondrial	15.63	17	30	1	82128.01957	27	
Q8IQT0	Gamma-glutamylcyclotransferase	8.72	2	3	1	33482.386	3	
Q8IQV4	Lysosome-associated membrane glycoprotein 2-like luminal domain-containing protein	2.71	2	4	2	20594.5154	4	
Q8IQW5	RE23625p	79.17	16	78	4	2435603.8382200003	59	
Q8IR41	Uncharacterized protein, isoform C	0.61	1	1	0	2795.9702	1	
Q8IR72	FI19011p1	10.06	1	3	1	10482.764	2	
Q8IR76	FAD synthase	12.59	4	7	0	21636.09259	7	
Q8IRD0	RH17559p	42.86	3	12	3	121274.5782	10	
Q8IRD3	Glutathione peroxidase	51.68	11	86	0	3102626.95937	74	
Q8IRH0	Puromycin-sensitive aminopeptidase	14.15	17	31	0	175291.42287	26	
Q8IRI5	Trio, isoform D	8.83	7	10	0	35079.7777	8	
Q8IRQ5	fumarate hydratase	74.95	29	186	0	6861717.94496	148	
Q8MKK1	AaRS-interacting multifunctional protein 3	15.08	3	6	3	42164.152799999996	5	
Q8MLP9	GEO08457p1	16.96	2	5	2	8907.96123	5	
Q8MLQ0	FI14118p	21.05	2	3	2	55539.070999999996	3	
Q8MLS1	5-formyltetrahydrofolate cyclo-ligase	17.91	4	14	4	103396.4347	11	
Q8MLS2	ribose-5-phosphate isomerase	25.31	5	5	5	41247.6295	5	
Q8MLW0	Receptor protein-tyrosine kinase	0.8	1	1	0	790.78125	1	
Q8MLW4	Uncharacterized protein, isoform A	31.39	8	17	8	185511.2586	15	
Q8MMD2	Epidermal growth factor receptor pathway substrate clone 15, isoform B	32.55	32	79	0	1976178.69293	73	
Q8MQP2	MIP16184p	7.0	2	5	0	51434.104699999996	4	
Q8MRI4	Diphthine--ammonia ligase	5.99	5	5	5	22182.80952	3	
Q8MRM0	GH16740p	23.63	6	17	6	113102.5289	14	
Q8MRS5	AT03104p	3.18	3	3	0	1931.4011	1	
Q8MRT7	SD26038p	13.22	3	7	3	46604.341700000004	7	
Q8MS69	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	4.73	2	3	2	6350.3852	2	
Q8MSB1	E3 ubiquitin-protein transferase MAEA	11.17	4	4	4	4028.6119	2	
Q8MSI2	GH15296p	77.78	17	127	17	8153362.07961	107	
Q8MSS7	Small ribosomal subunit protein uS2m	13.26	3	4	3	7562.391030000001	3	
Q8MST5	Tubulin beta chain	47.92	18	97	0	900410.3966	39	
Q8MT58	Carnosine dipeptidase 2, isoform A	44.77	20	64	4	1717459.57896	58	
Q8MZ07	GEO07581p1	10.96	2	5	2	15222.8174	3	
Q8MZI3	RNA helicase	17.36	13	23	6	140161.23364	15	
Q8SWS2	RE29468p	39.05	5	14	0	200874.40124	10	
Q8SWS3	RE26528p	17.13	2	3	2	96431.937	3	
Q8SWZ6	RH51312p	8.33	2	3	2	3972.54804	2	
Q8SX06	GEO08318p1	6.17	1	1	1	498.5518	1	
Q8SX35	GEO07743p1	33.33	3	8	1	58613.643599999996	7	
Q8SX50	RE04530p	14.96	6	11	0	37025.38903	9	
Q8SX54	CLIP domain-containing serine protease	2.78	1	1	1	817.6032	1	
Q8SX57	LD44221p	42.41	8	19	8	147445.0343	17	
Q8SX78	LD05679p	19.7	8	11	8	27551.304500000002	8	
Q8SX89	Kugelkern, isoform A	9.82	5	6	5	31555.477	5	
Q8SXC2	FI04487p	7.56	4	4	4	6627.3062199999995	3	
Q8SXD5	GH02216p	53.85	11	59	2	680906.8682	45	
Q8SXE1	RH69521p	6.23	3	3	3	354.93066	1	
Q8SXF0	Small ribosomal subunit protein uS9m	8.35	4	9	4	69343.5399	7	
Q8SXF2	RH40246p	10.75	5	7	5	19982.060899999997	5	
Q8SXG7	tRNA selenocysteine-associated protein 1	5.06	2	2	2	6554.0764	2	
Q8SXK0	RE18748p	10.55	3	3	3	4439.53765	3	
Q8SXM8	Lysine--tRNA ligase	21.95	13	35	0	167135.43055	30	
Q8SXP8	TAR DNA-binding protein 43	9.98	5	5	2	25469.384000000002	3	
Q8SXQ1	aldehyde dehydrogenase (NAD(+))	28.15	13	30	13	141967.55816000002	19	
Q8SXQ5	Glutaredoxin-related protein 5, mitochondrial	10.06	2	6	2	182652.0147	3	
Q8SXS0	RE40914p	11.92	4	6	4	10249.489000000001	5	
Q8SXX1	Phosphatidylinositol 5-phosphate 4-kinase, isoform A	35.15	13	28	13	368161.18415	23	
Q8SY13	Beaten path IIIc, isoform A	8.62	4	6	0	20027.3845	5	
Q8SY19	Microsomal glutathione S-transferase 1	13.16	2	10	1	180309.5434	8	
Q8SY58	Ketimine reductase mu-crystallin	6.48	2	3	2	2430.719	1	
Q8SY67	lysozyme	35.85	3	3	3	90205.47929999999	3	
Q8SY69	MICOS complex subunit MIC10	29.17	3	11	3	349932.9903	10	
Q8SYC4	RE68566p	1.97	1	1	1	760.4559	1	
Q8SYD9	Endophilin B, isoform A	57.69	19	89	0	2070400.80873	81	
Q8SYG3	E2 ubiquitin-conjugating enzyme	52.98	9	22	1	324146.28202	17	
Q8SYH8	RE57644p	19.78	5	13	1	81732.10500000001	8	
Q8SYJ2	GEO09626p1	61.45	8	53	8	3596033.34135	49	
Q8SYN0	RE52086p	9.56	4	5	4	9690.456629999999	3	
Q8SYQ4	RE42475p	52.03	10	68	10	1368927.26304	59	
Q8SYQ8	RE40412p	32.35	5	10	5	53674.5867	10	
Q8SZK5	RH26533p	10.93	3	5	3	14168.20386	5	
Q8SZK9	HL04814p	47.19	11	54	11	2910127.03975	47	
Q8SZM2	RH04334p	28.15	10	38	10	1566957.31471	33	
Q8SZN1	GEO08217p1	51.61	7	31	3	749681.6020600001	28	
Q8T0I9	GH27479p	23.63	10	27	1	321191.28566999995	21	
Q8T0J5	GH26851p	29.62	9	33	0	589378.15185	30	
Q8T0N5	GH17516p	16.56	6	16	6	213849.45318	15	
Q8T0U6	Serine/threonine-protein phosphatase	12.15	6	13	0	31337.4907	6	
Q8T0V2	GH02495p	21.25	10	23	0	134273.63032	19	
Q8T389	Endophilin B	56.35	18	77	0	5598.433	1	
Q8T3V6	Large ribosomal subunit protein uL29m	6.27	2	2	2	524.04456	1	
Q8T3W8	Venom allergen-1	20.61	6	10	0	85570.16884	9	
Q8T4G5	AFG3 like matrix AAA peptidase subunit 2, isoform A	26.51	22	41	2	395032.18176	35	
Q8T6I0	Achaete scute target 1, isoform B	50.94	25	77	0	1581700.18117	64	
Q8T972	N-terminal E2 ubiquitin-conjugating enzyme	6.49	1	2	0	19704.3027	2	
Q8WR19	AFGF intracellular binding protein	2.23	1	1	1	11113.735	1	
Q94513	Boundary element associated factor	12.41	5	12	1	27097.6905	6	
Q94533	Ribosomal protein S6 kinase	5.31	3	7	3	34409.64448	7	
Q95NU8	GH16255p	16.25	8	18	8	143435.73618	16	
Q95NV8	Allatostatin C, isoform B	9.92	1	4	0	26093.82613	3	
Q95PE4	GEO07784p1	6.17	1	1	1	740.1619	1	
Q95R34	GH16463p	9.71	3	4	3	11345.8609	2	
Q95R98	Protein phosphatase methylesterase 1	12.22	5	11	5	47284.4915	7	
Q95RB1	Pre-mRNA-splicing factor RBM22	18.66	8	19	8	47082.4875	16	
Q95RB2	Cuticular protein 49Ae	81.34	9	171	9	13442117.09536	136	
Q95RE4	LD37574p	44.32	15	30	1	40854.94745	22	
Q95RF6	LD34461p	43.27	5	7	5	56218.4946	5	
Q95RI2	LD28549p	27.78	9	14	9	45609.51481	9	
Q95RI7	Survival of motor neuron-related-splicing factor 30	24.69	6	8	1	35860.62116	8	
Q95RQ1	LD16414p	3.71	2	2	2	1652.1589	1	
Q95RR6	LD15002p	64.6	17	77	0	60472.7961	3	
Q95RS6	Phenoloxidase-activating factor 2	17.34	6	13	6	99388.1355	13	
Q95RV5	Ribulose-phosphate 3-epimerase	12.22	2	4	2	239548.52899999998	4	
Q95RY2	LD01461p	20.61	5	11	1	88974.5448	9	
Q95SH0	GH26463p	5.58	5	6	5	9060.987	1	
Q95SH2	Charged multivesicular body protein 1, isoform A	33.99	9	38	9	291269.42551	28	
Q95SH7	GH26007p	7.94	2	3	2	2380.36823	2	
Q95SI7	GH23390p	75.09	17	43	17	1439146.76811	38	
Q95SN8	GH12395p	26.76	5	14	5	187442.8861	11	
Q95TK5	LD44914p	12.95	7	17	7	73780.46138	13	
Q95TL8	Endoplasmic reticulum protein 44, isoform A	30.58	13	39	0	527786.18116	33	
Q95TP0	LD34582p	1.97	1	1	1	4143.2607	1	
Q95TZ7	GH19182p	79.35	28	155	0	2647910.8437200002	112	
Q95U15	GH14252p	82.05	32	274	0	1188168.54495	24	
Q95U34	GH11113p	20.41	10	36	10	321336.71857	29	
Q95WY3	Nucleolar protein 56	9.68	5	6	5	63081.2948	6	
Q960D4	SD06560p	22.09	14	22	0	140785.86768	20	
Q960M4	Peroxiredoxin-5	64.74	12	97	12	4911304.34104	79	
Q960Y8	Aluminum tubes, isoform G	21.28	19	34	0	133655.86873	26	
Q961B3	5'-nucleotidase domain-containing protein 1	4.49	3	5	0	8604.9226	4	
Q961B9	LD24073p	8.37	4	4	4	14006.31	1	
Q961C8	LD22649p	15.3	5	10	0	30680.47804	8	
Q961E7	phosphorylase kinase	10.74	5	5	1	19559.4274	3	
Q961K6	GH19047p	4.19	3	3	3	9832.98116	3	
Q961Q8	GH10454p	10.86	5	7	5	44095.0284	5	
Q961T9	GH07914p	35.88	6	11	6	99317.0435	9	
Q961X4	Combover, isoform B	10.01	8	13	0	60993.04316	10	
Q966T5	Paxillin, isoform D	37.06	7	18	2	50444.234599999996	7	
Q967S0	Amidophosphoribosyltransferase	10.97	6	11	0	34076.15105	10	
Q9I7I3	GH12831p	9.56	3	4	3	5576.9558400000005	4	
Q9I7J0	GH21596p	73.37	11	57	11	1565174.06424	46	
Q9I7K3	N-acyl-aliphatic-L-amino acid amidohydrolase	3.49	2	4	2	36944.8397	3	
Q9I7L9	Uncharacterized protein, isoform A	15.91	6	8	0	18874.22899	8	
Q9I7M3	Uncharacterized protein, isoform A	48.17	12	30	1	902405.01958	27	
Q9I7Q5	Cuticular protein 65Au, isoform A	65.09	7	19	7	1324589.89546	17	
Q9NCC3	Sorting nexin	14.34	8	16	8	85115.26118	16	
Q9NF31	EG:BACN25G24.3 protein (Fbgn0004860;ph-d protein)	2.35	3	3	0	387.59406	1	
Q9U1K7	Thioredoxin domain-containing protein 17	16.3	3	10	3	55082.69	6	
Q9U1L2	EG:BACR7A4.14 protein	37.05	9	16	9	139645.0114	14	
Q9U6P7	FI18813p1	14.35	7	9	7	49086.01074	9	
Q9U6R9	Gamma-soluble NSF attachment protein	57.28	17	44	15	843332.7860600001	41	
Q9U9Q2	Neosin, isoform A	12.13	5	6	5	22530.2156	4	
Q9V393	Kurtz arrestin	10.0	5	9	5	76571.9378	7	
Q9V396	Carbonic anhydrase	46.67	12	54	12	1229841.6556	46	
Q9V3A8	Ergic53, isoform A	11.13	7	10	7	46765.7885	7	
Q9V3C8	DShc protein	3.42	2	3	2	5662.946	1	
Q9V3D9	Signal recognition particle 54 kDa protein	13.19	8	16	8	119341.10359	14	
Q9V3E3	Large ribosomal subunit protein mL50	10.05	2	3	2	6647.0206	2	
Q9V3E7	LD24793p	42.48	12	35	12	339962.37383	29	
Q9V3E9	RNA polymerase II-associated protein 3	5.24	3	4	3	17310.0146	4	
Q9V3F8	Pyrroline-5-carboxylate reductase	25.71	5	13	5	250784.1546	13	
Q9V3H0	DNAation factor-related protein 4	4.22	2	2	2	766.4363	1	
Q9V3I0	EG:BACR42I17.2 protein	6.09	2	8	2	41180.41052	8	
Q9V3L7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	48.0	4	6	4	117535.25039999999	6	
Q9V3N7	dihydropyrimidinase	38.03	21	56	6	1004277.6531700001	48	
Q9V3N9	B6	5.73	4	6	4	48294.9253	4	
Q9V3P3	LD45860p	40.0	10	21	10	549763.50081	19	
Q9V3Q4	thioredoxin-dependent peroxiredoxin	11.16	3	9	3	78106.4995	8	
Q9V3R3	GPN-loop GTPase	5.5	2	3	2	8306.5645	2	
Q9V3T8	LD32469p	14.36	4	5	4	56328.8438	5	
Q9V3U6	26-29kD-proteinase	24.41	11	43	11	1715743.2751000002	39	
Q9V3V2	peptidylprolyl isomerase	67.59	13	44	1	883690.17339	41	
Q9V3V6	26S proteasome regulatory complex subunit p50	53.27	21	64	20	1838847.7808100001	55	
Q9V3V9	Endonuclease G inhibitor, isoform A	47.63	16	37	16	629709.36568	34	
Q9V3W2	GM23292p	61.08	12	86	12	2317024.16086	75	
Q9V3W7	LD40489p	41.18	10	24	10	148829.52814	17	
Q9V3W9	UV excision repair protein RAD23	28.5	9	33	4	171636.06456	25	
Q9V3Y4	LD43650p	6.65	2	4	2	3202.5435	1	
Q9V3Y7	Uncharacterized protein, isoform A	37.54	11	33	11	201288.2341	28	
Q9V3Z4	GH11341p	22.31	12	31	12	175798.20094	23	
Q9V3Z9	HL02234p	46.21	14	53	14	2895735.88218	37	
Q9V400	Integrin linked kinase, isoform A	6.7	4	6	3	11584.132	5	
Q9V405	26S proteasome regulatory subunit 6B	41.65	19	51	11	722837.41894	42	
Q9V406	Activator protein 4	9.03	7	16	7	37868.45715	10	
Q9V420	FI02878p	13.91	5	10	5	75900.7014	10	
Q9V428	Ras suppressor protein 1	29.33	9	20	9	198964.16355	18	
Q9V434	Asparagine--tRNA ligase, cytoplasmic	4.66	3	5	3	26309.015399999997	3	
Q9V436	26S proteasome non-ATPase regulatory subunit 8	29.17	7	12	7	191094.23473999999	8	
Q9V455	Importin subunit alpha	15.95	9	16	9	215605.51090999998	13	
Q9V470	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	33.41	15	35	15	495544.93457	34	
Q9V491	Plexin A, isoform A	1.03	2	2	0	1326.78314	2	
Q9V4C1	Uncharacterized protein, isoform E	29.3	23	61	0	971775.2797	51	
Q9V4D9	Purine-rich binding protein-alpha, isoform B	64.0	17	75	0	1649635.96618	62	
Q9V4E0	Complex I-49kD	26.28	9	14	8	125261.79516	11	
Q9V4E7	Transporter	3.62	3	6	2	8636.42561	5	
Q9V7W9	Nuclear inhibitor of protein phosphatase 1	8.88	3	3	3	7173.5471	3	
Q9V9M7	Large ribosomal subunit protein eL21	35.22	6	13	6	120750.25097	11	
Q9V9Q4	LD43819p	24.01	9	22	9	284115.2143	17	
Q9V9S0	Lysosome-associated membrane glycoprotein 5	8.81	2	5	2	112721.79476	3	
Q9V9T5	GM14617p	15.04	10	14	1	20124.22403	9	
Q9V9T9	Beta-glucuronidase	2.62	2	2	2	3145.59664	2	
Q9V9U0	RE35358p	10.11	2	3	2	900.5081	2	
Q9V9U7	Tubulin-specific chaperone A	24.55	4	12	4	72761.93556	12	
Q9V9V0	Cleavage stimulation factor subunit 1	6.6	3	3	3	5712.74655	3	
Q9V9V4	CRAL-TRIO domain-containing protein	13.76	5	13	5	139297.55599999998	13	
Q9V9W2	Large ribosomal subunit protein eL6	21.4	7	29	0	455865.60344	19	
Q9V9W4	GH08048p	3.6	2	2	2	1804.6663	1	
Q9V9Y6	Carbonic anhydrase	2.65	1	2	1	4199.59646	2	
Q9VA09	Guanylate cyclase soluble subunit beta-1	4.57	5	9	5	61174.510800000004	7	
Q9VA18	Coiled-coil-helix-coiled-coil-helix domain containing 3	78.92	20	89	20	2658026.78717	83	
Q9VA32	Cuticular protein 100A	15.35	4	16	4	112601.46065	10	
Q9VA34	LP06141p	3.64	4	5	4	14426.85303	5	
Q9VA36	CIN85 and CD2AP related, isoform C	17.91	16	33	0	151446.37058000002	23	
Q9VA41	GEO08227p1	42.04	6	16	2	114078.6204	6	
Q9VA42	Niemann-Pick type C-2g, isoform A	49.69	7	22	4	633507.86256	17	
Q9VA56	GH23271p	60.79	20	66	1	1852.3036	1	
Q9VA69	procollagen-proline 4-dioxygenase	1.27	1	3	1	19576.846	3	
Q9VA71	FI19924p1	6.19	3	3	3	13434.39383	3	
Q9VA76	IP18706p	11.33	4	8	4	22455.4971	5	
Q9VA95	Trafficking protein particle complex subunit	5.52	1	2	1	5424.3425	2	
Q9VA97	Pyridoxal phosphate homeostasis protein	34.25	10	19	10	264288.75547	18	
Q9VAA6	GEO12235p1	10.76	2	6	2	32826.8411	6	
Q9VAA9	JIL-1 anchoring and stabilizing protein, isoform A	16.21	9	20	9	82609.17199	16	
Q9VAC1	GM14349p	63.31	21	113	21	7790532.95626	92	
Q9VAC4	GEO09167p1	23.08	3	12	3	328964.515	10	
Q9VAC9	Uncharacterized protein, isoform A	28.12	9	17	1	29889.82914	13	
Q9VAD4	Translation initiation factor eIF2B subunit alpha	8.5	3	4	3	11153.3249	2	
Q9VAD7	RH37294p	11.56	2	3	2	3388.81795	3	
Q9VAG3	trypsin	11.46	3	6	3	46683.832800000004	5	
Q9VAG9	3'(2'),5'-bisphosphate nucleotidase 1	20.92	7	10	7	28461.22553	6	
Q9VAI9	GEO07291p1	62.25	9	62	5	3362003.82152	47	
Q9VAJ9	Mitochondrial 2-oxoglutarate/malate carrier protein	23.34	8	14	8	97426.0148	13	
Q9VAL5	protein-tyrosine-phosphatase	2.29	3	4	0	6430.7484	3	
