Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 129N, Sample, n/a, Earth_M2	Abundances Count: F5: 129N, Sample, n/a, Earth_M2	Modifications
Q7K569	Glycerol-3-phosphate dehydrogenase	35.36	26	53	26	1286721.75736	47	
Q7K5J8	Cuticular protein 57A, isoform A	45.11	7	14	7	421331.52275	12	
Q7K5M6	GH04176p	20.95	6	11	6	212629.5499	10	
Q7K7G0	Coatomer subunit delta	28.44	13	24	0	435153.6174	24	
Q7K860	FI07231p	39.22	7	12	7	2009365.443	11	
Q7K8X7	Glutathione S transferase E9	33.03	7	15	7	359043.49944	12	
Q7K9H6	Zinc finger FYVE domain-containing protein	4.77	4	5	4	1466.7719	2	
Q7KJ08	receptor protein-tyrosine kinase	2.12	3	4	3	43966.1864	4	
Q7KK90	GH14654p	55.8	9	28	9	1970406.6316	24	
Q7KKI0	T-complex protein 1 subunit epsilon	26.94	14	19	0	369378.5397	17	
Q7KLE5	Amphiphysin	49.67	26	71	3	2893006.74309	62	
Q7KLW9	Pre-mRNA-processing factor 19	16.04	7	10	7	98697.40030000001	9	
Q7KLX3	Translocon-associated protein subunit delta	24.7	4	23	4	611853.7302999999	11	
Q7KM15	Transcription factor BTF3	32.54	4	7	4	216398.91	7	
Q7KMM4	Glucosidase II subunit alpha	3.9	4	4	4	31895.572419999997	4	
Q7KMP8	26S proteasome non-ATPase regulatory subunit 13	28.53	10	21	10	557715.3975	21	
Q7KMQ0	26S proteasome regulatory subunit 7	51.73	22	57	20	1713100.2354	53	
Q7KMS3	Dynein light chain roadblock	43.3	3	5	3	91964.8114	5	
Q7KN75	Dodeca-satellite-binding protein 1, isoform A	19.75	24	36	24	731614.64884	35	
Q7KN94	Electron transfer flavoprotein subunit alpha	71.52	18	114	18	5469176.01232	103	
Q7KND8	FI09619p	3.7	3	3	3	74930.035	3	
Q7KNM2	Dorsal interacting protein 4	26.42	6	14	6	772014.245	13	
Q7KRT4	GH07253p	4.94	2	2	0	8017.2362	2	
Q7KRZ3	Exocyst complex component 8	5.36	4	4	0	33108.86496	4	
Q7KS11	Uracil-DNA degrading factor, isoform B	12.66	4	6	4	54261.34925	6	
Q7KSD3	non-specific serine/threonine protein kinase	13.77	6	10	1	395915.0287	10	
Q7KSE4	GH05443p	2.78	2	2	2	24071.048000000003	2	
Q7KSM5	SUMO-activating enzyme subunit 1	29.08	9	15	9	903974.9598000001	15	
Q7KSQ0	Citrate transport protein	28.71	10	26	10	1840786.0777	23	
Q7KSQ2	Tyrosine-protein kinase	2.21	2	3	0	34007.415	2	
Q7KSV7	Uncharacterized protein, isoform D	12.54	3	3	0	14129.999	2	
Q7KSW3	pyridoxal 5'-phosphate synthase	45.99	12	24	1	673901.2286	20	
Q7KT11	Glyoxylate reductase/hydroxypyruvate reductase	76.07	16	43	0	1502972.43959	43	
Q7KT58	GH08155p	3.52	2	3	2	34379.607	3	
Q7KT70	FI18641p1	2.93	3	3	3	17693.88707	3	
Q7KTA1	HL01444p	17.1	7	10	7	180122.9938	9	
Q7KTG2	Apolipoprotein lipid transfer particle	5.72	25	28	25	366088.09914	24	
Q7KTJ7	Basigin, isoform G	22.69	14	67	3	3908934.4066	62	
Q7KTN9	FI01009p	3.11	2	2	0	14453.5164	2	
Q7KTP7	LP22840p	31.49	5	7	5	228623.8663	7	
Q7KTW5	Inositol-1-monophosphatase	52.88	17	62	17	2363417.40913	57	
Q7KUA4	SUMO-activating enzyme subunit	18.71	11	17	11	634869.6404	16	
Q7KUC2	Pyridoxal kinase	38.49	11	26	10	675148.57104	24	
Q7KUD4	phospholipase A2	2.93	3	3	0	4059.5004	2	
Q7KUK9	Uncharacterized protein, isoform B	7.73	13	14	8	2055037.9743000001	14	
Q7KUL1	Dally-like, isoform C	4.58	3	3	0	62795.816	3	
Q7KUT5	Protein MIX23	26.89	4	6	0	71360.3428	6	
Q7KUU5	Sulfhydryl oxidase	19.16	5	7	0	133451.3445	6	
Q7KUW2	5' nucleotidase B, isoform B	7.68	5	6	0	36736.997	2	
Q7KUX7	Eukaryotic translation initiation factor 4H	46.09	14	24	0	437587.389	16	
Q7KV27	alanine transaminase	51.76	27	130	0	10360847.9691	120	
Q7KV34	Pinkman	38.9	26	40	26	1431829.3817	39	
Q7KV94	Purine nucleoside phosphorylase	7.08	2	2	0	17861.438000000002	2	
Q7KVB1	Iron-sulfur clusters transporter ABCB7, mitochondrial	1.27	1	1	0	9461.463	1	
Q7KVI9	Uncharacterized protein, isoform B	22.04	4	19	1	105721.63124	14	
Q7KVL7	Vacuolar protein sorting-associated protein 35	0.87	1	1	0	30890.807	1	
Q7KVX1	Pyruvate dehydrogenase E1 component subunit alpha	46.05	19	92	0	8121553.8357	82	
Q7KY04	small monomeric GTPase	21.13	4	7	3	17055.6286	2	
Q7PL91	GEO11417p1	19.15	3	8	3	746538.6182	7	
Q7PLE9	Ras-related protein Rab-21	12.16	3	3	0	12352.700700000001	2	
Q7PLI0	P120 catenin	15.62	12	15	12	285833.51605	13	
Q7PLL3	Eukaryotic initiation factor 4B	28.1	12	14	1	524305.427	14	
Q7PLS1	LD01937p	15.76	6	8	0	182152.038	8	
Q7PLT4	Translocase of the inner mitochondrial membrane 17b, isoform A	19.65	3	6	3	152282.143	6	
Q7YU88	SD08871p	2.84	3	3	0	3836.4837	2	
Q86B44	Glutathione synthetase	13.17	8	13	0	188697.7124	10	
Q86B74	WASp, isoform C	12.55	5	5	0	71374.3692	5	
Q86B93	Uncharacterized protein, isoform D	24.39	3	4	0	71612.4471	4	
Q86BG8	Terminal ADP-ribose protein glycohydrolase 2, isoform C	4.06	1	1	0	13386.516	1	
Q86BI3	Zinc-finger protein at 72D, isoform B	24.66	17	22	5	372456.5803	21	
Q86BM0	Uncharacterized protein, isoform A	45.45	8	11	8	191774.6829	9	
Q86BM5	A kinase anchor protein 200, isoform D	12.78	10	19	1	354731.49079999997	16	
Q86BP1	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	32.12	10	16	0	736380.1671	15	
Q86BQ4	Histidine triad nucleotide binding protein 1, isoform B	54.76	6	15	0	1785008.1948000002	15	
Q86BR8	Mitochondrial transcription factor A, isoform B	39.08	13	28	0	765577.6975	24	
Q86BS3	Chromator, isoform A	28.19	21	40	21	761507.35516	31	
Q86BS7	Glycogen debranching enzyme	3.75	6	6	0	69186.633	6	
Q86PD3	Persulfide dioxygenase ETHE1, mitochondrial	42.29	11	23	11	560056.986	20	
Q86PF5	PRKCA-binding protein	5.34	3	3	0	29160.155700000003	3	
Q8I099	Uncharacterized protein, isoform A	16.56	5	5	5	101835.445	4	
Q8I0D4	RE20510p	28.36	21	42	0	1211286.4649	39	
Q8I0J3	Mitochondrial ribosomal protein S21, isoform A	19.54	2	3	2	44106.347	3	
Q8I0P9	acid phosphatase	1.76	1	1	0	31341.232	1	
Q8I725	Glyoxylate reductase/hydroxypyruvate reductase	32.56	12	18	12	593490.4487000001	18	
Q8I930	GH14147p	2.22	1	1	0	6395.887	1	
Q8I941	GH16843p	35.59	10	23	10	742323.0342999999	23	
Q8IGY1	RE08101p	30.52	35	241	0	18949802.8783	116	
Q8IH23	GEO02102p1	20.74	4	12	4	493316.1558	11	
Q8IM93	FI18814p1	37.97	17	28	17	612924.9716	25	
Q8IMF4	RE24176p	5.23	3	5	0	41325.4528	5	
Q8IMJ0	VhaAC45-related protein, isoform A	27.86	11	29	0	589392.57284	27	
Q8IMK7	Alphabet, isoform B	9.97	4	4	0	53661.66546	4	
Q8IMQ8	RH29536p	42.94	12	32	0	1353717.2592	31	
Q8IMT3	IP12392p	6.19	3	3	2	50329.979999999996	3	
Q8IMT6	FI01822p	8.29	4	5	4	54922.316	4	
Q8IMU2	RE10237p	6.53	2	2	0	35330.203799999996	2	
Q8IMV6	Scaffold attachment factor B, isoform B	3.88	2	2	1	18246.123	2	
Q8IMX4	FI04408p	6.6	2	4	0	19388.4481	4	
Q8IMX8	U6 snRNA-associated Sm-like protein LSm3	26.21	2	7	2	115121.88514	5	
Q8IN49	MIP05539p	9.17	8	10	8	98638.84116	9	
Q8IN51	FI17609p1	37.59	7	17	7	161537.5783	17	
Q8INA9	Fasciclin 1, isoform C	51.3	33	128	1	76996.98	3	
Q8ING0	Peptidase S1 domain-containing protein	3.65	2	3	2	26625.8837	2	
Q8INH5	Aminopeptidase	7.53	7	8	0	60684.9208	8	
Q8INQ9	LIM domain-containing protein	8.62	3	4	0	24492.5864	3	
Q8INU6	Glyoxylate reductase/hydroxypyruvate reductase	9.79	3	7	1	4648.7373	1	
Q8IP52	RE16941p	2.66	3	3	3	20297.732	3	
Q8IP62	Small ribosomal subunit protein mS23	46.03	7	8	7	135098.5194	8	
Q8IP80	ethanolamine-phosphate cytidylyltransferase	32.55	14	25	1	505809.06534000003	22	
Q8IP94	threonine--tRNA ligase	2.46	2	2	0	59371.060000000005	2	
Q8IP97	Peroxin-19	52.05	11	27	11	576789.4736	24	
Q8IPA5	RE15581p	5.36	1	2	0	35831.951	2	
Q8IPB1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	9.77	2	2	0	107447.497	2	
Q8IPD8	Cuticular protein 30F	29.45	4	10	4	197051.3182	9	
Q8IPE8	Trifunctional enzyme subunit alpha, mitochondrial	56.85	33	79	1	2114808.2888	71	
Q8IPG8	Uncharacterized protein	14.21	4	4	4	42837.407699999996	4	
Q8IPH0	protein-glutamine gamma-glutamyltransferase	3.52	3	3	0	31319.022	3	
Q8IPP8	Ketoreductase domain-containing protein	57.03	12	23	11	771948.9839999999	17	
Q8IPQ6	Polymerase (DNA-directed), delta interacting protein 2, isoform B	3.71	1	1	0	9115.8	1	
Q8IPT0	ER membrane protein complex subunit 10	24.67	5	6	0	143910.372	6	
Q8IPT6	small monomeric GTPase	11.95	5	9	1	23541.503	2	
Q8IPT9	SD05439p1	43.49	11	21	0	609608.0910499999	15	
Q8IPU3	hydroxyacylglutathione hydrolase	35.92	10	34	0	1257790.8537	32	
Q8IPW1	Arouser, isoform A	8.2	6	7	0	42463.0853	5	
Q8IPZ5	Uncharacterized protein, isoform B	4.51	3	3	0	23035.501200000002	2	
Q8IQ99	PAR-domain protein 1, isoform J	2.69	2	2	0	14872.6993	2	
Q8IQB7	MIP21654p	9.44	3	4	3	52235.2145	3	
Q8IQB8	Tequila, isoform D	2.9	4	4	0	26849.7736	3	
Q8IQC6	Small VCP interacting protein, isoform A	23.17	3	3	3	51556.8995	3	
Q8IQD3	Uncharacterized protein, isoform C	1.57	1	1	1	39959.44	1	
Q8IQE6	Insulin receptor substrate 53 kDa, isoform A	7.06	8	9	2	87570.2032	7	
Q8IQH0	FI12817p	5.37	8	8	1	48858.67427	7	
Q8IQM5	Uncharacterized protein, isoform A	19.87	5	8	1	119881.714	6	
Q8IQM9	folate gamma-glutamyl hydrolase	2.14	1	2	1	5304.9187	2	
Q8IQQ0	2-oxoglutarate dehydrogenase, mitochondrial	14.45	14	23	0	266376.7569	23	
Q8IQT0	Gamma-glutamylcyclotransferase	8.72	2	2	1	54765.344	2	
Q8IQW5	RE23625p	73.96	13	69	3	3118040.11729	57	
Q8IQX3	Uncharacterized protein, isoform A	32.26	4	4	4	44781.2549	4	
Q8IR41	Uncharacterized protein, isoform C	2.56	2	3	0	7977.27864	3	
Q8IR76	FAD synthase	17.35	5	5	0	38468.3661	4	
Q8IRD0	RH17559p	40.82	2	7	2	113976.04460000001	6	
Q8IRD3	Glutathione peroxidase	47.06	9	62	0	5344160.888	60	
Q8IRH0	Puromycin-sensitive aminopeptidase	11.59	13	18	0	161728.0972	17	
Q8IRI5	Trio, isoform D	10.7	8	10	0	157589.8244	10	
Q8IRQ5	fumarate hydratase	73.45	29	159	0	9164337.56827	138	
Q8MKJ5	GEO08105p1	13.27	1	1	1	2424.4673	1	
Q8MKK1	AaRS-interacting multifunctional protein 3	6.15	1	2	1	19121.744	2	
Q8MLP9	GEO08457p1	33.93	4	5	4	54524.2031	5	
Q8MLQ0	FI14118p	21.05	2	4	2	116638.925	3	
Q8MLS1	5-formyltetrahydrofolate cyclo-ligase	33.33	7	15	7	584708.172	14	
Q8MLS2	ribose-5-phosphate isomerase	34.02	6	13	6	222519.01405	13	
Q8MLW4	Uncharacterized protein, isoform A	32.29	8	15	8	572566.30896	14	
Q8MMD2	Epidermal growth factor receptor pathway substrate clone 15, isoform B	32.47	33	84	0	3445376.97201	74	
Q8MQP2	MIP16184p	7.0	2	2	0	19241.1834	2	
Q8MRI4	Diphthine--ammonia ligase	1.11	1	2	1	8044.6768999999995	2	
Q8MRM0	GH16740p	35.44	8	18	8	572169.664	18	
Q8MRT7	SD26038p	9.2	2	2	2	22557.813000000002	2	
Q8MRW1	SD19278p	5.83	1	1	1	5618.9956	1	
Q8MSB1	E3 ubiquitin-protein transferase MAEA	4.31	2	3	2	13083.1377	3	
Q8MSI2	GH15296p	82.01	19	124	19	23584958.7315	109	
Q8MSS7	Small ribosomal subunit protein uS2m	13.26	3	5	3	19273.011100000003	3	
Q8MST5	Tubulin beta chain	45.08	17	105	0	454361.82853	29	
Q8MT58	Carnosine dipeptidase 2, isoform A	61.3	28	65	6	2996821.9048	61	
Q8MZ07	GEO07581p1	17.81	3	5	3	75732.8544	5	
Q8MZI3	RNA helicase	18.34	13	16	3	155483.9065	11	
Q8SWS2	RE29468p	60.95	6	30	0	877646.6826000001	25	
Q8SWS3	RE26528p	20.44	2	4	2	54048.348	4	
Q8SWZ6	RH51312p	8.33	2	2	2	36551.3254	2	
Q8SX06	GEO08318p1	16.67	2	3	2	67739.328	3	
Q8SX32	type I protein arginine methyltransferase	8.21	2	3	2	27281.4807	3	
Q8SX35	GEO07743p1	26.53	3	4	0	43066.469099999995	4	
Q8SX50	RE04530p	17.3	6	7	0	106211.83230000001	6	
Q8SX54	CLIP domain-containing serine protease	8.33	3	3	3	52061.451	3	
Q8SX57	LD44221p	47.08	8	17	8	275600.68866	15	
Q8SX78	LD05679p	17.93	7	7	7	69635.5332	7	
Q8SX89	Kugelkern, isoform A	7.37	3	4	3	63970.67	4	
Q8SXC2	FI04487p	9.11	5	5	5	57719.0236	5	
Q8SXD5	GH02216p	55.13	11	33	2	1832371.49018	33	
Q8SXE1	RH69521p	2.6	1	2	1	4625.4195	2	
Q8SXF0	Small ribosomal subunit protein uS9m	13.42	6	6	5	77103.131	4	
Q8SXF2	RH40246p	7.01	3	4	3	65907.4	4	
Q8SXG7	tRNA selenocysteine-associated protein 1	7.44	3	3	3	15879.841499999999	2	
Q8SXK0	RE18748p	2.91	1	1	1	9493.717	1	
Q8SXM8	Lysine--tRNA ligase	22.82	14	23	0	322585.22683	21	
Q8SXP8	TAR DNA-binding protein 43	7.91	3	3	0	4356.7974	1	
Q8SXQ1	aldehyde dehydrogenase (NAD(+))	27.22	14	21	14	447270.00253	19	
Q8SXQ5	Glutaredoxin-related protein 5, mitochondrial	10.06	2	5	2	10212.03125	4	
Q8SXS0	RE40914p	12.25	5	5	5	30629.1136	3	
Q8SXX1	Phosphatidylinositol 5-phosphate 4-kinase, isoform A	28.71	11	22	11	1159310.5398	19	
Q8SY13	Beaten path IIIc, isoform A	5.74	2	2	0	3557.84684	2	
Q8SY19	Microsomal glutathione S-transferase 1	15.13	2	2	1	84382.664	1	
Q8SY58	Ketimine reductase mu-crystallin	5.63	2	3	2	7809.780699999999	3	
Q8SY67	lysozyme	14.47	2	3	2	14552.955999999998	2	
Q8SY69	MICOS complex subunit MIC10	25.0	2	7	2	383409.599	6	
Q8SYC4	RE68566p	1.72	1	1	1	37480.88	1	
Q8SYD9	Endophilin B, isoform A	42.56	16	65	0	2702966.69945	53	
Q8SYG3	E2 ubiquitin-conjugating enzyme	41.67	7	19	0	729959.36303	18	
Q8SYH8	RE57644p	18.68	5	10	1	83783.81698	9	
Q8SYJ2	GEO09626p1	67.47	9	59	9	6807700.250600001	56	
Q8SYN0	RE52086p	9.3	4	5	4	43408.99308	5	
Q8SYQ4	RE42475p	70.27	11	44	11	2009942.68422	39	
Q8SYQ8	RE40412p	19.85	3	3	3	60556.844	3	
Q8SZK5	RH26533p	10.29	3	3	3	42792.482950000005	3	
Q8SZK9	HL04814p	48.48	12	60	12	5060476.6001	55	
Q8SZM2	RH04334p	25.19	7	27	7	1886176.394	26	
Q8SZN1	GEO08217p1	51.61	7	29	3	1060034.8831	28	
Q8T0I9	GH27479p	16.47	7	12	1	330792.8882	10	
Q8T0J5	GH26851p	41.11	12	33	0	1715251.44	30	
Q8T0N5	GH17516p	19.21	6	9	6	383714.541	8	
Q8T0U6	Serine/threonine-protein phosphatase	16.92	8	14	0	99582.8052	9	
Q8T0V2	GH02495p	19.91	8	13	0	196347.12099999998	10	
Q8T389	Endophilin B	40.74	15	54	0	5862.069	1	
Q8T3V6	Large ribosomal subunit protein uL29m	11.07	3	3	3	23453.7364	3	
Q8T3W8	Venom allergen-1	9.54	3	3	0	57628.487	3	
Q8T4C4	ATP synthase subunit beta	11.25	5	66	1	8504.083	1	
Q8T4G5	AFG3 like matrix AAA peptidase subunit 2, isoform A	31.84	25	39	2	889708.35203	34	
Q8T6I0	Achaete scute target 1, isoform B	58.99	29	65	0	2816114.5223	58	
Q8WR19	AFGF intracellular binding protein	8.94	3	3	1	35684.005	3	
Q94513	Boundary element associated factor	18.79	5	10	1	175075.8366	9	
Q94533	Ribosomal protein S6 kinase	9.8	5	7	5	74704.5669	6	
Q94883	DNA replication-related element factor, isoform A	3.1	2	2	2	13461.5607	2	
Q95NU8	GH16255p	13.57	8	12	8	200162.12267	12	
Q95NV8	Allatostatin C, isoform B	9.92	1	1	0	6153.269	1	
Q95PE4	GEO07784p1	6.17	1	1	1	20520.248	1	
Q95R34	GH16463p	9.71	3	3	3	48594.43834	3	
Q95R98	Protein phosphatase methylesterase 1	7.82	3	4	3	76704.389	3	
Q95RB1	Pre-mRNA-splicing factor RBM22	12.2	5	6	5	85352.2384	5	
Q95RB2	Cuticular protein 49Ae	81.34	7	149	7	19392895.515780002	139	
Q95RC5	LD44506p	5.31	3	3	3	30957.036	3	
Q95RE4	LD37574p	41.48	11	18	0	53150.2586	12	
Q95RF6	LD34461p	34.5	4	13	4	252209.613	11	
Q95RI2	LD28549p	27.78	8	12	8	191921.585	10	
Q95RI7	Survival of motor neuron-related-splicing factor 30	17.28	4	4	0	56727.2	4	
Q95RQ1	LD16414p	3.32	2	2	2	8703.118	1	
Q95RR6	LD15002p	64.6	17	61	0	160861.57	2	
Q95RS6	Phenoloxidase-activating factor 2	21.62	7	8	7	110834.8904	7	
Q95RV5	Ribulose-phosphate 3-epimerase	3.62	1	2	1	519020.58999999997	2	
Q95RY2	LD01461p	48.09	10	18	2	559247.4031	13	
Q95SH0	GH26463p	1.52	2	2	2	16410.85	1	
Q95SH2	Charged multivesicular body protein 1, isoform A	30.54	8	14	8	420131.9698	12	
Q95SH7	GH26007p	8.57	2	3	2	37461.827	3	
Q95SI7	GH23390p	65.87	15	59	15	2462998.31825	55	
Q95SN8	GH12395p	21.83	5	8	5	196191.0018	8	
Q95TK5	LD44914p	22.77	9	11	8	114475.3569	11	
Q95TL8	Endoplasmic reticulum protein 44, isoform A	36.17	17	31	0	1046571.1175	31	
Q95TP0	LD34582p	3.1	1	1	1	10631.006	1	
Q95TZ7	GH19182p	78.36	26	115	0	3882982.66697	87	
Q95U15	GH14252p	75.64	27	227	0	4509896.11146	32	
Q95U34	GH11113p	22.45	11	21	11	748996.18195	19	
Q95WY3	Nucleolar protein 56	13.1	6	8	6	166940.799	8	
Q960D4	SD06560p	25.8	16	21	1	347172.05285	20	
Q960M4	Peroxiredoxin-5	52.63	9	87	9	8648974.03415	81	
Q960Y8	Aluminum tubes, isoform G	21.97	19	26	1	348744.02606	24	
Q961A8	LD25351p	1.59	1	1	0	631.60846	1	
Q961B3	5'-nucleotidase domain-containing protein 1	6.93	4	4	0	94857.369	4	
Q961B9	LD24073p	6.28	3	4	3	52714.5143	4	
Q961C8	LD22649p	10.93	4	5	0	17346.4213	3	
Q961E7	phosphorylase kinase	7.16	4	5	1	24312.410200000002	3	
Q961Q8	GH10454p	6.42	3	3	3	43066.062399999995	2	
Q961T9	GH07914p	29.41	6	10	6	250039.8179	10	
Q961X4	Combover, isoform B	11.74	9	14	0	106069.8168	13	
Q966T5	Paxillin, isoform D	28.93	7	18	3	131365.436	4	
Q967S0	Amidophosphoribosyltransferase	9.69	5	5	0	90561.94603	5	
Q9I7I3	GH12831p	9.56	3	3	3	41434.1443	3	
Q9I7J0	GH21596p	69.23	11	41	11	1695434.4697	32	
Q9I7K3	N-acyl-aliphatic-L-amino acid amidohydrolase	2.0	1	1	1	8619.983	1	
Q9I7L9	Uncharacterized protein, isoform A	4.28	1	1	0	986.8936	1	
Q9I7M3	Uncharacterized protein, isoform A	32.89	10	21	0	1012760.60725	19	
Q9I7Q5	Cuticular protein 65Au, isoform A	65.09	5	29	5	1259272.38031	26	
Q9NCC3	Sorting nexin	9.03	5	7	5	140453.254	7	
Q9NF31	EG:BACN25G24.3 protein (Fbgn0004860;ph-d protein)	3.02	4	4	0	110461.2306	4	
Q9U1K7	Thioredoxin domain-containing protein 17	26.67	4	6	4	236406.915	6	
Q9U1L2	EG:BACR7A4.14 protein	47.01	11	15	11	391243.6158	14	
Q9U6P7	FI18813p1	11.39	5	8	5	187797.2128	7	
Q9U6R9	Gamma-soluble NSF attachment protein	49.01	19	59	16	2419093.651	58	
Q9U9Q2	Neosin, isoform A	11.59	5	5	5	48274.436	4	
Q9V393	Kurtz arrestin	9.57	4	5	4	55679.417	5	
Q9V396	Carbonic anhydrase	64.44	15	34	15	2161015.3523999997	33	
Q9V3A8	Ergic53, isoform A	4.69	3	3	3	45064.961	3	
Q9V3C8	DShc protein	1.71	1	1	1	14193.992	1	
Q9V3D9	Signal recognition particle 54 kDa protein	14.37	8	11	8	130696.2894	10	
Q9V3E3	Large ribosomal subunit protein mL50	14.29	3	3	3	55140.373	3	
Q9V3E7	LD24793p	39.85	12	24	12	455832.61117	22	
Q9V3E9	RNA polymerase II-associated protein 3	1.87	1	1	1	3522.4219	1	
Q9V3F8	Pyrroline-5-carboxylate reductase	25.71	5	13	5	543688.00695	13	
Q9V3H0	DNAation factor-related protein 4	2.67	1	1	1	2634.6382	1	
Q9V3I0	EG:BACR42I17.2 protein	12.18	3	3	3	43755.197	2	
Q9V3L7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	52.0	6	14	6	251333.92919999998	13	
Q9V3N7	dihydropyrimidinase	45.16	25	46	6	1312407.4196000001	44	
Q9V3N9	B6	1.79	1	1	1	33964.613	1	
Q9V3P3	LD45860p	35.1	9	21	9	620724.86473	20	
Q9V3Q4	thioredoxin-dependent peroxiredoxin	17.36	4	4	4	80427.8873	4	
Q9V3R3	GPN-loop GTPase	5.5	2	2	2	10353.39297	2	
Q9V3T8	LD32469p	14.36	3	3	3	34280.8424	3	
Q9V3U6	26-29kD-proteinase	24.41	11	33	11	1618047.2666	32	
Q9V3V2	peptidylprolyl isomerase	56.48	12	33	2	1119200.47	30	
Q9V3V6	26S proteasome regulatory complex subunit p50	61.21	22	52	21	2969094.77561	48	
Q9V3V9	Endonuclease G inhibitor, isoform A	50.97	17	25	17	663322.7465	25	
Q9V3W2	GM23292p	61.68	14	52	14	2393450.7304599998	48	
Q9V3W7	LD40489p	47.45	11	20	11	143357.3446	13	
Q9V3W9	UV excision repair protein RAD23	33.57	10	25	3	453516.35105	24	
Q9V3Y4	LD43650p	8.23	2	3	2	7430.5176	1	
Q9V3Y7	Uncharacterized protein, isoform A	62.76	17	33	17	1286793.89997	32	
Q9V3Z4	GH11341p	27.89	14	24	14	563856.9892	19	
Q9V3Z9	HL02234p	42.6	15	43	15	3790055.9407099998	37	
Q9V400	Integrin linked kinase, isoform A	5.13	3	3	3	17650.6185	3	
Q9V405	26S proteasome regulatory subunit 6B	38.74	20	32	12	987184.7917	29	
Q9V406	Activator protein 4	9.35	6	8	6	144254.3106	8	
Q9V420	FI02878p	19.66	7	10	7	235542.3658	8	
Q9V428	Ras suppressor protein 1	27.92	8	14	8	537050.0057	13	
Q9V434	Asparagine--tRNA ligase, cytoplasmic	7.35	5	5	5	28210.47993	5	
Q9V436	26S proteasome non-ATPase regulatory subunit 8	39.39	10	21	10	1085765.7209	21	
Q9V455	Importin subunit alpha	19.84	9	23	9	790244.5662	23	
Q9V470	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	46.15	16	45	16	1085269.69783	39	
Q9V4C1	Uncharacterized protein, isoform E	40.5	28	61	0	1279543.32341	55	
Q9V4D9	Purine-rich binding protein-alpha, isoform B	64.73	18	66	0	2341765.73693	54	
Q9V4E0	Complex I-49kD	33.97	12	20	11	386428.43086	20	
Q9V4E7	Transporter	3.46	3	4	2	22079.564	3	
Q9V9M7	Large ribosomal subunit protein eL21	38.36	7	13	7	361590.3036	12	
Q9V9Q4	LD43819p	34.18	13	24	13	1005143.8621599999	22	
Q9V9S0	Lysosome-associated membrane glycoprotein 5	11.64	3	5	3	171404.862	5	
Q9V9T5	GM14617p	2.44	2	2	0	10388.570500000002	2	
Q9V9T9	Beta-glucuronidase	2.62	2	2	2	21856.434	2	
Q9V9U0	RE35358p	10.11	2	3	2	76230.496	3	
Q9V9U7	Tubulin-specific chaperone A	39.09	6	10	6	269137.6542	10	
Q9V9V0	Cleavage stimulation factor subunit 1	2.12	1	1	1	3749.789	1	
Q9V9V4	CRAL-TRIO domain-containing protein	27.85	7	17	7	490170.03333	16	
Q9V9W2	Large ribosomal subunit protein eL6	24.69	8	26	0	1691545.1402	25	
Q9V9W4	GH08048p	1.69	1	1	1	2691.0903	1	
Q9V9Y6	Carbonic anhydrase	8.94	3	5	3	48877.395	5	
Q9VA09	Guanylate cyclase soluble subunit beta-1	7.62	6	8	6	42772.9158	8	
Q9VA18	Coiled-coil-helix-coiled-coil-helix domain containing 3	78.03	19	64	19	2604119.25655	59	
Q9VA32	Cuticular protein 100A	21.99	4	10	4	70915.4586	7	
Q9VA34	LP06141p	2.47	3	4	3	28398.866599999998	4	
Q9VA36	CIN85 and CD2AP related, isoform C	16.67	13	19	0	238024.4504	15	
Q9VA41	GEO08227p1	52.87	7	17	3	162213.6972	8	
Q9VA42	Niemann-Pick type C-2g, isoform A	49.69	7	28	4	1451269.6072	24	
Q9VA56	GH23271p	54.34	20	59	1	5351.9165	1	
Q9VA69	procollagen-proline 4-dioxygenase	7.09	4	4	4	56880.9618	4	
Q9VA71	FI19924p1	7.86	3	3	3	804.2223	1	
Q9VA76	IP18706p	16.71	5	7	5	51602.0866	6	
Q9VA81	GEO10172p1	13.57	2	3	2	41308.981	3	
Q9VA95	Trafficking protein particle complex subunit	15.17	2	3	2	18441.1782	3	
Q9VA97	Pyridoxal phosphate homeostasis protein	32.28	9	13	9	423296.5098	13	
Q9VAA6	GEO12235p1	19.62	3	4	3	71540.4335	4	
Q9VAA9	JIL-1 anchoring and stabilizing protein, isoform A	23.58	9	11	9	122401.86347	10	
Q9VAC1	GM14349p	62.05	20	122	20	7357061.22697	110	
Q9VAC4	GEO09167p1	55.77	8	20	8	1005362.0615	20	
Q9VAC9	Uncharacterized protein, isoform A	11.98	4	6	0	38550.4503	5	
Q9VAD4	Translation initiation factor eIF2B subunit alpha	9.15	3	3	3	14512.5141	3	
Q9VAD7	RH37294p	5.2	1	1	1	536.67554	1	
Q9VAG3	trypsin	24.11	5	8	5	192545.0945	7	
Q9VAG9	3'(2'),5'-bisphosphate nucleotidase 1	37.91	10	19	10	306437.08277	17	
Q9VAI9	GEO07291p1	62.25	9	53	5	5176164.5525	48	
