Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 129N, Sample, n/a, Earth_M2	Abundances Count: F5: 129N, Sample, n/a, Earth_M2	Modifications
Q9I7K0	Microtubule-associated protein Jupiter	25.96	5	5	4	156855.3687	4	
Q9I7K5	Transmembrane emp24 domain-containing protein eca	16.2	3	3	0	28756.6258	2	
Q9I7K6	Nuclear autoantigenic sperm protein homolog	9.76	4	7	4	181196.43320000003	6	
Q9I7S8	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase	41.72	18	34	1	714009.60096	29	
Q9I7T7	La-related protein Larp4B	1.7	2	3	2	28768.1607	3	
Q9I7U4	Titin	1.5	22	25	0	159283.9799	20	
Q9I7X6	Carnosine N-methyltransferase unmet	7.24	2	2	2	15045.132	1	
Q9NB04	Patj homolog	31.46	20	37	0	949703.84913	33	
Q9NBD7	CLIP-associating protein	4.09	5	6	5	6218.8347	4	
Q9NBK5	Serine/threonine-protein kinase tricornered	10.58	5	5	0	29715.2401	5	
Q9NEF6	V-type proton ATPase subunit D 2	23.69	8	21	0	55235.547099999996	3	
Q9NHA8	Gram-negative bacteria-binding protein 3	10.0	5	6	5	71374.449	3	
Q9NHD5	Probable N-acetyltransferase san	35.87	5	9	5	159093.05207	8	
Q9NHE5	Calcium-dependent secretion activator	3.39	5	5	5	48738.7574	5	
Q9NIP6	Cardio acceleratory peptide 2b	6.62	1	1	1	14154.698	1	
Q9NJB5	Homeobox protein onecut	1.85	2	2	0	20569.448099999998	2	
Q9NJH0	Elongation factor 1-gamma	41.07	17	52	17	2225348.7874	49	
Q9NK57	NIF3-like protein 1	18.49	5	10	5	54864.0086	7	
Q9TVM2	Exportin-1	1.79	2	2	0	16974.4204	2	
Q9TVP3	J domain-containing protein	79.49	16	82	16	6453839.69967	75	
Q9U3Z7	NHP2-like protein 1 homolog	48.03	6	31	0	442210.19455	26	
Q9U4G1	Protein borderless	19.89	13	27	13	730347.2479000001	24	
Q9U4L6	Mitochondrial import receptor subunit TOM40 homolog 1	9.01	3	3	0	33405.938	3	
Q9U5L1	Signal recognition particle receptor subunit alpha homolog	17.1	11	13	11	216987.856	11	
Q9U616	Glycine cleavage system H protein, mitochondrial	55.15	5	17	5	884881.1296	17	
Q9U6L5	Ejaculatory bulb-specific protein 1	2.39	1	1	0	4820.4194	1	
Q9U6M0	Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial	6.11	3	3	3	55765.2955	3	
Q9U915	Adenylate kinase 2	72.08	21	51	21	2127112.0366	46	
Q9U9P7	Cytoplasmic phosphatidylinositol transfer protein 1	8.06	3	4	3	102455.309	3	
Q9U9Q4	Eukaryotic translation initiation factor 3 subunit H	17.16	6	13	6	143227.1019	9	
Q9V345	COP9 signalosome complex subunit 4	20.88	8	12	0	248114.38126999998	10	
Q9V359	Vacuolar protein sorting-associated protein 28 homolog	24.76	6	10	0	147686.9126	9	
Q9V3B6	Protein CWC15 homolog	8.49	2	3	2	12608.312	1	
Q9V3C0	ATP-dependent RNA helicase abstrakt	3.23	2	3	2	9987.68016	3	
Q9V3D2	Oxygen-dependent coproporphyrinogen-III oxidase	13.33	5	5	0	82259.9702	4	
Q9V3D4	Chitinase-like protein Idgf2	31.59	11	24	1	1616782.4374000002	24	
Q9V3F3	Transcription termination factor, mitochondrial	3.41	2	2	2	22107.5257	2	
Q9V3G1	Large ribosomal subunit protein uL2	45.31	13	29	13	1898572.5705	27	
Q9V3G3	Peptidyl-prolyl cis-trans isomerase E	20.0	5	6	5	89982.7983	5	
Q9V3G7	26S proteasome non-ATPase regulatory subunit 6	13.11	5	7	5	264297.586	6	
Q9V3H2	26S proteasome non-ATPase regulatory subunit 14	11.04	4	6	4	215070.61043	6	
Q9V3I2	Ras-related protein Rab5	53.88	9	15	9	216462.4189	13	
Q9V3J1	V-type proton ATPase subunit H	48.5	18	41	0	1716646.44664	37	
Q9V3J4	Protein SEC13 homolog	17.7	6	7	6	83442.7795	7	
Q9V3K3	RuvB-like helicase 2	26.61	13	16	0	186689.526	14	
Q9V3L6	Nuclear cap-binding protein subunit 2	22.73	4	5	4	79193.1468	5	
Q9V3N1	Serine protease inhibitor 27A	29.31	11	22	11	416072.1754	20	
Q9V3P0	Peroxiredoxin 2	74.23	15	136	0	8317720.29767	118	
Q9V3P6	26S proteasome non-ATPase regulatory subunit 1	12.16	12	16	0	250536.2218	15	
Q9V3S9	Very long-chain-fatty-acid--CoA ligase bubblegum	2.25	2	2	0	9283.726	1	
Q9V3T9	NADPH:adrenodoxin oxidoreductase, mitochondrial	8.15	4	4	4	37910.17	3	
Q9V3U2	H/ACA ribonucleoprotein complex subunit 2	24.38	4	7	0	217224.10685	7	
Q9V3V0	Serine/arginine-rich splicing factor x16	6.98	2	2	2	18159.8036	2	
Q9V3W0	RutC family protein UK114	52.17	8	41	8	1560563.4101	40	
Q9V3Y0	Ankyrin repeat domain-containing protein 49	15.35	3	3	3	75896.31599999999	3	
Q9V3Y2	Anamorsin homolog	30.24	5	8	5	209351.5195	8	
Q9V3Y3	Defense protein l(2)34Fc	34.59	4	11	0	622406.6448	11	
Q9V3Z2	Serine protease 7	15.35	5	6	4	62150.373999999996	6	
Q9V419	Probable cytochrome P450 28a5	16.24	9	11	9	98373.3486	11	
Q9V427	Innexin inx2	8.99	4	8	0	158423.7237	6	
Q9V429	Thioredoxin-2	68.87	7	37	7	3431216.1947999997	36	
Q9V431	Apoptosis inhibitor 5 homolog	22.2	11	18	11	462488.8367	16	
Q9V438	Protein disulfide-isomerase A6 homolog	24.71	12	28	12	768523.85645	23	
Q9V447	Krueppel homolog 2	12.68	3	3	0	33362.8506	3	
Q9V496	Apolipophorins	34.8	114	261	0	13885250.42371	237	
Q9V498	Calsyntenin-1	1.02	1	1	0	54401.78	1	
Q9V4C0	Dopaminechrome tautomerase	4.32	2	2	1	20153.14	1	
Q9V4C8	Host cell factor	4.93	8	11	8	171498.9005	11	
Q9V4L4	NF-kappa-B inhibitor-interacting Ras-like protein	3.98	1	1	0	6021.0347	1	
Q9V4N3	Cytochrome b5	61.19	5	26	5	1026094.2228999999	18	
Q9V4Q8	Probable U2 small nuclear ribonucleoprotein A'	15.09	5	8	5	183645.6733	5	
Q9V4S8	COP9 signalosome complex subunit 7	25.18	7	12	7	240314.03699999998	11	
Q9V4W1	mRNA export factor Gle1	3.69	2	3	2	8751.41105	3	
Q9V521	Phenoloxidase 2	22.22	16	20	15	331043.66185	18	
Q9V535	RNA-binding protein 8A	40.61	5	16	5	448070.3308	14	
Q9V564	Conserved oligomeric Golgi complex subunit 6	4.76	3	3	3	21044.2597	2	
Q9V595	Uroporphyrinogen decarboxylase	32.3	11	17	11	366645.5394	15	
Q9V597	Large ribosomal subunit protein eL31	56.45	10	34	10	628923.16802	30	
Q9V5C6	Proteasome subunit alpha type-3	51.38	11	38	11	1451259.6883999999	30	
Q9V5M6	Longitudinals lacking protein, isoforms J/P/Q/S/Z	7.68	5	8	1	2361.7568	1	
Q9V5P6	H/ACA ribonucleoprotein complex subunit 3	21.88	1	2	1	27509.455	1	
Q9V637	Proteasome inhibitor PI31 subunit	25.93	7	10	0	180688.1873	9	
Q9V674	Cytochrome P450 6g1	3.24	2	2	0	16893.0633	2	
Q9V6B9	Probable nucleoporin Nup54	7.38	4	5	4	75017.3449	5	
Q9V6G5	Tafazzin	5.82	3	3	0	30719.326	3	
Q9V6U9	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	50.7	16	73	16	4497186.8886	69	
Q9V6X7	GDP-fucose protein O-fucosyltransferase 1	5.97	3	3	0	25040.509	3	
Q9V6Y3	Small ribosomal subunit protein bS16m	14.73	2	3	2	29594.688000000002	3	
Q9V773	Probable cytochrome P450 6a20	9.38	5	6	4	39054.439	4	
Q9V784	SAM50-like protein CG7639	6.09	3	4	3	10013.42557	4	
Q9V7D2	V-type proton ATPase subunit D 1	58.94	15	70	10	3807126.36972	64	
Q9V7N5	V-type proton ATPase subunit C	26.08	22	104	0	5735719.95733	98	
Q9V813	S-methyl-5'-thioadenosine phosphorylase	45.33	12	24	0	877364.2509999999	21	
Q9V895	Acidic leucine-rich nuclear phosphoprotein 32 family member A	8.05	2	2	0	49143.1402	2	
Q9V8F5	Bomanin Bicipital 1	36.75	4	8	4	58748.86206	4	
Q9V8M5	3-hydroxyisobutyrate dehydrogenase, mitochondrial	50.0	11	33	11	965300.6689	30	
Q9V8R9	Protein 4.1 homolog	40.99	59	107	1	3051132.09514	98	
Q9V8Y2	General odorant-binding protein 56a	28.06	4	15	4	1120484.8152	15	
Q9V931	General odorant-binding protein 57c	46.98	7	8	7	367685.6121	8	
Q9V968	MIP18 family protein galla-1	30.28	6	9	0	44342.04656999999	5	
Q9V998	Ubiquitin-like protein 5	28.77	2	2	2	62065.16	2	
Q9V9A7	Probable methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	10.21	6	7	6	49425.7921	7	
Q9V9J3	Tyrosine-protein kinase Src42A	3.68	2	4	0	9898.204	1	
Q9V9M8	Iron-sulfur cluster transfer protein Nubpl	7.85	2	3	2	31624.537	3	
Q9V9N4	Transcription factor Clamp	1.96	1	1	1	8717.618	1	
Q9V9S7	Rho GTPase-activating protein 100F	4.77	6	7	0	15785.4421	4	
Q9V9S8	Ferrochelatase, mitochondrial	30.99	11	26	11	821237.4483	25	
Q9V9U4	Deoxyhypusine hydroxylase	21.85	6	10	6	119263.4379	9	
Q9V9X4	Methylthioribose-1-phosphate isomerase 1	31.87	10	12	10	441845.64519999997	11	
Q9V9Y9	Protein spindle-F	5.77	2	2	0	1048.4232200000001	2	
Q9V9Z1	Large ribosomal subunit protein bL32m	4.1	1	1	1	17768.086	1	
Q9VA37	Protein dj-1beta	72.73	12	59	12	3486373.4123	50	
Q9VA70	Neutral ceramidase	2.41	2	2	0	17444.861	2	
Q9VA91	Small ribosomal subunit protein eS7	59.28	13	48	0	3809203.68467	43	
Q9VAF5	Cadherin-99C	5.92	10	11	10	71255.06184000001	10	
Q9VAI6	General odorant-binding protein 99b	46.31	5	29	0	3714734.5013	23	
Q9VAJ4	General odorant-binding protein 99a	41.55	7	29	0	646846.95887	28	
Q9VAM6	CDGSH iron-sulfur domain protein	52.63	6	73	6	3990609.8776000002	72	
Q9VAN0	Phosphoserine aminotransferase	42.58	13	46	13	1727467.5724	44	
Q9VAP3	Choline transporter-like 2	6.53	6	7	6	67745.872	7	
Q9VAW5	La-related protein 1	4.06	5	5	0	46279.1425	4	
Q9VAY3	Mitoferrin	7.65	3	3	3	26837.429200000002	2	
Q9VB46	Adipocyte plasma membrane-associated protein Hemomucin	4.84	2	3	2	34726.8213	3	
Q9VB68	Serine protease grass	12.2	5	6	5	32492.4673	4	
Q9VBC7	Neuroendocrine convertase 2	7.65	4	5	4	33617.8626	4	
Q9VBP9	Nuclear protein localization protein 4 homolog	2.91	2	3	2	7117.2047	2	
Q9VBV3	Protein takeout	26.91	6	7	0	200949.22553	7	
Q9VBV5	Nucleotide exchange factor Sil1	18.65	8	10	8	174738.9415	9	
Q9VBZ5	YTH domain-containing family protein	2.71	2	2	2	11045.5833	2	
Q9VC03	Nicotinamide-nucleotide adenylyltransferase	5.14	2	2	2	468.31653	1	
Q9VC57	Atlastin	5.91	3	4	0	42289.8165	4	
Q9VCA5	Phenylalanine--tRNA ligase beta subunit	6.96	3	3	3	13975.59	2	
Q9VCA8	Ankyrin repeat and KH domain-containing protein mask	0.6	2	2	0	1047.472	2	
Q9VCA9	Signal peptidase complex subunit 3	24.58	5	14	0	372098.1666	11	
Q9VCC0	Cysteine and histidine-rich domain-containing protein morgana	15.54	6	8	6	185031.8079	8	
Q9VCE1	Beclin-1-like protein	4.74	2	3	2	22214.1343	3	
Q9VCE8	Actin maturation protease	9.74	1	2	0	5576.774	2	
Q9VCG3	Putative OPA3-like protein CG13603	26.27	6	11	0	377323.2482	11	
Q9VCH5	Nuclear pore complex protein Nup98-Nup96	6.99	10	16	10	310223.7438	14	
Q9VCI0	RNA exonuclease 2	23.7	4	4	4	131648.9253	4	
Q9VCJ8	Spaetzle-processing enzyme	17.5	7	14	5	253920.2586	12	
Q9VCK0	Eukaryotic translation initiation factor 3 subunit D-1	14.82	7	12	6	408567.78223	12	
Q9VCK1	GILT-like protein 2	9.66	2	2	2	48867.342000000004	2	
Q9VCR3	Proteoglycan Cow	2.86	2	3	0	8949.7285	2	
Q9VCX3	Large ribosomal subunit protein mL45	8.03	2	2	2	6967.4231	2	
Q9VCY3	COP9 signalosome complex subunit 6	28.74	8	11	8	455606.1065	10	
Q9VCZ8	Probable prefoldin subunit 5	63.1	10	20	0	471016.7659	19	
Q9VD09	Retinol-binding protein pinta	15.75	5	6	5	45216.261099999996	5	
Q9VD26	Zinc finger protein-like 1 homolog	12.04	3	4	3	88675.6486	4	
Q9VDC6	Beta-alanyl-bioamine nonribosomal peptide synthetase ebony	14.79	14	17	14	107092.35496	13	
Q9VDD1	DDRGK domain-containing protein 1	11.65	3	3	3	29531.870199999998	3	
Q9VDE4	Protein Bride of doubletime	2.45	1	1	1	3691.4326	1	
Q9VDG5	Sodium/calcium exchanger Calx	2.11	2	2	0	30976.862999999998	2	
Q9VDL1	Esterase CG5412	9.68	2	3	2	8433.9004	3	
Q9VDS5	Rho GTPase-activating protein 92B	3.65	2	2	0	10076.869	2	
Q9VDV3	Nuclear pore complex protein Nup58	12.27	8	8	8	198995.8772	8	
Q9VDW3	Dystrophin, isoform B	0.48	1	1	0	4337.494	1	
Q9VE50	Golgi SNAP receptor complex member 1	14.66	3	4	3	35739.11906	4	
Q9VE61	E3 ubiquitin-protein ligase RNF181 homolog	8.16	1	1	0	13709.607	1	
Q9VEA5	DNA-directed RNA polymerase II subunit Rpb4	25.9	3	3	3	57284.231	2	
Q9VEB3	Ribosome production factor 2 homolog	5.62	2	2	2	4884.0146	1	
Q9VEJ0	Thioredoxin-dependent peroxide reductase, mitochondrial	48.29	9	55	9	3339656.80855	50	
Q9VER6	Modular serine protease	3.18	2	3	2	17916.147	2	
Q9VET0	Neuropeptide F	29.41	3	4	0	128225.27126000001	3	
Q9VEX6	ATPase family AAA domain-containing protein 3A homolog	34.27	24	46	24	1914352.61926	43	
Q9VEX9	Histone deacetylase complex subunit SAP18	29.33	4	6	0	127120.3238	5	
Q9VEZ3	Protein mini spindles	1.52	3	4	0	22763.654200000004	3	
Q9VF08	Mitochondrial import inner membrane translocase subunit Tim16	38.3	6	8	0	120094.44144	8	
Q9VF27	NADH dehydrogenase (ubiquinone) 23 kDa subunit	60.83	15	59	15	5058625.1221199995	59	
Q9VF36	Acylphosphatase-2	27.45	3	3	0	24041.0226	3	
Q9VF71	Copper homeostasis protein cutC homolog	28.9	7	18	0	314414.1781	16	
Q9VF89	Large ribosomal subunit protein bL9m	6.05	2	2	2	11249.134	1	
Q9VFB2	Small ribosomal subunit protein uS10m	11.56	2	2	2	56977.342	2	
Q9VFC2	Serine protease inhibitor 88Ea	31.38	13	30	12	1024402.2833	29	
Q9VFC8	Glycogen [starch] synthase	10.44	7	9	1	84488.1065	9	
Q9VFI9	cGMP-specific 3',5'-cyclic phosphodiesterase	2.68	3	3	0	12367.99247	3	
Q9VFJ0	Probable cytochrome P450 313a1	4.67	2	2	2	2690.68166	2	
Q9VFJ2	Large ribosomal subunit protein uL11m	19.9	4	4	4	36049.695	2	
Q9VFJ3	Serine protease HTRA2, mitochondrial	7.82	3	3	0	45530.286	3	
Q9VFM9	Twinfilin	24.78	8	14	8	244305.2249	12	
Q9VFP1	Probable cytochrome P450 6d5	11.81	6	7	6	85267.5822	7	
Q9VFR0	Protein BCCIP homolog	5.05	2	3	2	61301.175	3	
Q9VFS5	Serine/threonine-protein phosphatase 4 regulatory subunit 3	0.71	1	1	0	13108.722	1	
Q9VFS8	26S proteasome non-ATPase regulatory subunit 9	36.36	8	10	8	159561.27331	10	
Q9VFW4	Elongator complex protein 6	3.98	1	2	1	61276.528	2	
Q9VG08	L-dopachrome tautomerase yellow-f2	1.99	1	1	1	5879.6343	1	
Q9VG55	Protein hugin	18.32	2	2	2	11879.2526	2	
Q9VG73	Interleukin enhancer-binding factor 2 homolog	25.0	8	11	8	385546.64	9	
Q9VG74	N-acetylneuraminate-9-phosphate synthase	1.88	1	1	1	8289.098	1	
Q9VG76	Myc-binding protein	11.05	2	2	2	27461.955	1	
Q9VG82	Probable cytochrome P450 9f2	5.43	3	3	3	21525.217	3	
Q9VG97	Inactive glutathione S-transferase D3	43.72	9	23	9	1693283.1857	23	
Q9VG98	Glutathione S-transferase D2	19.53	6	13	1	175336.51069999998	6	
Q9VGG5	Cadherin-87A	5.16	9	12	9	252937.9329	12	
Q9VGN9	Probable ribosome biogenesis protein RLP24	6.28	1	1	1	17340.451	1	
Q9VGP6	Prefoldin subunit 3	29.9	6	8	6	210869.893	8	
Q9VGQ9	Diphthamide biosynthesis protein 3	10.47	1	1	1	9497.32	1	
Q9VGR2	Protein arginine methyltransferase NDUFAF7 homolog, mitochondrial	8.01	3	3	3	46964.793399999995	3	
Q9VGR7	J domain-containing protein CG6693	3.34	1	1	0	28397.701	1	
Q9VGS2	Translationally-controlled tumor protein homolog	76.16	12	49	0	2979500.95938	47	
Q9VGU6	GTP:AMP phosphotransferase, mitochondrial	43.98	11	17	11	554767.3804	17	
Q9VGV8	Phosducin-like protein 3	8.8	2	3	2	34854.092300000004	3	
Q9VGZ0	Probable cytochrome P450 12e1, mitochondrial	2.11	1	1	1	1977.2318	1	
Q9VH07	RuvB-like helicase 1	23.03	7	14	7	391125.916	14	
Q9VH19	Leishmanolysin-like peptidase	2.64	2	2	2	9147.621	1	
Q9VH39	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	47.29	9	11	9	534187.8014	11	
Q9VH69	Small ribosomal subunit protein uS14	35.71	2	9	0	548272.42	7	
Q9VH95	Cytosolic Prostaglandin E synthase	47.83	8	26	8	1614119.6119	19	
Q9VHA0	Polycomb protein Scm	2.74	2	2	0	2425.201	1	
Q9VHD2	Probable maleylacetoacetate isomerase 2	21.59	5	8	5	98426.5211	8	
Q9VHD3	Probable maleylacetoacetate isomerase 1	20.73	4	5	4	48275.7368	5	
Q9VHG4	ATPase H(+)-transporting accessory protein 2	16.56	6	10	6	273460.253	10	
Q9VHI7	E3 ubiquitin-protein ligase Iruka	24.74	7	10	7	58944.5366	7	
Q9VHK6	Iron-sulfur cluster assembly enzyme IscU	21.43	4	6	4	221390.2883	6	
Q9VHN6	Large ribosomal subunit protein bL19m	8.82	2	4	2	16566.0441	4	
Q9VHP0	ATP-dependent RNA helicase bel	25.06	16	22	0	163122.3954	15	
Q9VHR6	Autophagy-related protein 13 homolog	1.72	1	1	1	4037.2268	1	
Q9VHR8	Dipeptidyl peptidase 3	35.75	26	55	26	1804227.00267	51	
Q9VHS2	Cytochrome c oxidase subunit 7A, mitochondrial	75.28	8	49	0	4627205.9307200005	45	
Q9VI10	Probable small nuclear ribonucleoprotein Sm D2	40.34	5	6	5	167987.4316	6	
Q9VI13	Serine/threonine-protein kinase Pak	4.26	3	3	0	28907.190000000002	3	
Q9VI25	Neurochondrin homolog	2.35	2	2	2	4614.0522	1	
Q9VI55	E3 UFM1-protein ligase 1 homolog	9.97	9	9	0	98528.563	8	
Q9VI75	Phosphatidylinositol-binding clathrin assembly protein LAP	56.2	20	89	2	196292.58725	12	
Q9VIH3	Microsomal triacylglycerol transfer protein	2.03	2	2	2	18488.317000000003	2	
Q9VIH9	UPAR/Ly6 domain-containing protein CG9338	48.3	6	15	6	622570.3577	15	
Q9VII1	UPAR/Ly6 domain-containing protein bero	54.05	7	16	7	548925.3981999999	14	
Q9VIM5	Actin-related protein 2/3 complex subunit 2	23.26	6	6	0	132406.0955	5	
Q9VIQ0	Short neuropeptide F	9.25	2	3	2	51936.3186	3	
Q9VIT0	DNA sliding clamp PCNA2	12.94	4	4	4	46173.6509	3	
Q9VIV2	Zinc finger protein swm	2.92	3	4	0	8701.693	3	
Q9VIW3	Ran GTPase-activating protein	13.42	8	13	0	584339.57687	12	
Q9VJ26	EF-hand domain-containing protein D2 homolog	46.08	9	15	0	458504.656	14	
Q9VJ31	Betaine-homocysteine S-methyltransferase	13.9	5	7	5	177978.6905	7	
Q9VJ33	Ubiquitin-like protein NEDD8	27.38	3	9	0	141516.2689	7	
Q9VJC7	Elongation factor Ts, mitochondrial	18.87	6	10	6	316337.091	8	
Q9VJD2	Ragulator complex protein LAMTOR3 homolog	6.45	1	1	0	11222.496	1	
Q9VJD3	Conserved oligomeric Golgi complex subunit 5	1.07	1	1	0	2609.0815	1	
Q9VJE4	DNA-directed RNA polymerase II subunit RPB11	26.5	3	3	3	21815.263	3	
Q9VJG0	Xaa-Pro aminopeptidase ApepP	3.43	2	2	2	5161.495800000001	2	
Q9VJG4	Electron transfer flavoprotein regulatory factor 1 homolog	11.76	1	1	1	15124.659	1	
Q9VJI9	Cytosolic Fe-S cluster assembly factor Nubp1 homolog	37.3	9	11	9	132353.9749	10	
Q9VJL6	Glia maturation factor	10.87	2	3	2	83762.234	3	
Q9VJQ5	Protein Dr1	17.49	3	3	3	37480.8646	3	
Q9VJY6	Large ribosomal subunit protein eL24	29.68	7	17	0	474715.16	14	
Q9VJY9	Protein Loquacious	12.69	5	5	0	107224.0632	5	
Q9VKA0	UPAR/Ly6 domain-containing protein crok	9.93	1	2	1	12922.1401	2	
Q9VKD3	Cysteine desulfurase, mitochondrial	23.38	10	14	9	308083.8794	13	
Q9VKH0	Conserved oligomeric Golgi complex subunit 8	1.93	1	1	1	4984.09	1	
Q9VKJ8	Alpha-L-iduronidase	1.42	1	1	1	2237.0952	1	
Q9VKJ9	Coiled-coil and C2 domain-containing protein 1-like	10.54	9	11	0	137699.4218	10	
Q9VKK1	Enhancer of mRNA-decapping protein 4 homolog	3.62	6	8	6	35812.335	7	
Q9VKV5	CD2 antigen cytoplasmic tail-binding protein 2 homolog	5.64	2	2	2	58574.153	2	
Q9VKX4	Small ribosomal subunit protein uS7m	16.51	4	5	0	114457.64700000001	4	
Q9VL00	Ubiquitin thioesterase otubain-like	9.16	2	2	2	50999.616	2	
Q9VL13	MOB kinase activator-like 3	4.09	1	1	1	9065.518	1	
Q9VL18	Probable elongation factor 1-delta	54.69	16	44	16	1591679.7189	36	
Q9VL78	FK506-binding protein 59	55.58	29	59	0	2234381.7328	58	
Q9VLF6	UPF0585 protein CG18661	17.57	3	3	0	35085.3893	3	
Q9VLJ6	Angiotensin-converting enzyme-related protein	7.78	6	6	0	78937.1533	5	
Q9VLM8	Alanine--tRNA ligase, cytoplasmic	10.77	9	11	9	98596.6458	10	
Q9VLP3	Guanine nucleotide exchange factor MSS4 homolog	51.64	6	9	6	217186.7079	8	
Q9VLR5	RNA polymerase II transcriptional coactivator	25.45	3	7	3	87862.341	6	
Q9VLS9	Beta-lactamase-like protein 2 homolog	48.63	10	19	10	711492.6064	18	
Q9VLT8	WASH complex subunit 3	19.89	3	3	3	20691.2814	3	
Q9VLU0	Barrier-to-autointegration factor	55.56	4	13	0	651292.70184	13	
Q9VLU4	Serine protease inhibitor 28Dc	13.43	6	8	6	217786.4873	8	
Q9VLV5	Probable small nuclear ribonucleoprotein E	27.66	3	9	3	174381.0222	9	
Q9VLV7	Protein spaetzle 3	1.8	1	1	1	3435.087	1	
Q9VM33	Elongation factor G, mitochondrial	3.89	3	3	3	17171.86937	2	
Q9VM65	FGFR1 oncogene partner 2 homolog	14.29	5	6	0	68735.5179	5	
Q9VMA2	Probable galactose-1-phosphate uridylyltransferase	5.71	3	6	0	35025.1397	5	
Q9VMA7	Transport and Golgi organization protein 1	3.36	6	6	1	39653.984500000006	6	
Q9VMC8	PHD finger-like domain-containing protein 5A	26.13	3	3	3	60038.231	3	
Q9VMD6	Protein real-time	2.58	2	2	0	14371.9957	2	
Q9VMD9	Tiggrin	11.33	29	34	0	319374.68048	31	
Q9VMG0	Arylalkylamine N-acetyltransferase-like 2	20.37	4	5	4	52998.2744	5	
Q9VMM6	Protein obstructor-E	36.95	8	16	8	364141.39	16	
Q9VMQ5	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	7.55	3	4	3	18278.574950000002	3	
Q9VMQ7	Elongator complex protein 4	14.42	5	5	5	51536.03885	4	
Q9VMR8	Protein Turandot M	33.59	3	5	0	241119.197	5	
Q9VMT5	Probable cytochrome P450 28d1	14.94	10	14	10	112768.4063	10	
Q9VMU4	Large ribosomal subunit protein eL43	18.48	2	3	0	28333.168999999998	3	
Q9VMU5	Protein quick-to-court	5.55	4	5	0	45984.1772	5	
Q9VMW7	Inosine triphosphate pyrophosphatase	31.41	7	13	7	732576.673	12	
Q9VMX0	Large ribosomal subunit protein bL28m	9.93	3	3	0	50457.91499999999	3	
Q9VMY1	Large ribosomal subunit protein uL24m	9.31	3	4	3	62256.78600000001	3	
Q9VMY9	Guanine deaminase	4.46	2	2	2	39811.572	2	
Q9VN12	Probable sodium/potassium/calcium exchanger CG1090	4.58	2	4	0	31655.1447	4	
Q9VN13	Sideroflexin-1-3	16.2	5	7	5	97905.15427	6	
Q9VN14	Contactin	19.78	25	34	25	644023.06512	31	
Q9VN19	Golgi to ER traffic protein 4 homolog	5.9	2	3	0	14448.2339	3	
Q9VN25	Eukaryotic translation initiation factor 3 subunit A	3.07	4	4	4	53355.57273000001	4	
Q9VN50	Eukaryotic translation initiation factor 3 subunit F-1	28.57	8	15	8	240608.55103	12	
Q9VN91	MORN repeat-containing protein 4 homolog	43.43	8	40	8	745614.4346	29	
Q9VN93	Cathepsin F	22.64	13	28	12	1115111.09308	25	
Q9VN95	Enolase-phosphatase E1	23.83	5	11	5	216264.462	6	
Q9VNA4	Uncharacterized protein CG1161	9.25	2	3	0	53050.818	3	
Q9VNA5	Proteasome subunit beta type-4	5.22	2	4	2	108778.0907	3	
Q9VND8	GTP-binding protein Rheb homolog	22.53	5	9	5	331787.6091	9	
Q9VNE2	Protein krasavietz	31.28	16	24	16	613910.131	22	
Q9VNE9	Large ribosomal subunit protein uL13	27.8	9	17	6	446705.87	12	
Q9VNI3	Histone PARylation factor 1	4.45	2	2	2	11560.74	1	
Q9VP48	Ras-related protein Rab-26	9.79	4	7	0	68592.4546	3	
Q9VP61	Acetyl-coenzyme A synthetase	8.51	6	6	0	62221.7835	4	
Q9VP65	Multifunctional methyltransferase subunit TRM112-like protein	25.81	2	4	2	14132.4328	4	
Q9VPC1	Distal membrane arm assembly component 2	9.15	3	3	3	77405.156	3	
Q9VPH7	Eukaryotic peptide chain release factor subunit 1	8.45	4	4	0	49501.4244	4	
Q9VPL3	Large ribosomal subunit protein uL10m	9.68	3	4	3	44164.651099999995	4	
Q9VPQ2	DnaJ homolog shv	16.67	6	7	6	156965.7801	7	
Q9VQ29	Cytochrome b-c1 complex subunit Rieske, mitochondrial	43.04	10	36	10	4396350.28385	27	
Q9VQ62	NPC intracellular cholesterol transporter 2 homolog a	47.3	5	13	5	994809.2923000001	12	
Q9VQ79	Putative apoptosis-inducing factor 1, mitochondrial	14.61	9	11	0	163041.22	11	
Q9VQ91	Tudor and KH domain-containing protein homolog	7.47	5	6	5	25141.14117	5	
Q9VQ93	Golgi phosphoprotein 3 homolog sauron	16.33	4	5	4	112656.9648	5	
Q9VQC4	Glycerate kinase	12.94	8	8	0	136350.397	8	
Q9VQF7	Bacchus	40.79	6	16	6	278503.5342	13	
Q9VQF9	SNAPIN protein homolog	16.42	2	3	2	89294.725	3	
Q9VQG4	Congested-like trachea protein	29.74	9	17	8	566895.4546	16	
Q9VQQ0	Serine/threonine-protein phosphatase 2A activator	22.61	9	15	9	340457.0498	15	
