Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 129N, Sample, n/a, Earth_M3	Abundances Count: F8: 129N, Sample, n/a, Earth_M3	Modifications
P48607	Protein spaetzle	9.2	3	4	0	4860.169	2	
P48609	Cyclin-dependent kinase 5 homolog	17.35	6	8	5	232830.7543	8	
P48610	Arginine kinase 1	76.69	46	489	0	188856820.60863	440	
P48611	6-pyruvoyl tetrahydrobiopterin synthase	71.43	10	38	10	2993454.47626	34	
P48809	Heterogeneous nuclear ribonucleoprotein 27C	37.05	11	43	0	2672376.06329	38	
P48810	Heterogeneous nuclear ribonucleoprotein 87F	28.31	7	11	0	798655.28516	8	
P49028	Protein mago nashi	11.56	2	7	2	91611.92940000001	5	
P49071	MAP kinase-activated protein kinase 2	11.14	5	9	0	431797.4426	7	
P49455	Tropomyosin-1, isoforms 33/34	46.53	39	282	3	167452.00400000002	3	
P49630	Large ribosomal subunit protein eL36	26.96	3	8	0	1434975.972	8	
P49657	Serine/threonine-protein kinase minibrain	1.1	1	1	0	5514.2188	1	
P49847	Transcription initiation factor TFIID subunit 6	9.57	6	7	0	159090.8999	7	
P49866	Transcription factor HNF-4 homolog	4.12	2	2	0	11144.059099999999	2	
P49906	Transcription initiation factor TFIID subunit 11	9.18	2	3	2	22460.2763	2	
P49963	Signal recognition particle 19 kDa protein	42.5	5	6	5	116819.6638	5	
P50882	Large ribosomal subunit protein uL6	62.11	11	30	0	3937827.23746	29	
P50887	Large ribosomal subunit protein eL22	32.78	7	14	7	475325.11893	12	
P51140	Segment polarity protein dishevelled	5.78	3	3	3	20733.9104	3	
P51406	Bystin	1.83	1	1	1	1865.6565	1	
P52029	Glucose-6-phosphate isomerase	38.35	17	26	17	1033738.15764	25	
P52034	ATP-dependent 6-phosphofructokinase	16.12	12	16	1	150175.99539999999	13	
P52302	Protein lethal(3)malignant blood neoplasm 1	21.13	10	25	0	1434518.18857	22	
P52486	Ubiquitin-conjugating enzyme E2-22 kDa	35.68	5	9	0	954058.274	9	
P52654	Transcription initiation factor IIA subunit 1	8.74	2	2	2	17442.1134	2	
P53034	Replication factor C subunit 2	20.24	6	6	6	191450.235	6	
P53501	Actin-57B	70.21	33	663	5	85312640.31030001	94	
P53624	Mannosyl-oligosaccharide alpha-1,2-mannosidase IA	2.85	2	2	0	25851.422	2	
P53777	Muscle LIM protein 1	56.52	6	24	0	1397891.954	17	
P53997	Protein SET	15.24	4	9	4	734757.1736999999	9	
P54185	Putative odorant-binding protein A5	15.71	3	5	3	307601.48099999997	5	
P54191	General odorant-binding protein 69a	6.08	1	1	1	59666.156	1	
P54192	General odorant-binding protein 19d	71.33	13	119	13	55640839.75532	116	
P54193	General odorant-binding protein 83a	42.86	7	17	0	3829652.719	13	
P54195	General odorant-binding protein 28a	40.56	4	17	4	940186.8029499999	15	
P54351	Vesicle-fusing ATPase 2	24.73	20	27	0	80959.9041	4	
P54352	Ethanolamine kinase	13.9	6	7	4	304973.1921	6	
P54353	Putative peptidyl-prolyl cis-trans isomerase dodo	36.75	7	29	7	1547405.8592	29	
P54357	Myosin-2 essential light chain	89.12	10	58	1	5510934.5412	49	
P54359	Septin-2	13.13	7	12	1	727061.7225	12	
P54367	Casein kinase I isoform alpha	5.93	2	2	0	54984.632	2	
P54385	Glutamate dehydrogenase, mitochondrial	46.09	26	97	6	6214921.33845	93	
P54397	39 kDa FK506-binding nuclear protein	9.52	4	4	4	101509.35269999999	4	
P54399	Protein disulfide-isomerase	76.81	40	203	0	30344460.87339	184	
P54611	V-type proton ATPase subunit E	84.51	26	193	0	47340786.04421	166	
P54622	Single-stranded DNA-binding protein, mitochondrial	36.3	5	9	5	565245.347	7	
P55035	26S proteasome non-ATPase regulatory subunit 4	46.97	11	19	0	1070312.1631999998	14	
P55828	Small ribosomal subunit protein uS10	57.5	7	17	7	3635845.97	14	
P55830	Small ribosomal subunit protein eS1	66.42	20	75	20	9715163.10512	64	
P55841	Large ribosomal subunit protein eL14	52.41	13	29	13	3537227.262	27	
P55935	Small ribosomal subunit protein uS4	56.41	17	49	0	4667647.384	45	
P56079	Phosphatidate cytidylyltransferase, photoreceptor-specific	8.28	3	3	0	44063.9694	3	
P56538	Eukaryotic translation initiation factor 6	11.43	3	4	3	307819.94200000004	4	
P61209	ADP-ribosylation factor 1	40.66	6	23	0	2474024.4792	22	
P61849	Dromyosuppressin	29.0	3	3	0	130433.382	3	
P61851	Superoxide dismutase [Cu-Zn]	77.78	10	121	10	29420750.2943	111	
P61855	Adipokinetic hormone	37.97	2	4	2	82201.6731	4	
P61857	Tubulin beta-2 chain	36.55	15	179	2	3996042.736	3	
P62152	Calmodulin	99.33	19	482	0	145044889.64963	432	
P80455	Small ribosomal subunit protein eS12	79.14	8	24	8	3309874.9153	24	
P81829	Leucokinin	6.25	1	2	1	39662.816	1	
P81900	cAMP-dependent protein kinase type II regulatory subunit	51.46	18	92	18	19274039.86598	87	
P82147	Protein lethal(2)essential for life	68.45	12	45	0	9613236.27718	39	
P82295	Prominin-like protein	0.99	1	1	0	1919109.9	1	
P82804	Partner of Y14 and mago	24.15	5	6	4	22499.1234	5	
P82890	Low molecular weight phosphotyrosine protein phosphatase 1	38.71	5	12	5	1772495.311	11	
P83094	Stromal interaction molecule homolog	21.93	11	15	1	513484.0097	12	
P83967	Actin, indirect flight muscle	69.15	30	612	3	1091699.7845	12	
P84029	Cytochrome c-2	76.85	13	103	0	49351059.20883	101	
P84040	Histone H4	60.19	11	107	0	19074412.55192	95	
P84051	Histone H2A	42.74	7	32	0	4661006.0876	14	
P84345	ATP synthase protein 8	18.87	1	11	1	428268.56429999997	11	
P91664	Protein max	4.35	1	1	0	50277.918	1	
P91891	Protein Mo25	34.22	13	25	0	2923661.1613	22	
P91926	AP-2 complex subunit alpha	20.0	20	24	20	470976.95489999995	23	
P91927	Mitochondrial proton/calcium exchanger protein	40.67	35	59	35	2711401.20155	56	
P91928	MICOS complex subunit Mic60	51.69	42	120	0	15401663.83865	110	
P91929	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	46.68	16	47	0	6643796.213500001	45	
P91938	Thioredoxin reductase 1, mitochondrial	39.43	19	46	0	3557585.476	40	
P92029	DnaJ-like protein 60	5.53	1	1	0	8695.39	1	
P92177	14-3-3 protein epsilon	79.01	28	274	26	58616593.47145	207	
P92204	Negative elongation factor E	14.64	4	4	4	217604.774	4	
P92208	Stress-activated protein kinase JNK	10.75	5	7	0	39510.004929999996	4	
P98081	Protein disabled	6.16	12	15	0	101792.94382	12	
Q00174	Laminin subunit alpha	22.68	79	156	79	10814840.3998	143	
Q01603	Peroxidase	10.14	6	8	0	166075.1652	7	
Q01604	Phosphoglycerate kinase	85.06	32	227	0	51386668.78939	210	
Q01637	Uridine 5'-monophosphate synthase	9.94	6	7	6	147037.98770000003	7	
Q01819	Connectin	2.64	2	2	0	66250.36	1	
Q01989	Myosin heavy chain 95F	2.55	4	4	0	22644.049	2	
Q02748	Eukaryotic initiation factor 4A	45.66	19	33	17	3208740.61662	32	
Q02910	Calphotin	6.83	4	15	4	308065.20573	13	
Q03017	NF-kappa-B inhibitor cactus	17.2	6	9	0	219367.86407	8	
Q03043	cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B	3.95	5	5	0	40234.2549	5	
Q03334	Small ribosomal subunit protein uS15	52.98	9	32	0	3085245.886	27	
Q03427	Lamin-C	66.67	46	141	3	11013638.39541	125	
Q04047	Protein no-on-transient A	16.14	9	10	0	247443.58070000002	9	
Q04164	Putative epidermal cell surface receptor	8.21	11	17	0	436585.2872	16	
Q04691	Fat-body protein 1	29.93	28	50	0	885620.5498	47	
Q05783	High mobility group protein D	21.43	2	7	0	245228.6608	4	
Q05825	ATP synthase subunit beta, mitochondrial	86.34	36	599	0	135340160.78792	516	
Q05856	Small nuclear ribonucleoprotein-associated protein B	21.61	3	4	3	53809.97464	3	
Q06559	Small ribosomal subunit protein uS3	82.11	25	107	0	21633186.8714	104	
Q06943	High mobility group protein Z	21.62	3	10	0	172591.77060000002	10	
Q07093	Head-specific guanylate cyclase	8.43	7	7	7	44651.0397	6	
Q07152	Inosine-5'-monophosphate dehydrogenase	30.35	12	23	0	1204988.1468	22	
Q07171	Gelsolin	22.06	16	44	0	5424192.3621	43	
Q07327	Protein ROP	24.29	15	40	0	1607966.9539	38	
Q08012	Growth factor receptor-bound protein 2	52.61	11	29	11	1649509.50537	26	
Q08180	Irregular chiasm C-roughest protein	3.53	3	3	0	4504.3272	2	
Q08473	RNA-binding protein squid	43.31	10	27	0	3372996.6911	24	
Q09024	Neural/ectodermal development factor IMP-L2	15.36	4	9	0	243385.87140000003	8	
Q09101	Locomotion-related protein Hikaru genki	5.74	4	4	4	26134.3051	3	
Q0E8C8	Serine protease inhibitor 77Ba	21.56	10	16	10	839138.83874	16	
Q0E940	Eukaryotic translation initiation factor 3 subunit B	6.96	6	7	0	121885.35070000001	7	
Q0E9B6	Small ribosomal subunit protein uS17	34.84	8	15	6	1652644.7774	14	
Q0KHQ5	Serine/threonine-protein kinase Tao	5.39	6	6	0	18424.42238	5	
Q0KIC3	Uncharacterized protein CG43427	8.82	11	11	0	8206.474	1	
Q10714	Angiotensin-converting enzyme	11.54	11	12	0	356352.787	11	
Q11002	Calpain-A	7.37	6	7	0	159971.0479	7	
Q23970	Pheromone-binding protein-related protein 6	58.87	9	33	9	7317154.273	32	
Q23983	Alpha-soluble NSF attachment protein	62.67	17	91	17	17335175.3506	85	
Q23997	Imaginal disk growth factor 6	52.88	27	100	0	13902139.62779	82	
Q24008	Inactivation-no-after-potential D protein	48.37	37	127	0	15475265.37274	107	
Q24046	Sodium/potassium-transporting ATPase subunit beta-1	45.63	17	54	0	8811020.8896	51	
Q24048	Sodium/potassium-transporting ATPase subunit beta-2	51.39	15	95	0	14590552.1369	89	
Q24050	Elongator complex protein 5	27.48	6	10	6	436960.46280000004	9	
Q24114	Division abnormally delayed protein	20.93	10	15	0	595394.93996	14	
Q24133	DnaJ protein homolog 1	44.91	13	23	0	1497833.0568	21	
Q24134	Negative elongation factor D	4.84	2	2	0	43144.378	2	
Q24180	Deformed epidermal autoregulatory factor 1	8.68	4	4	0	17888.402299999998	4	
Q24185	Protein hook	28.28	21	32	21	1232154.67976	32	
Q24186	Small ribosomal subunit protein uS7A	53.07	11	37	0	1804475.15397	33	
Q24207	Protein boule	36.4	6	12	0	510769.1892	11	
Q24208	Eukaryotic translation initiation factor 2 subunit 3	34.53	15	21	0	382246.7753	19	
Q24210	Peripheral plasma membrane protein CASK	8.46	7	7	0	34020.7142	7	
Q24211	Protein stoned-A	42.71	35	65	0	4227372.00366	61	
Q24214	Calcineurin subunit B type 2	62.35	7	30	0	10712870.59052	28	
Q24238	Alkaline phosphatase 4	16.61	8	10	8	240555.5545	9	
Q24246	Cytoplasmic dynein 1 intermediate chain	5.88	4	4	0	95500.38339999999	4	
Q24251	ATP synthase subunit d, mitochondrial	84.27	18	187	0	56445543.01486	171	
Q24276	Hsp90 co-chaperone Cdc37	35.73	15	26	15	1665888.5859	26	
Q24292	Protein dachsous	0.54	2	2	0	40187.319	2	
Q24297	Small nuclear ribonucleoprotein F	25.0	2	2	2	314416.92350000003	2	
Q24298	DE-cadherin	21.57	29	50	29	2187332.8693999997	47	
Q24312	DNA-binding protein Ewg	7.5	6	6	1	72121.0722	5	
Q24318	Transcription factor Dp	16.18	7	8	0	110364.9825	6	
Q24319	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	14.48	6	9	6	579652.4990000001	8	
Q24322	Semaphorin-1A	4.67	4	5	0	38409.9573	5	
Q24337	Protein enhancer of rudimentary	16.35	2	4	0	570829.519	4	
Q24372	Lachesin	27.58	9	17	9	846700.4449	16	
Q24388	Larval serum protein 2	12.27	8	11	0	390016.6387	9	
Q24400	Muscle LIM protein Mlp84B	45.05	21	79	20	8578299.28805	74	
Q24407	ATP synthase-coupling factor 6, mitochondrial	62.26	8	71	0	16464138.48447	61	
Q24439	ATP synthase subunit O, mitochondrial	78.47	24	198	24	90856603.0583	181	
Q24478	Centrosome-associated zinc finger protein Cp190	15.69	16	27	16	492648.8494	23	
Q24491	RNA-binding protein Rsf1	38.07	7	10	0	611946.27316	10	
Q24492	Replication protein A 70 kDa DNA-binding subunit	13.43	8	8	8	85255.9457	8	
Q24509	Syntaxin-5	4.93	2	3	0	36242.079	3	
Q24523	Protein bunched, class 2/F/G isoform	7.89	10	15	0	880802.89075	15	
Q24524	Protein singed	10.35	5	5	0	28604.469	4	
Q24537	High mobility group protein DSP1	22.9	8	15	0	1024653.069	14	
Q24547	Syntaxin-1A	43.64	15	53	0	8590597.57749	51	
Q24560	Tubulin beta-1 chain	68.46	25	308	2	58305191.36568	254	
Q24562	Splicing factor U2AF 50 kDa subunit	12.26	5	6	0	173641.269	6	
Q24572	Chromatin assembly factor 1 p55 subunit	11.16	5	10	0	583015.9734	8	
Q24583	V-type proton ATPase subunit F 1	79.84	9	33	9	7592340.41402	31	
Q26377	Pro-corazonin	44.81	5	17	5	341984.86756000004	15	
Q26416	Adult cuticle protein 1	20.0	1	3	1	408718.11	2	
Q27237	DnaJ homolog l(2)tid, mitochondrial	25.77	11	12	3	463012.057	12	
Q27268	ATP-dependent RNA helicase WM6	27.83	11	18	7	948263.99675	16	
Q27272	Transcription initiation factor TFIID subunit 9	16.19	4	4	4	116535.8997	4	
Q27331	V-type proton ATPase catalytic subunit A isoform 2	66.61	35	119	0	4485872.63383	51	
Q27377	Putative odorant-binding protein A10	41.94	7	16	7	2812361.3486	14	
Q27415	Nucleoplasmin-like protein	43.42	6	53	0	6080883.7373	49	
Q27580	Adenosylhomocysteinase	23.61	9	11	0	607246.8062	10	
Q27597	NADPH--cytochrome P450 reductase	11.78	8	11	0	255101.9694	11	
Q27869	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	42.04	8	20	2	1080510.24013	19	
Q27889	Serine/threonine-protein phosphatase 2B catalytic subunit 2	37.02	18	55	0	1001653.3797	15	
Q3KN41	Neurexin 1	3.37	5	5	0	35471.1334	5	
Q45VV3	Transcriptional coactivator yorkie	4.81	2	2	0	6315.0237	2	
Q4V5I9	Succinate dehydrogenase assembly factor 2-A, mitochondrial	41.72	3	5	3	141414.99899999998	4	
Q4V645	Trissin	7.41	1	1	1	38238.098	1	
Q59E04	Neuroendocrine protein 7B2	14.49	3	5	3	302369.486	5	
Q5U117	Complex I assembly factor Egm, mitochondrial	2.66	2	2	2	43969.871	2	
Q6AWN0	Acireductone dioxygenase	43.55	8	18	8	609837.0166	17	
Q6NN40	Alpha N-terminal protein methyltransferase 1	15.58	4	5	0	27623.0104	4	
Q6WV19	Polypeptide N-acetylgalactosaminyltransferase 2	8.21	5	6	5	17248.46786	4	
Q709R6	LEM domain-containing protein Bocksbeutel	20.55	8	8	8	179522.13296000002	7	
Q70PY2	Peptidoglycan-recognition protein SB1	22.11	4	6	4	299294.3067	6	
Q7JQW6	Lipoyl synthase, mitochondrial	9.02	4	6	4	350624.7201	6	
Q7JR49	V-type proton ATPase subunit S1	9.23	3	12	3	1494612.81776	11	
Q7JR71	Extracellular superoxide dismutase [Cu-Zn]	28.73	5	15	1	1097727.35394	14	
Q7JUR6	Protein GDAP2 homolog	7.04	3	4	0	130926.8918	4	
Q7JUY7	PTB domain-containing adapter protein ced-6	15.28	7	14	0	913097.39433	14	
Q7JVI3	Eukaryotic translation initiation factor 3 subunit M	40.31	15	28	0	1526474.8089	27	
Q7JW27	WASH complex subunit 1	4.41	2	2	2	35704.54	2	
Q7JWD3	ATPase ASNA1 homolog	23.51	7	11	7	390943.1369	11	
Q7JWR9	Zinc finger CCCH domain-containing protein 15 homolog	22.28	7	9	0	164655.8904	8	
Q7JXF5	Nuclear pore glycoprotein p62	37.31	11	18	11	1340195.0373	17	
Q7JXF7	Protein seele	39.15	6	16	6	755489.9853	15	
Q7JYV2	Synaptogyrin	8.3	1	2	1	2510.479	1	
Q7JZB4	Mannose-1-phosphate guanylyltransferase catalytic subunit beta	12.2	3	6	0	48843.246	5	
Q7JZV0	Cuticular protein 47Eg	19.66	2	4	2	89699.476	3	
Q7K0D8	Nuclear pore complex protein Nup50	23.76	12	15	12	316664.78584	14	
Q7K0E3	MOB kinase activator-like 4	27.8	4	12	0	308249.8203	9	
Q7K1U0	Activity-regulated cytoskeleton associated protein 1	42.91	9	15	9	377202.01475000003	12	
Q7K1Z5	Ubiquitin-fold modifier-conjugating enzyme 1	14.63	3	4	3	276177.71900000004	4	
Q7K237	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	5.15	2	2	0	5009.85106	2	
Q7K2D2	Dynactin subunit 2	57.37	23	42	23	4529799.09533	39	
Q7K2G1	Proteasomal ubiquitin receptor ADRM1 homolog	48.59	14	28	1	85348.4902	3	
Q7K486	Armadillo repeat-containing protein 6 homolog	20.26	9	12	9	727779.06704	11	
Q7K4Q5	Probable protein phosphatase CG10417	24.17	12	21	0	666113.9755000001	21	
Q7K4Z4	Protein immune deficiency	14.65	3	4	3	76070.09227	4	
Q7K550	Eukaryotic translation initiation factor 3 subunit J	41.1	9	23	0	1613582.4993	23	
Q7K556	TRPL translocation defect protein 14	8.63	4	5	0	72705.4917	5	
Q7K5K3	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	53.15	16	79	16	19560526.4872	72	
Q7K5M0	Inactive serine protease scarface	12.06	6	8	6	199491.37749	8	
Q7K738	Ubiquitin-conjugating enzyme E2-18 kDa	65.58	11	30	11	4197344.0774	27	
Q7KLV9	26S proteasome non-ATPase regulatory subunit 11	46.68	18	39	0	3620642.9315	36	
Q7KML2	Acyl-coenzyme A oxidase 1	2.69	2	2	2	32077.7708	2	
Q7KN62	Transitional endoplasmic reticulum ATPase TER94	53.81	36	74	2	2455266.13152	66	
Q7KN90	Cysteine--tRNA ligase, cytoplasmic	19.84	15	17	15	457894.5076	16	
Q7KNF2	Polyadenylate-binding protein 2	34.38	7	14	0	738470.2403	13	
Q7KQM6	GIGYF family protein Gyf	4.26	7	9	7	41453.74362	8	
Q7KR04	Small ribosomal subunit protein uS8B	43.85	7	24	1	100408.12000000001	2	
Q7KRI2	Longitudinals lacking protein-like	27.56	4	11	0	927976.7865	11	
Q7KRU8	Ferritin heavy chain	53.66	9	80	1	31454597.15327	76	
Q7KRW8	Pre-mRNA-processing factor 39	1.69	2	2	2	10693.478	2	
Q7KTH8	COP9 signalosome complex subunit 8	26.92	6	10	6	378546.067	9	
Q7KUT2	Lon protease homolog, mitochondrial	16.8	14	19	14	680061.9026	16	
Q7KVQ0	H/ACA ribonucleoprotein complex subunit 1	10.97	3	4	3	137301.3069	4	
Q7KVY7	Syntaxin-4	14.11	4	6	1	75526.092	6	
Q7KW14	Coiled-coil domain-containing protein CG32809	5.83	6	8	0	85588.80268	7	
Q7KW39	Probable methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial	48.08	19	59	19	9007585.4493	54	
Q7PLI7	Serine/threonine-protein kinase CG17528	2.01	1	1	1	2191.467	1	
Q7YTY6	Serine protease inhibitor 42Dd	34.95	11	28	11	3042669.583	28	
Q867Z4	Longitudinals lacking protein, isoforms F/I/K/T	13.09	11	21	2	1025989.79174	19	
Q868Z9	Papilin	23.81	59	118	59	3804177.07609	103	
Q86B79	RING finger protein unkempt	6.18	3	3	0	78479.4458	3	
Q86B87	Modifier of mdg4	5.74	3	6	0	144506.94743	6	
Q86BL4	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	37.84	5	6	5	116688.801	5	
Q86BN8	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	9.5	2	2	2	8809.7838	2	
Q86NP2	Negative elongation factor A	11.99	11	18	0	220030.4279	14	
Q86P48	AT-rich binding protein	5.15	1	2	1	4139.592	1	
Q86S05	Protein lingerer	5.96	6	8	0	16157.898	7	
Q8I0G5	Coatomer subunit gamma	5.21	5	5	0	114885.476	5	
Q8I7C3	LIM and SH3 domain protein Lasp	27.85	16	37	0	3040744.2661	35	
Q8IH18	Eukaryotic translation initiation factor 4E transporter	8.71	9	9	9	173750.58299999998	9	
Q8IN41	Protein Turandot X	16.2	2	4	2	48991.460699999996	4	
Q8IN43	Protein Turandot C	48.84	5	12	5	755625.4324	12	
Q8IN44	Protein Turandot A	64.34	9	34	9	3731300.4155	30	
Q8INI8	Major heat shock 70 kDa protein Ba	22.0	13	64	0	187691.1405	10	
Q8IPJ3	E3 ubiquitin-protein ligase lubel	0.66	2	2	1	1417.4915999999998	2	
Q8IPM8	Complexin	71.13	11	97	0	36970.3255	4	
Q8IPW2	SH2/SH3 adapter protein dreadlocks	23.91	12	18	12	559115.3715	17	
Q8IPX7	Exosome complex component RRP40	28.02	6	8	6	257417.85379999998	6	
Q8IPZ3	NAD(P)H oxidoreductase RTN4IP1, mitochondrial	9.93	3	3	3	53075.795600000005	3	
Q8IQ56	Transmembrane protein 11 homolog, mitochondrial	29.67	5	16	0	172867.31261	10	
Q8IQ70	Calcium uniporter protein, mitochondrial	15.3	7	9	7	491786.5275	9	
Q8IQG1	MOB kinase activator-like 2	7.6	5	7	0	802075.1000000001	6	
Q8IQG9	Adenylate kinase 1	53.28	10	53	10	4740196.9068	42	
Q8IR45	BLOC-1-related complex subunit 8 homolog	24.04	4	4	4	104671.0864	4	
Q8IRH5	Zinc finger protein indra	8.19	5	5	5	21236.9987	4	
Q8MKJ4	General odorant-binding protein 57b	19.15	3	3	0	23435.5584	3	
Q8MKK0	General odorant-binding protein 57a	17.16	3	7	3	701471.9128	5	
Q8MKN0	Ubiquinone biosynthesis protein COQ9, mitochondrial	11.66	4	6	4	203333.392	6	
Q8MLY8	Small ribosomal subunit protein eS8	50.96	11	50	0	4815262.0162	44	
Q8MLZ7	Chitinase-like protein Idgf3	36.73	13	21	0	1709608.8229999999	19	
Q8MM24	Chitinase-like protein Idgf1	5.24	2	2	2	27563.803	2	
Q8MMC4	Protein CDV3 homolog	22.51	5	8	0	84928.4746	7	
Q8MR45	Putative N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase CG1827	8.91	3	4	3	19693.48846	4	
Q8MR62	Phosducin-like protein 2	30.83	8	10	8	530126.6544	10	
Q8MSS1	Protein lava lamp	22.63	60	78	0	945054.5850900001	71	
Q8MSU3	Ferric reductase 1	5.56	3	3	0	81050.745	3	
Q8MSV2	Protein alan shepard	16.78	8	21	8	1383212.44475	18	
Q8MT06	Guanine nucleotide-binding protein-like 3 homolog	1.72	1	1	1	23111.25	1	
Q8SWR8	Ataxin-2 homolog	6.09	5	7	2	40449.9029	7	
Q8SWU7	Obg-like ATPase 1	37.28	16	20	0	1979817.0196999998	19	
Q8SX68	CTTNBP2 N-terminal-like protein	32.68	18	31	18	1029542.1072	30	
Q8SXY6	Transmembrane emp24 domain-containing protein bai	36.89	7	18	7	1913636.9223000002	18	
Q8SY33	Protein Gawky	14.09	15	25	15	363693.91645	22	
Q8SY61	General odorant-binding protein 56d	56.49	7	55	0	6858982.8127	53	
Q8SY96	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	45.23	9	19	9	888993.3883	18	
Q8SYD0	Tetratricopeptide repeat protein 19 homolog, mitochondrial	15.18	4	5	4	120835.876	5	
Q8SYG2	COP9 signalosome complex subunit 3	13.48	5	6	5	5388.118	2	
Q8SYS7	Probable cytosolic Fe-S cluster assembly factor CG17683	3.98	2	2	2	16322.917	2	
Q8SZ63	Golgin-84	13.57	7	7	7	29964.990599999997	5	
Q8SZA8	Adrenodoxin-like protein 2, mitochondrial	44.08	6	15	6	735455.0995	14	
Q8T079	Cytokine-like nuclear factor N-PAC	49.17	22	47	0	2286880.03605	41	
Q8T0Q4	Charged multivesicular body protein 4	81.42	20	58	20	3359812.84526	56	
Q8T0R7	Chitinase-like protein Idgf5	1.58	1	1	1	9066.408	1	
Q8T390	Endophilin-A	62.33	23	114	0	11780125.9993	99	
Q8T3L6	Probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial	12.66	5	7	5	392707.75629999995	7	
Q8T3U2	Small ribosomal subunit protein uS12	34.27	7	23	0	2213014.7489	19	
Q8T3X9	Iron-sulfur cluster assembly 1 homolog, mitochondrial	64.62	7	20	7	940288.7359	19	
Q8T6B9	Poly(U)-binding-splicing factor hfp	15.23	8	15	3	649407.86525	14	
