Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 129N, Sample, n/a, Earth_M3	Abundances Count: F8: 129N, Sample, n/a, Earth_M3	Modifications
Q9VGP6	Prefoldin subunit 3	52.06	9	16	9	634774.0037	14	
Q9VGR2	Protein arginine methyltransferase NDUFAF7 homolog, mitochondrial	13.73	5	8	5	302516.6407	6	
Q9VGR7	J domain-containing protein CG6693	6.35	2	2	0	9737.8925	2	
Q9VGS2	Translationally-controlled tumor protein homolog	62.79	11	41	0	9057287.8888	38	
Q9VGU6	GTP:AMP phosphotransferase, mitochondrial	37.96	9	11	9	557389.814	9	
Q9VGV8	Phosducin-like protein 3	8.8	2	2	2	23619.103000000003	2	
Q9VGZ0	Probable cytochrome P450 12e1, mitochondrial	7.85	4	5	4	11250.319	3	
Q9VH07	RuvB-like helicase 1	32.89	10	16	10	892847.7887	16	
Q9VH19	Leishmanolysin-like peptidase	4.39	3	3	3	56704.102	2	
Q9VH39	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	34.98	7	10	7	1046211.4670000001	9	
Q9VH69	Small ribosomal subunit protein uS14	48.21	3	6	0	550739.255	4	
Q9VH95	Cytosolic Prostaglandin E synthase	59.24	11	32	11	8191902.7741	22	
Q9VHA0	Polycomb protein Scm	3.53	3	3	0	13974.7536	2	
Q9VHB3	U6 snRNA phosphodiesterase 1	10.85	3	4	3	41146.591799999995	4	
Q9VHD2	Probable maleylacetoacetate isomerase 2	24.23	6	9	6	379677.9637	8	
Q9VHD3	Probable maleylacetoacetate isomerase 1	17.07	4	5	4	121848.7117	5	
Q9VHG4	ATPase H(+)-transporting accessory protein 2	16.56	6	11	6	938170.7614	11	
Q9VHI7	E3 ubiquitin-protein ligase Iruka	24.47	6	12	6	128011.24450000002	10	
Q9VHK6	Iron-sulfur cluster assembly enzyme IscU	26.62	5	10	5	927262.613	10	
Q9VHN6	Large ribosomal subunit protein bL19m	10.13	3	4	3	79935.727	4	
Q9VHP0	ATP-dependent RNA helicase bel	27.82	17	24	0	505085.87510999996	16	
Q9VHR6	Autophagy-related protein 13 homolog	1.72	1	1	1	3962.0264	1	
Q9VHR8	Dipeptidyl peptidase 3	39.19	29	60	29	2997968.5601	57	
Q9VHS2	Cytochrome c oxidase subunit 7A, mitochondrial	76.4	9	45	0	9257786.170529999	44	
Q9VHS8	Eukaryotic initiation factor 4A-III	9.02	5	9	3	58406.65	3	
Q9VHV5	ADP-ribosylation factor-like protein 8	25.81	4	7	0	100137.5703	7	
Q9VI10	Probable small nuclear ribonucleoprotein Sm D2	54.62	6	11	6	202132.46600000001	9	
Q9VI13	Serine/threonine-protein kinase Pak	4.97	5	5	0	91832.379	5	
Q9VI55	E3 UFM1-protein ligase 1 homolog	3.96	4	5	0	184205.112	5	
Q9VI75	Phosphatidylinositol-binding clathrin assembly protein LAP	50.85	21	110	2	389708.7801	17	
Q9VIH3	Microsomal triacylglycerol transfer protein	3.84	4	5	4	23781.9608	4	
Q9VIH9	UPAR/Ly6 domain-containing protein CG9338	48.3	6	12	6	2339328.7654	12	
Q9VII1	UPAR/Ly6 domain-containing protein bero	53.38	6	17	6	2177770.4179000002	15	
Q9VIM5	Actin-related protein 2/3 complex subunit 2	9.97	4	5	0	61911.7743	5	
Q9VIQ0	Short neuropeptide F	12.46	3	5	3	133111.72137	5	
Q9VIT0	DNA sliding clamp PCNA2	29.02	8	11	8	834012.7775	11	
Q9VIV2	Zinc finger protein swm	6.21	5	5	0	24036.9635	4	
Q9VIW3	Ran GTPase-activating protein	23.15	10	15	0	514062.4697	15	
Q9VIZ0	DNA-directed RNA polymerases I and III subunit RPAC2	10.48	1	2	1	9234.758	1	
Q9VJ10	FAD-dependent oxidoreductase domain-containing protein 1 homolog	4.08	2	2	2	5877.6202	2	
Q9VJ26	EF-hand domain-containing protein D2 homolog	40.09	8	18	0	1728591.9159	16	
Q9VJ31	Betaine-homocysteine S-methyltransferase	21.15	7	10	7	543947.589	9	
Q9VJ33	Ubiquitin-like protein NEDD8	27.38	3	9	0	697558.1945	9	
Q9VJC7	Elongation factor Ts, mitochondrial	29.87	8	11	8	1737746.97226	9	
Q9VJD2	Ragulator complex protein LAMTOR3 homolog	12.1	2	2	0	209090.3	1	
Q9VJD3	Conserved oligomeric Golgi complex subunit 5	3.33	2	2	0	14739.479	2	
Q9VJE4	DNA-directed RNA polymerase II subunit RPB11	31.62	3	3	3	51182.7574	3	
Q9VJG0	Xaa-Pro aminopeptidase ApepP	4.73	3	3	3	109903.29199999999	3	
Q9VJG4	Electron transfer flavoprotein regulatory factor 1 homolog	11.76	1	2	1	19945.626	2	
Q9VJI9	Cytosolic Fe-S cluster assembly factor Nubp1 homolog	32.48	9	16	9	781802.8992	15	
Q9VJL6	Glia maturation factor	23.91	3	4	3	117062.296	3	
Q9VJQ5	Protein Dr1	26.78	4	4	4	106715.47769999999	3	
Q9VJY6	Large ribosomal subunit protein eL24	41.29	10	16	0	1442967.1697	14	
Q9VJY9	Protein Loquacious	8.17	4	6	0	373457.13300000003	6	
Q9VKA0	UPAR/Ly6 domain-containing protein crok	15.23	2	4	2	10532.5187	3	
Q9VKD3	Cysteine desulfurase, mitochondrial	26.84	12	18	11	1140100.7418999998	17	
Q9VKH0	Conserved oligomeric Golgi complex subunit 8	5.96	3	3	3	8492.86	2	
Q9VKJ8	Alpha-L-iduronidase	5.5	3	3	3	63296.798	3	
Q9VKJ9	Coiled-coil and C2 domain-containing protein 1-like	8.58	8	9	0	339367.868	9	
Q9VKK1	Enhancer of mRNA-decapping protein 4 homolog	3.91	6	9	6	43713.9415	8	
Q9VKV5	CD2 antigen cytoplasmic tail-binding protein 2 homolog	3.45	1	1	1	26915.96	1	
Q9VKX4	Small ribosomal subunit protein uS7m	26.61	6	7	0	133097.3154	7	
Q9VKY2	Cullin-associated NEDD8-dissociated protein 1	0.64	1	1	0	7354.9565	1	
Q9VL00	Ubiquitin thioesterase otubain-like	21.37	5	5	5	359754.6724	5	
Q9VL13	MOB kinase activator-like 3	15.0	3	4	3	46756.077600000004	4	
Q9VL18	Probable elongation factor 1-delta	71.48	21	75	21	5279178.8899	68	
Q9VL78	FK506-binding protein 59	65.38	31	72	0	5444723.12426	71	
Q9VLF6	UPF0585 protein CG18661	22.52	4	5	0	390035.01999999996	5	
Q9VLJ6	Angiotensin-converting enzyme-related protein	12.7	8	8	0	82087.2997	8	
Q9VLM8	Alanine--tRNA ligase, cytoplasmic	15.84	14	14	14	185209.7271	14	
Q9VLP3	Guanine nucleotide exchange factor MSS4 homolog	45.9	5	13	5	328674.6925	13	
Q9VLR5	RNA polymerase II transcriptional coactivator	49.09	5	10	5	359079.65040000004	7	
Q9VLS9	Beta-lactamase-like protein 2 homolog	36.3	8	14	8	1463915.449	12	
Q9VLT8	WASH complex subunit 3	20.45	3	4	3	34023.8894	4	
Q9VLU0	Barrier-to-autointegration factor	55.56	4	25	0	2109792.62996	23	
Q9VLU4	Serine protease inhibitor 28Dc	13.99	7	7	7	508559.237	7	
Q9VLV5	Probable small nuclear ribonucleoprotein E	27.66	3	7	3	466517.00883	7	
Q9VLV7	Protein spaetzle 3	1.8	1	1	1	23963.49	1	
Q9VM33	Elongation factor G, mitochondrial	4.83	4	4	4	42787.7164	2	
Q9VM65	FGFR1 oncogene partner 2 homolog	16.19	5	6	0	68543.4807	4	
Q9VM71	5'-3' exoribonuclease 2 homolog	3.08	3	4	3	11745.7305	4	
Q9VMA2	Probable galactose-1-phosphate uridylyltransferase	13.43	4	7	0	117515.62873	6	
Q9VMA7	Transport and Golgi organization protein 1	7.97	11	12	1	82731.1113	10	
Q9VMC8	PHD finger-like domain-containing protein 5A	14.41	2	2	2	103734.07699999999	2	
Q9VMD6	Protein real-time	1.52	1	1	0	2208.1143	1	
Q9VMD9	Tiggrin	19.93	46	58	0	1344309.48764	55	
Q9VMG0	Arylalkylamine N-acetyltransferase-like 2	51.39	9	10	9	489204.6823	9	
Q9VMM6	Protein obstructor-E	34.54	7	18	7	1007052.2126	17	
Q9VMQ5	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	7.55	3	3	3	22151.6647	3	
Q9VMQ7	Elongator complex protein 4	3.89	2	2	2	137343.065	2	
Q9VMR8	Protein Turandot M	41.98	4	7	0	716193.55	7	
Q9VMT5	Probable cytochrome P450 28d1	14.54	9	12	9	101542.2887	10	
Q9VMU4	Large ribosomal subunit protein eL43	18.48	2	2	0	54623.556000000004	2	
Q9VMU5	Protein quick-to-court	13.04	9	9	0	295770.45900000003	9	
Q9VMW7	Inosine triphosphate pyrophosphatase	63.35	12	22	12	2174780.8047	21	
Q9VMX0	Large ribosomal subunit protein bL28m	6.62	2	2	0	26018.155	2	
Q9VMY1	Large ribosomal subunit protein uL24m	27.94	8	9	8	193935.4341	9	
Q9VMY9	Guanine deaminase	8.04	4	4	4	40287.6975	3	
Q9VN12	Probable sodium/potassium/calcium exchanger CG1090	4.58	2	2	0	16255.313199999999	2	
Q9VN13	Sideroflexin-1-3	14.02	6	8	6	235096.34923000002	7	
Q9VN14	Contactin	19.93	25	44	25	1661748.3586	39	
Q9VN19	Golgi to ER traffic protein 4 homolog	10.32	3	3	0	56145.133	2	
Q9VN25	Eukaryotic translation initiation factor 3 subunit A	2.28	3	3	3	17667.7382	3	
Q9VN50	Eukaryotic translation initiation factor 3 subunit F-1	20.36	6	9	6	653402.917	7	
Q9VN91	MORN repeat-containing protein 4 homolog	43.43	8	35	8	2265952.7383	25	
Q9VN93	Cathepsin F	34.85	22	48	19	3170168.34786	42	
Q9VN95	Enolase-phosphatase E1	37.11	7	12	7	802772.75257	12	
Q9VNA4	Uncharacterized protein CG1161	9.25	2	4	0	121060.39000000001	4	
Q9VNA5	Proteasome subunit beta type-4	40.3	7	9	7	223911.2656	8	
Q9VND8	GTP-binding protein Rheb homolog	21.98	5	11	5	767800.0799	11	
Q9VNE2	Protein krasavietz	19.91	11	23	11	1302074.4235	20	
Q9VNE9	Large ribosomal subunit protein uL13	33.66	9	15	6	1004050.4264	12	
Q9VNI3	Histone PARylation factor 1	1.56	1	1	1	11134.947	1	
Q9VP48	Ras-related protein Rab-26	7.99	3	12	0	15237.334	1	
Q9VP61	Acetyl-coenzyme A synthetase	13.88	10	12	0	238526.4093	12	
Q9VP65	Multifunctional methyltransferase subunit TRM112-like protein	26.61	3	6	3	84517.4405	6	
Q9VPC1	Distal membrane arm assembly component 2	9.15	3	3	3	217603.0143	3	
Q9VPH7	Eukaryotic peptide chain release factor subunit 1	11.42	5	7	0	192806.47759999998	7	
Q9VPL3	Large ribosomal subunit protein uL10m	14.92	4	5	4	163218.9723	5	
Q9VPQ2	DnaJ homolog shv	22.88	8	13	8	389337.68197000003	12	
Q9VQ29	Cytochrome b-c1 complex subunit Rieske, mitochondrial	43.04	10	55	10	10963351.7454	48	
Q9VQ62	NPC intracellular cholesterol transporter 2 homolog a	47.3	5	18	5	1493874.2482	16	
Q9VQ79	Putative apoptosis-inducing factor 1, mitochondrial	12.04	7	12	0	239109.9855	10	
Q9VQ91	Tudor and KH domain-containing protein homolog	12.33	7	10	7	162676.5055	9	
Q9VQ93	Golgi phosphoprotein 3 homolog sauron	18.71	5	6	5	332139.75662999996	5	
Q9VQC4	Glycerate kinase	15.61	8	9	0	129443.34509999999	9	
Q9VQF7	Bacchus	40.79	6	15	6	1437998.3522599998	15	
Q9VQF9	SNAPIN protein homolog	28.36	3	3	3	104938.851	3	
Q9VQG4	Congested-like trachea protein	27.45	9	22	8	2017684.9379	20	
Q9VQQ0	Serine/threonine-protein phosphatase 2A activator	21.86	8	12	8	687751.264	11	
Q9VQX4	Nicotinate phosphoribosyltransferase	10.45	7	7	0	80947.307	7	
Q9VR35	Eukaryotic translation initiation factor 4E-binding protein Mextli	17.15	11	12	0	492347.815	12	
Q9VR59	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	0.53	1	1	0	1810.134	1	
Q9VR81	N-acetylglucosamine-6-phosphate deacetylase	9.59	4	5	0	70420.98125	5	
Q9VR89	RNA-binding protein pno1	10.42	2	3	2	14615.4743	3	
Q9VR94	General odorant-binding protein 19a	10.27	2	4	2	114321.187	4	
Q9VRJ9	Ubiquitin thioesterase Otu1	22.77	6	12	0	225628.0302	12	
Q9VRL2	Probable Golgi SNAP receptor complex member 2	13.43	3	3	3	24251.7335	3	
Q9VRP9	E3 ubiquitin-protein ligase Bre1	2.78	3	4	0	93781.9752	4	
Q9VRQ9	Glutaminyl-peptide cyclotransferase	7.94	3	5	3	31185.352100000004	4	
Q9VRV7	Splicing factor 3B subunit 6	16.53	2	5	2	114207.581	5	
Q9VRZ7	Ubiquinol-cytochrome c reductase complex assembly factor 1	16.22	4	6	4	564135.4116	5	
Q9VS34	Large ribosomal subunit protein eL18	20.21	3	8	0	344630.918	7	
Q9VS97	Peptidoglycan-recognition protein SD	16.67	2	3	2	93363.163	2	
Q9VSA3	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	49.16	20	98	20	10469574.08747	89	
Q9VSF3	Nedd8-conjugating enzyme UbcE2M	33.7	6	11	0	368904.457	10	
Q9VSH4	Cleavage and polyadenylation specificity factor subunit 6	4.29	3	3	0	27826.016200000002	3	
Q9VSJ8	Exocyst complex component 7	8.23	6	8	6	143448.56949999998	8	
Q9VSK9	Pseudouridylate synthase 7 homolog	4.63	3	3	3	21302.4286	2	
Q9VSL3	Pyrimidodiazepine synthase	62.14	14	64	13	20748881.44472	61	
Q9VSR3	Translational regulator orb2	4.26	3	3	0	140378.4879	3	
Q9VSS1	Protein Pixie	1.15	1	1	1	20460.605	1	
Q9VSS2	Signal recognition particle subunit SRP68	13.08	8	10	8	162635.85220000002	9	
Q9VSU7	Vesicle transport protein USE1	11.2	3	3	3	33022.318	2	
Q9VSY4	Alpha-tubulin N-acetyltransferase 1	45.99	18	56	7	3433482.5064499998	52	
Q9VSY6	Phosphoserine phosphatase	16.3	4	5	4	324950.0299	5	
Q9VSZ6	Queuine tRNA-ribosyltransferase accessory subunit 2	1.91	1	1	1	15066.431	1	
Q9VT70	Nuclear distribution protein nudE homolog	11.67	3	3	0	32028.945	2	
Q9VTC4	MIP18 family protein galla-2	13.46	2	3	2	44816.4435	3	
Q9VTE0	Biogenesis of lysosome-related organelles complex 1 subunit 2	15.72	3	3	3	17397.489999999998	2	
Q9VTE5	Probable prefoldin subunit 2	53.15	8	18	0	1343068.3800000001	18	
Q9VTE9	Nedd8-activating enzyme E1 regulatory subunit	10.31	5	6	0	242551.77690000003	6	
Q9VTF9	Ubiquitin fusion degradation protein 1 homolog	17.09	6	8	6	379904.791	8	
Q9VTH0	Procollagen-lysine,2-oxoglutarate 5-dioxygenase	3.19	3	3	3	80792.265	3	
Q9VTJ4	Putative alpha-L-fucosidase	3.24	2	3	2	337667.72000000003	3	
Q9VTJ8	Mitochondrial import inner membrane translocase subunit TIM14	27.97	4	6	0	161076.936	6	
Q9VTM6	UPAR/Ly6 domain-containing protein crim	20.25	3	5	3	116131.3278	5	
Q9VTP4	Large ribosomal subunit protein uL1	39.63	8	50	8	4661204.6012	44	
Q9VTU3	Rho GTPase-activating protein 68F	19.54	9	12	0	520785.999	11	
Q9VTZ5	Transferrin 2	24.42	20	23	20	743356.22163	21	
Q9VTZ6	Phosphomannomutase	39.37	10	13	10	287227.47815	13	
Q9VU08	Intermembrane lipid transfer protein Vps13D	0.2	1	3	1	38612.67	1	
Q9VU58	Neuropeptide-like 2	67.44	7	116	0	34094228.97257	112	
Q9VU68	Actin-interacting protein 1	29.77	20	40	20	1812560.24373	36	
Q9VU70	Tetratricopeptide repeat protein 36 homolog	28.11	4	5	4	113690.2068	5	
Q9VU84	Drebrin-like protein	33.33	15	28	15	1227132.7563	26	
Q9VU95	Alanine--glyoxylate aminotransferase 2-like	14.57	6	8	6	205724.174	7	
Q9VUJ0	Large ribosomal subunit protein mL39	16.82	5	5	5	141068.4456	5	
Q9VUK8	Glycine--tRNA ligase	27.58	20	47	20	5206206.0519	46	
Q9VUR3	Probable aminoacyl tRNA synthase complex-interacting multifunctional protein 2	19.16	8	10	1	333767.6966	10	
Q9VUY9	Phosphoglucomutase 1	38.04	20	45	20	2326768.52543	39	
Q9VUZ1	Probable trafficking protein particle complex subunit 2	21.58	2	2	2	916.6115	1	
Q9VV36	Retinin	29.84	5	103	5	57661222.59844	85	
Q9VV43	Tubulin polymerization-promoting protein homolog	66.15	11	50	0	5871630.94532	45	
Q9VV72	Multiple inositol polyphosphate phosphatase 1	31.05	15	28	15	2413609.1585	27	
Q9VV74	Survival motor neuron protein	14.6	3	5	3	106120.6995	4	
Q9VVA0	Cold shock domain-containing protein CG9705	13.29	2	6	0	346454.117	6	
Q9VVA6	Nuclear migration protein nudC	34.64	13	27	13	1367405.3630000001	25	
Q9VVB4	Coiled-coil domain-containing protein 22 homolog	13.15	7	8	7	113843.40710000001	7	
Q9VVE2	Protein rogdi	33.96	9	14	9	1093393.4561	14	
Q9VVE5	RNA-binding protein Musashi homolog Rbp6	14.63	5	13	0	1106160.5509000001	13	
Q9VVG6	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial	13.43	4	5	0	74473.1386	5	
Q9VVH3	MICOS complex subunit MIC13 homolog QIL1	67.21	7	29	7	2078599.57513	29	
Q9VVI2	Enhancer of mRNA-decapping protein 3	11.76	7	8	7	67192.28848	8	
Q9VVI3	E3 ubiquitin-protein ligase Nedd-4	2.88	3	3	0	13197.0231	3	
Q9VVI9	Charged multivesicular body protein 5	69.47	12	41	0	2104395.3705	35	
Q9VVN2	Small ribosomal subunit protein mS26	19.56	4	6	4	61068.65114	5	
Q9VVU5	COP9 signalosome complex subunit 1b	4.0	2	4	2	107465.3578	4	
Q9VVW3	Sideroflexin-2	15.6	5	7	5	322826.816	7	
Q9VVW8	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	23.33	5	6	5	176013.849	4	
Q9VVY3	Glycogen-binding subunit 76A	12.48	7	8	0	54291.986560000005	6	
Q9VW12	UPF0389 protein CG9231	44.0	5	24	0	2508850.2037	21	
Q9VW14	rRNA methyltransferase 3, mitochondrial	7.13	3	3	3	11731.4357	3	
Q9VW26	Ornithine aminotransferase, mitochondrial	19.03	7	12	7	277764.78065	10	
Q9VW56	Probable prefoldin subunit 6	60.8	7	20	0	1165584.48771	20	
Q9VWA1	Clathrin light chain	43.84	14	43	0	5054230.57606	38	
Q9VWA8	Protein FRG1 homolog	6.49	2	2	2	72436.182	2	
Q9VWB1	DCN1-like protein 4	15.73	4	4	0	85426.35615	4	
Q9VWE0	Cytokine receptor	3.28	4	4	4	11461.6259	3	
Q9VWF4	Dual specificity protein phosphatase MPK-4	6.46	2	2	2	4876.846	1	
Q9VWG3	Small ribosomal subunit protein eS10B	30.62	7	15	0	802517.0278	11	
Q9VWH4	Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	70.56	29	221	28	60881740.40304	200	
Q9VWI0	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	39.89	6	39	6	7844664.6781	26	
Q9VWN5	Ubiquitin carboxyl-terminal hydrolase MINDY-3 homolog	22.5	12	16	0	287009.2143	14	
Q9VWP4	Sulfite oxidase, mitochondrial	10.12	6	6	6	68329.1146	6	
Q9VWU1	Serine protease persephone	6.85	2	2	2	25505.033	2	
Q9VWV8	Nitric oxide synthase-interacting protein homolog	6.51	2	4	2	512439.3114	3	
Q9VWW0	Cyclic AMP response element-binding protein B	2.51	1	1	0	2942.604	1	
Q9VWX8	Frequenin-2	54.01	10	42	4	4707650.1463	41	
Q9VWY6	Transcription initiation factor TFIID subunit 8	9.15	3	3	3	25513.296000000002	2	
Q9VX10	Sulfiredoxin	11.73	2	3	0	82482.80470000001	3	
Q9VX98	Density-regulated protein homolog	50.26	8	14	8	386641.0818	12	
Q9VXB0	NECAP-like protein CG9132	45.53	10	29	2	4012163.62	28	
Q9VXB5	Large ribosomal subunit protein uL22m	5.58	1	1	1	16401.68	1	
Q9VXE0	Probable small nuclear ribonucleoprotein G	76.32	6	10	6	464172.9961	10	
Q9VXE5	Serine/threonine-protein kinase PAK mbt	8.61	5	6	5	45065.3747	4	
Q9VXE6	Nuclear pore complex protein Nup153	2.44	3	4	0	35761.864	4	
Q9VXF1	Serine/threonine-protein phosphatase 2B catalytic subunit 3	38.87	19	55	0	4901832.85474	53	
Q9VXG4	Annexin B11	22.31	13	30	13	2802047.9804	28	
Q9VXJ0	Peroxisomal multifunctional enzyme type 2	25.25	14	19	0	701907.6549	17	
Q9VXK0	Protein NipSnap	15.38	4	6	0	393746.7036	6	
Q9VXK6	Eukaryotic translation initiation factor 5	23.92	10	14	10	547370.6403	14	
Q9VXN2	Protein stunted	55.74	4	15	4	1083227.561	9	
Q9VXN4	Probable arginine--tRNA ligase, cytoplasmic	6.62	4	5	4	69323.326	5	
Q9VXP4	Platelet-activating factor acetylhydrolase IB subunit beta homolog	38.22	8	21	8	1317035.20404	19	
Q9VXT7	Probable isoaspartyl peptidase/L-asparaginase CG7860	12.95	4	7	0	684863.329	7	
Q9VXY0	Probable cytochrome P450 4s3	4.44	3	3	3	13844.0696	3	
Q9VXY7	Lipid storage droplets surface-binding protein 2	53.41	15	33	1	3387901.3226	32	
Q9VY28	Small ribosomal subunit protein mS25	19.16	3	5	3	60567.3064	5	
Q9VY77	LIM domain-containing protein jub	6.04	4	4	0	7204.18184	3	
Q9VY78	Chloride intracellular channel Clic	23.46	6	14	6	1513666.27816	11	
Q9VY93	Probable methylthioribulose-1-phosphate dehydratase	14.1	3	3	0	113127.5573	3	
Q9VYB7	Protein-tyrosine sulfotransferase	5.61	3	3	0	11477.0856	2	
Q9VYD7	Mitochondrial import inner membrane translocase subunit Tim9	67.37	6	12	0	1184315.8333	12	
Q9VYF8	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	3.99	1	1	0	3278.802	1	
Q9VYG1	26S proteasome non-ATPase regulatory subunit 5	3.56	2	2	0	38351.4883	2	
Q9VYG2	Brahma-associated protein of 60 kDa	2.33	1	1	1	6748.03	1	
Q9VYH3	Probable alpha-aspartyl dipeptidase	29.17	6	13	0	888344.8077	10	
Q9VYI3	Large ribosomal subunit protein mL49	5.59	1	1	0	20053.31	1	
Q9VYQ8	Ubiquitin carboxyl-terminal hydrolase 7	4.25	5	5	0	42228.1832	4	
Q9VYR0	LSM12 homolog A	14.29	3	5	3	167428.5758	4	
Q9VYS5	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 homolog	5.09	2	2	2	43389.383	2	
Q9VYV3	Thioredoxin domain-containing protein 5 homolog	59.13	24	58	24	4982132.6269000005	57	
Q9VYV9	COMM domain-containing protein 10 homolog Vlet	12.18	3	4	0	94455.72899999999	4	
Q9VYX1	Enhancer of yellow 2 transcription factor	40.59	3	4	3	157037.752	2	
Q9VYY2	Signal peptidase complex subunit 2	49.25	11	18	0	887328.62663	18	
Q9VYY3	Ubiquitin-like modifier-activating enzyme 5	22.77	9	11	9	401942.878	10	
Q9VZ23	GTP-binding nuclear protein Ran	54.63	11	34	0	5544721.68163	33	
Q9VZ35	Protein Vago	20.62	2	2	2	11754.902999999998	2	
Q9VZ40	Uncharacterized protein CG1552	33.7	4	7	0	530229.4824399999	7	
Q9VZ49	Endoribonuclease Arlr	18.07	10	26	10	1072003.69316	24	
Q9VZ64	Probable 6-phosphogluconolactonase	52.26	12	25	12	2226473.3001	23	
Q9VZA4	Band 7 protein CG42540	16.24	7	11	0	139137.41363	11	
Q9VZD5	Small ribosomal subunit protein bS6m	13.61	2	3	0	232944.81500000003	3	
Q9VZD8	THUMP domain-containing protein 1 homolog	13.89	4	4	4	35560.6208	3	
Q9VZE7	Choline transporter-like 1	2.32	1	1	0	23105.164	1	
Q9VZI3	Unc-112-related protein	9.18	6	6	6	42190.45956	6	
Q9VZJ9	Mitochondrial E3 ubiquitin protein ligase 1	9.76	3	3	3	15732.962	2	
Q9VZL5	Vacuolar fusion protein CCZ1 homolog	3.09	1	1	1	16218.869	1	
Q9VZL6	Ragulator complex protein LAMTOR4 homolog	21.67	2	3	0	135434.914	2	
Q9VZS3	Eukaryotic translation initiation factor eIF1	81.82	7	11	7	754646.545	9	
Q9VZS5	Large ribosomal subunit protein eL28	59.72	12	34	0	3058616.3784	32	
Q9VZU4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	64.53	16	83	16	5589855.08102	67	
Q9VZX9	Adenosylhomocysteinase-like 1	24.76	11	18	9	934556.1008	18	
Q9W021	Large ribosomal subunit protein uL23m	11.33	2	2	0	63773.836	1	
Q9W058	Succinyl-CoA:3-ketoacid-coenzyme A transferase, mitochondrial	53.1	19	62	1	5797881.1584600005	57	
Q9W074	Protein HBS1	4.63	3	3	3	31574.9556	3	
Q9W0A0	Protein draper	6.21	5	7	0	47755.2353	6	
Q9W0C1	Neuronal synaptobrevin	47.54	7	38	7	5874742.34836	36	
Q9W0C7	Protein OPI10 homolog	11.68	2	2	2	9353.993	1	
Q9W0G1	Tyrosine-protein phosphatase non-receptor type 61F	9.49	6	7	4	74521.2447	6	
Q9W0H3	Lipid droplet-associated hydrolase	24.1	8	13	8	200899.9805	13	
Q9W0P5	UDP-glucose 4-epimerase	30.29	11	17	0	965316.58507	17	
Q9W0S7	Staphylococcal nuclease domain-containing protein 1	18.36	17	22	17	916677.7175	20	
Q9W0Y1	Troponin C-akin-1 protein	24.55	5	11	2	454575.1558	10	
Q9W0Y2	Putative gamma-glutamylcyclotransferase CG2811	7.64	2	2	0	53158.236	2	
Q9W0Y6	Transient receptor potential cation channel protein painless	1.1	1	1	1	7821.2173	1	
Q9W141	Putative ATP synthase subunit f, mitochondrial	49.53	6	53	6	20239974.8275	41	
Q9W197	7-methylguanosine phosphate-specific 5'-nucleotidase	14.42	5	7	5	366552.3025	7	
Q9W1A4	Protein tamozhennic	6.65	4	5	0	24334.772100000002	5	
Q9W1C9	Ejaculatory bulb-specific protein 3	57.14	13	92	0	116152732.57630001	90	
Q9W1G0	Probable transaldolase	56.5	17	62	17	11501536.1961	59	
Q9W1H9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	8.16	1	1	1	6502.745	1	
Q9W1K0	Transmembrane protein 14 homolog	13.39	2	7	0	1491877.113	6	
Q9W1K5	Sestrin homolog	1.41	1	1	0	35074.598	1	
Q9W1L5	Peptidyl-alpha-hydroxyglycine alpha-amidating lyase 2	8.87	2	3	0	221236.44900000002	3	
Q9W1V3	rRNA 2'-O-methyltransferase fibrillarin	21.51	7	8	7	567655.5042	6	
Q9W1X4	Nuclear pore complex protein Nup214	5.26	7	8	7	77919.0855	7	
Q9W1X8	Probable GDP-L-fucose synthase	19.63	5	6	5	75123.7564	5	
Q9W1X9	OCIA domain-containing protein 1	27.63	5	8	0	88765.80189999999	7	
Q9W1Y1	ER membrane protein complex subunit 8/9 homolog	21.67	4	6	4	510240.609	6	
Q9W237	Small ribosomal subunit protein uS9	70.95	16	57	0	6741501.9842	50	
Q9W265	Probable hydroxyacid-oxoacid transhydrogenase, mitochondrial	18.97	9	10	9	416639.093	10	
Q9W266	Protein windpipe	13.44	10	18	10	1017930.052	18	
Q9W2D6	Mitochondrial import inner membrane translocase subunit Tim10	72.83	7	23	7	3004534.5805	23	
Q9W2D9	Eukaryotic translation initiation factor 3 subunit K	41.89	7	15	7	1013904.2142	13	
Q9W2E7	Protein Rae1	17.63	6	8	6	420308.37427000003	8	
Q9W2M2	Trehalase	40.94	22	40	0	1357733.9917	37	
Q9W2N0	F-actin-capping protein subunit alpha	17.83	5	7	5	311798.5275	6	
